id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,clearance,counterpress,interception,out,foul_won,off_camera,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble,block,foul_committed,ball_recovery,substitution,related_events,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure,pass_type_id,pass_type_name,related_events_2,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,shot_end_location_2,shot_first_time,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,pass_switch,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events_4,pass_goal_assist,pass_technique_id,pass_technique_name,pass_through_ball
685c0b4b-6f8d-42ba-ab26-686320a65468,2148,2,00:05:30.084,50,30,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,0.9424,,0547786e-6ee6-42c3-b820-34ff4c7edc94,5506,Javier Alejandro Mascherano,5,Left Center Back,30.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6813681b-499f-422b-92a6-83b7a1e2ec1e,30.9,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0547786e-6ee6-42c3-b820-34ff4c7edc94,2149,2,00:05:31.026,50,31,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.553342,,58cd5dbb-722c-46e0-b8c1-84273aa444b3,5506,Javier Alejandro Mascherano,5,Left Center Back,30.9,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,26.703184,-0.24588692,1.0,Ground Pass,56.8,17.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58cd5dbb-722c-46e0-b8c1-84273aa444b3,2150,2,00:05:32.580,50,32,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,0547786e-6ee6-42c3-b820-34ff4c7edc94,5216,Andrés Iniesta Luján,15,Left Center Midfield,56.8,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a01823f1-06ec-4cfb-972e-089e09b1ee8b,2151,2,00:05:32.580,50,32,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,3.887958,,42713a81-c081-4fbd-9585-97ccbae497c0,5216,Andrés Iniesta Luján,15,Left Center Midfield,56.8,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58cd5dbb-722c-46e0-b8c1-84273aa444b3,71.7,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42713a81-c081-4fbd-9585-97ccbae497c0,2152,2,00:05:36.468,50,36,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.0175,,73d6a963-a5da-4bc3-a0d3-498976eff73e,5216,Andrés Iniesta Luján,15,Left Center Midfield,71.7,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,16.492422,0.68231654,1.0,Ground Pass,84.5,30.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73d6a963-a5da-4bc3-a0d3-498976eff73e,2153,2,00:05:37.485,50,37,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,42713a81-c081-4fbd-9585-97ccbae497c0,4320,Neymar da Silva Santos Junior,21,Left Wing,84.5,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8672fb5b-fb4c-4c58-a906-703a5edf9dca,2154,2,00:05:37.485,50,37,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,3.7137,,0b4350e2-9133-4040-acd1-2d5077af4b61,4320,Neymar da Silva Santos Junior,21,Left Wing,84.5,30.9,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,73d6a963-a5da-4bc3-a0d3-498976eff73e,98.2,24.9,,,,,,,,,,,,,,,,,,b5b1a320-2293-487d-a774-4445f872fa62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5b1a320-2293-487d-a774-4445f872fa62,2155,2,00:05:38.076,50,38,17,Pressure,106,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,1.163468,,8672fb5b-fb4c-4c58-a906-703a5edf9dca,23806,Alejandro Bergantiños García,13,Right Center Midfield,36.6,48.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b4350e2-9133-4040-acd1-2d5077af4b61,2156,2,00:05:41.199,50,41,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.5277,,af571cfa-fe62-4b54-8dbe-78d13da23b3b,4320,Neymar da Silva Santos Junior,21,Left Wing,98.2,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,22.098415,-0.8430266,1.0,Ground Pass,112.9,8.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
af571cfa-fe62-4b54-8dbe-78d13da23b3b,2157,2,00:05:42.726,50,42,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,0b4350e2-9133-4040-acd1-2d5077af4b61,5211,Jordi Alba Ramos,6,Left Back,112.9,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc548d4a-f77b-4eef-bb35-bab28bc7ce57,2158,2,00:05:42.726,50,42,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,0.7998,,51887e76-afaa-4df0-bc20-3a61da5524b1,5211,Jordi Alba Ramos,6,Left Back,112.9,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,af571cfa-fe62-4b54-8dbe-78d13da23b3b,109.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51887e76-afaa-4df0-bc20-3a61da5524b1,2159,2,00:05:43.526,50,43,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,3.1931,,c35c9952-d058-4cc7-bf51-0628d5df1c8e,5211,Jordi Alba Ramos,6,Left Back,109.9,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,24.764894,2.9093459,1.0,Ground Pass,85.8,13.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c35c9952-d058-4cc7-bf51-0628d5df1c8e,2160,2,00:05:46.719,50,46,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,51887e76-afaa-4df0-bc20-3a61da5524b1,5216,Andrés Iniesta Luján,15,Left Center Midfield,85.8,13.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774a1921-2f64-4dd4-8008-75e1bb3092ea,2161,2,00:05:46.719,50,46,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,2.1784,,74434d3f-7583-46eb-9a7e-a60fad0b04d3,5216,Andrés Iniesta Luján,15,Left Center Midfield,85.8,13.7,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,c35c9952-d058-4cc7-bf51-0628d5df1c8e,81.7,12.1,,,,,,,,,,,,,,,,,,eb4ec061-2334-4744-bfb2-a8383500cbdd,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eb4ec061-2334-4744-bfb2-a8383500cbdd,2162,2,00:05:48.154,50,48,17,Pressure,106,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,1.127555,,74434d3f-7583-46eb-9a7e-a60fad0b04d3,6733,Pedro Mosquera Parada,10,Center Defensive Midfield,33.9,62.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,774a1921-2f64-4dd4-8008-75e1bb3092ea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74434d3f-7583-46eb-9a7e-a60fad0b04d3,2163,2,00:05:48.898,50,48,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.505499,,25df57de-ebf2-4023-9a67-f0df61646425,5216,Andrés Iniesta Luján,15,Left Center Midfield,81.7,12.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,eb4ec061-2334-4744-bfb2-a8383500cbdd,,,5203.0,Sergio Busquets i Burgos,30.426634,2.097688,1.0,Ground Pass,66.4,38.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25df57de-ebf2-4023-9a67-f0df61646425,2164,2,00:05:50.403,50,50,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,74434d3f-7583-46eb-9a7e-a60fad0b04d3,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,66.4,38.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d7ca7113-62bf-40b1-aced-5e84e32b11e8,2165,2,00:05:50.403,50,50,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,0.767701,,25df57de-ebf2-4023-9a67-f0df61646425,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,66.4,38.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,7b2c3b83-656c-420d-bfa6-4f4b8af6fe81,66.4,38.2,,,,,,,,,,,,,,,,,,8da735f1-7eab-4ed8-a1e1-209e29f4dda8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7b2c3b83-656c-420d-bfa6-4f4b8af6fe81,2166,2,00:05:51.020,50,51,17,Pressure,106,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,0.737396,,8da735f1-7eab-4ed8-a1e1-209e29f4dda8,6732,Lucas Pérez Martínez,24,Left Center Forward,49.8,42.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7ca7113-62bf-40b1-aced-5e84e32b11e8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8da735f1-7eab-4ed8-a1e1-209e29f4dda8,2167,2,00:05:51.171,50,51,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.1583,,7b2c3b83-656c-420d-bfa6-4f4b8af6fe81,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,66.4,38.2,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,cfb02a7a-fd4c-43bc-a788-3c288eacfb11,,,4324.0,Daniel Alves da Silva,17.551353,1.240037,1.0,Ground Pass,72.1,54.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cfb02a7a-fd4c-43bc-a788-3c288eacfb11,2168,2,00:05:52.329,50,52,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,8da735f1-7eab-4ed8-a1e1-209e29f4dda8,4324,Daniel Alves da Silva,2,Right Back,72.1,54.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70074e3a-37dd-4c8a-a51c-e860b2cabb32,2169,2,00:05:52.329,50,52,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,1.2117,,221ab6a0-16c8-4c27-b8aa-9fc348b9787b,4324,Daniel Alves da Silva,2,Right Back,72.1,54.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,932136fe-d295-4917-9475-02e286cda8df,72.9,54.8,,,,,,,,,,,,,,,,,,cfb02a7a-fd4c-43bc-a788-3c288eacfb11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932136fe-d295-4917-9475-02e286cda8df,2170,2,00:05:53.425,50,53,17,Pressure,106,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,0.3831,,221ab6a0-16c8-4c27-b8aa-9fc348b9787b,5582,Celso Borges Mora,15,Left Center Midfield,43.1,21.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70074e3a-37dd-4c8a-a51c-e860b2cabb32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221ab6a0-16c8-4c27-b8aa-9fc348b9787b,2171,2,00:05:53.541,50,53,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.6908,,54a621bf-cc13-4641-b348-ff45ace25891,4324,Daniel Alves da Silva,2,Right Back,72.9,54.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,932136fe-d295-4917-9475-02e286cda8df,,,5246.0,Luis Alberto Suárez Díaz,34.056572,-0.26135898,3.0,High Pass,105.8,46.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54a621bf-cc13-4641-b348-ff45ace25891,2172,2,00:05:55.232,50,55,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,221ab6a0-16c8-4c27-b8aa-9fc348b9787b,5246,Luis Alberto Suárez Díaz,23,Center Forward,105.8,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
594ce1e9-7014-484b-8d84-4db7c1143250,2173,2,00:05:55.232,50,55,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,0.5312,,54a621bf-cc13-4641-b348-ff45ace25891,5246,Luis Alberto Suárez Díaz,23,Center Forward,105.8,46.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,a1546a3a-2fcd-4da7-b7dd-4d1a7e38c79f,109.0,50.3,,,,,,,,,,,,,,,,,,b4292f53-96c7-401d-9b83-f1bca5bf3187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b4292f53-96c7-401d-9b83-f1bca5bf3187,2174,2,00:05:55.743,50,55,17,Pressure,106,217,Barcelona,4,From Throw In,219,RC Deportivo La Coruña,0.336397,,594ce1e9-7014-484b-8d84-4db7c1143250,6913,Fernando Navarro i Corbacho,5,Left Center Back,14.1,31.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1546a3a-2fcd-4da7-b7dd-4d1a7e38c79f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a1546a3a-2fcd-4da7-b7dd-4d1a7e38c79f,2175,2,00:05:55.763,50,55,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,1.838927,,32031e53-3bb1-484b-ade6-cd8c489c6a84,5246,Luis Alberto Suárez Díaz,23,Center Forward,109.0,50.3,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,b4292f53-96c7-401d-9b83-f1bca5bf3187,,,5503.0,Lionel Andrés Messi Cuccittini,11.292476,2.741352,2.0,Low Pass,98.6,54.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32031e53-3bb1-484b-ade6-cd8c489c6a84,2176,2,00:05:57.602,50,57,42,Ball Receipt*,106,217,Barcelona,4,From Throw In,217,Barcelona,,,a1546a3a-2fcd-4da7-b7dd-4d1a7e38c79f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,98.6,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c474eae4-f55f-4508-8b01-88092944f705,2177,2,00:05:57.602,50,57,43,Carry,106,217,Barcelona,4,From Throw In,217,Barcelona,1.930173,,0df73d57-8bd8-4e87-877f-07e58558c989,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,98.6,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32031e53-3bb1-484b-ade6-cd8c489c6a84,94.6,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0df73d57-8bd8-4e87-877f-07e58558c989,2178,2,00:05:59.532,50,59,30,Pass,106,217,Barcelona,4,From Throw In,217,Barcelona,0.6667,,c854f9d1-edfe-4c8e-a66a-a02d1abf7669,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,94.6,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,5.9413805,-1.6888883,1.0,Ground Pass,93.9,45.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
