id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,duel,carry,ball_receipt,interception,counterpress,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,dribble,clearance,out,miscontrol,foul_committed,foul_won,shot,ball_recovery,block,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_head,clearance_body_part_id,clearance_body_part_name,related_events,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_type_id,pass_type_name,pass_switch,ball_recovery_recovery_failure,pass_cross,pass_aerial_won,clearance_right_foot,foul_committed_penalty,foul_won_penalty,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name
7c01d208-8007-41d0-bdc7-60bf42c3ca5a,2423,2,00:12:00.745,57,0,30,Pass,133,217,Barcelona,1,Regular Play,217,Barcelona,1.647947,,5eba02c2-3176-4abb-a221-e78c2aad8c27,,5506,Javier Alejandro Mascherano,5,Left Center Back,47.5,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,28.935272,1.2545102,1.0,Ground Pass,56.5,51.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5eba02c2-3176-4abb-a221-e78c2aad8c27,2424,2,00:12:02.393,57,2,42,Ball Receipt*,133,217,Barcelona,1,Regular Play,217,Barcelona,,,7c01d208-8007-41d0-bdc7-60bf42c3ca5a,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,56.5,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34b9073c-c373-48af-9fbf-3ebba404f3f0,2425,2,00:12:02.393,57,2,43,Carry,133,217,Barcelona,1,Regular Play,217,Barcelona,2.845353,,53df8d83-b7e0-4887-a70e-1d2f0c80f272,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,56.5,51.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5eba02c2-3176-4abb-a221-e78c2aad8c27,,58.0,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53df8d83-b7e0-4887-a70e-1d2f0c80f272,2426,2,00:12:05.239,57,5,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,2.7982,,13f61cc9-e60f-4857-9d0a-990e12e4bcca,,5503,Lionel Andrés Messi Cuccittini,19,Center Attacking Midfield,58.0,53.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,46.661762,-0.70955604,3.0,High Pass,93.4,23.4,38.0,Left Foot,,6dff3f10-b411-479e-99b3-2a02e557957d,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13f61cc9-e60f-4857-9d0a-990e12e4bcca,2427,2,00:12:08.037,57,8,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,53df8d83-b7e0-4887-a70e-1d2f0c80f272,,4320,Neymar da Silva Santos Junior,21,Left Wing,99.6,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6dff3f10-b411-479e-99b3-2a02e557957d,2428,2,00:12:08.037,57,8,9,Clearance,134,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,53df8d83-b7e0-4887-a70e-1d2f0c80f272,,8801,Iván López Mendoza,7,Right Wing Back,26.7,56.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41c0b864-4c68-47e0-b08c-dd31059704a7,2429,2,00:12:09.679,57,9,2,Ball Recovery,134,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,3508,Sandro Ramírez Castillo,23,Center Forward,96.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92046e6d-7d23-49b1-8e1a-b52577dbce4d,2430,2,00:12:09.679,57,9,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,2.172621,,41c0b864-4c68-47e0-b08c-dd31059704a7,,3508,Sandro Ramírez Castillo,23,Center Forward,96.5,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ddb51de-ef42-4759-87a3-e9ee91ddf1c5,,105.9,28.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ddb51de-ef42-4759-87a3-e9ee91ddf1c5,2431,2,00:12:11.851,57,11,14,Dribble,134,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,b234da84-b52f-4da6-b320-e958864e5234,,3508,Sandro Ramírez Castillo,23,Center Forward,105.9,28.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,
b234da84-b52f-4da6-b320-e958864e5234,2432,2,00:12:11.851,57,11,4,Duel,134,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,4ddb51de-ef42-4759-87a3-e9ee91ddf1c5,,8801,Iván López Mendoza,7,Right Wing Back,14.2,51.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,,,,,,,,,,,,,,,,
1335c9f7-bcc8-456a-869d-6eb5ee56a000,2433,2,00:12:12.792,57,12,30,Pass,134,217,Barcelona,1,Regular Play,221,Levante UD,2.8701,,342557c9-6e67-4acc-8bee-2c3192692f3f,,6730,Rubén Iván Martínez Andrade,1,Goalkeeper,4.3,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,6684.0,Roger Martí Salvador,44.60101,-0.0067263558,3.0,High Pass,48.9,42.7,40.0,Right Foot,,36c75751-e3c8-4e6e-aadd-3109e2a9cc37,,,,9.0,Incomplete,,,,,,,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,
36c75751-e3c8-4e6e-aadd-3109e2a9cc37,2434,2,00:12:15.662,57,15,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,221,Levante UD,,,1335c9f7-bcc8-456a-869d-6eb5ee56a000,,6684,Roger Martí Salvador,24,Left Center Forward,43.9,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
342557c9-6e67-4acc-8bee-2c3192692f3f,2435,2,00:12:15.662,57,15,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,3.251758,,1335c9f7-bcc8-456a-869d-6eb5ee56a000,,5506,Javier Alejandro Mascherano,5,Left Center Back,71.2,37.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,27.124897,1.6667966,2.0,Low Pass,68.6,64.4,40.0,Right Foot,,f5285959-941b-45e8-adbb-5816c1e7f956,,,,,,,,,,,,,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,
f80d6b2d-7a5a-47cc-8d0e-ae30005a2c10,2436,2,00:12:18.753,57,18,17,Pressure,134,217,Barcelona,1,Regular Play,221,Levante UD,0.754397,,1ef061c4-f9b9-46fa-b78f-e27ad41bf2b5,,6684,Roger Martí Salvador,24,Left Center Forward,47.4,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfd30c00-9cfe-4614-a975-142e0a0b98f1,f5285959-941b-45e8-adbb-5816c1e7f956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f5285959-941b-45e8-adbb-5816c1e7f956,2437,2,00:12:18.914,57,18,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,342557c9-6e67-4acc-8bee-2c3192692f3f,,4324,Daniel Alves da Silva,2,Right Back,68.6,64.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f80d6b2d-7a5a-47cc-8d0e-ae30005a2c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfd30c00-9cfe-4614-a975-142e0a0b98f1,2438,2,00:12:18.914,57,18,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,0.241042,,1ef061c4-f9b9-46fa-b78f-e27ad41bf2b5,,4324,Daniel Alves da Silva,2,Right Back,68.6,64.4,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f5285959-941b-45e8-adbb-5816c1e7f956,f80d6b2d-7a5a-47cc-8d0e-ae30005a2c10,69.3,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1ef061c4-f9b9-46fa-b78f-e27ad41bf2b5,2439,2,00:12:19.155,57,19,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,1.426537,,bd361183-f6fb-4ba7-81df-15c8f4377494,,4324,Daniel Alves da Silva,2,Right Back,69.3,69.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,15.559563,0.33394507,1.0,Ground Pass,84.0,74.8,40.0,Right Foot,,f80d6b2d-7a5a-47cc-8d0e-ae30005a2c10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0455b2ef-a4b8-40df-88f3-cbb0e5030619,2440,2,00:12:19.508,57,19,17,Pressure,134,217,Barcelona,1,Regular Play,221,Levante UD,4.283962,,090227b3-e8a2-4645-b00c-cb30d1007cea,,6784,Antonio García Aranda,8,Left Wing Back,32.7,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2914a426-8a2c-4f2f-94f5-c4598f0103ae,bd361183-f6fb-4ba7-81df-15c8f4377494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd361183-f6fb-4ba7-81df-15c8f4377494,2441,2,00:12:20.581,57,20,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,0455b2ef-a4b8-40df-88f3-cbb0e5030619,,6616,Munir El Haddadi Mohamed,17,Right Wing,84.0,74.8,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1ef061c4-f9b9-46fa-b78f-e27ad41bf2b5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2914a426-8a2c-4f2f-94f5-c4598f0103ae,2442,2,00:12:20.581,57,20,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,3.106463,,0455b2ef-a4b8-40df-88f3-cbb0e5030619,,6616,Munir El Haddadi Mohamed,17,Right Wing,84.0,74.8,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,090227b3-e8a2-4645-b00c-cb30d1007cea,bd361183-f6fb-4ba7-81df-15c8f4377494,67.8,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
090227b3-e8a2-4645-b00c-cb30d1007cea,2443,2,00:12:23.688,57,23,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,3.901265,,0455b2ef-a4b8-40df-88f3-cbb0e5030619,,6616,Munir El Haddadi Mohamed,17,Right Wing,67.8,77.7,,True,,,,,,,,,,,,,,,,,,,,,,,,,,20055.0,Marc-André ter Stegen,58.64367,-2.7971923,2.0,Low Pass,12.6,57.9,38.0,Left Foot,,82027b08-d8a6-4478-a77f-af7e04701a8e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82027b08-d8a6-4478-a77f-af7e04701a8e,2444,2,00:12:27.589,57,27,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,090227b3-e8a2-4645-b00c-cb30d1007cea,,20055,Marc-André ter Stegen,1,Goalkeeper,12.6,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be45dfec-b6fd-4225-8646-ef628c7f3c4e,2445,2,00:12:27.589,57,27,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,1.197135,,6105a1a7-0ea8-44c6-b6fe-f55ca25e66d5,,20055,Marc-André ter Stegen,1,Goalkeeper,12.6,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82027b08-d8a6-4478-a77f-af7e04701a8e,,15.7,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6105a1a7-0ea8-44c6-b6fe-f55ca25e66d5,2446,2,00:12:28.786,57,28,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,3.109213,,06ee275f-7143-470b-9207-3d1fa108dbe1,,20055,Marc-André ter Stegen,1,Goalkeeper,15.7,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,48.86031,-1.0265158,1.0,Ground Pass,41.0,12.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,
06ee275f-7143-470b-9207-3d1fa108dbe1,2447,2,00:12:31.895,57,31,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,6105a1a7-0ea8-44c6-b6fe-f55ca25e66d5,,5506,Javier Alejandro Mascherano,5,Left Center Back,41.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fd26fe3-0d38-4060-98a9-10a1b64f0066,2448,2,00:12:31.895,57,31,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,2.48935,,06ee275f-7143-470b-9207-3d1fa108dbe1,,5506,Javier Alejandro Mascherano,5,Left Center Back,41.0,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713da424-2d50-4d5a-9d77-eb6b489566ee,,52.9,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
713da424-2d50-4d5a-9d77-eb6b489566ee,2449,2,00:12:34.385,57,34,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,1.391733,,5d9c29b6-967f-4da2-8e65-ea0427e4e6bd,,5506,Javier Alejandro Mascherano,5,Left Center Back,52.9,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,20.940153,-0.5363245,1.0,Ground Pass,70.9,3.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5d9c29b6-967f-4da2-8e65-ea0427e4e6bd,2450,2,00:12:35.776,57,35,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,713da424-2d50-4d5a-9d77-eb6b489566ee,,22102,Adriano Correia Claro,6,Left Back,70.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f0cdedb-8edf-430c-b7fb-451e8c63aab4,2451,2,00:12:35.776,57,35,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,2.305004,,1adc686a-b710-4d35-9860-74e972caa533,,22102,Adriano Correia Claro,6,Left Back,70.9,3.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d9c29b6-967f-4da2-8e65-ea0427e4e6bd,,82.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1adc686a-b710-4d35-9860-74e972caa533,2452,2,00:12:38.081,57,38,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,0.828115,,907f36ae-8ecc-4b76-9833-7c7c54f93a4f,,22102,Adriano Correia Claro,6,Left Back,82.1,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,8.881441,0.9453113,1.0,Ground Pass,87.3,12.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
907f36ae-8ecc-4b76-9833-7c7c54f93a4f,2453,2,00:12:38.910,57,38,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,1adc686a-b710-4d35-9860-74e972caa533,,4320,Neymar da Silva Santos Junior,21,Left Wing,87.3,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f572881-9ebb-47cc-a77b-914384138b9a,2454,2,00:12:38.910,57,38,43,Carry,134,217,Barcelona,1,Regular Play,217,Barcelona,1.149468,,907f36ae-8ecc-4b76-9833-7c7c54f93a4f,,4320,Neymar da Silva Santos Junior,21,Left Wing,87.3,12.5,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9877ebe7-ddcc-4719-8d00-c3eeb0a3ff12,f31c2f0a-3c01-4217-a903-356715da1e20,88.8,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f31c2f0a-3c01-4217-a903-356715da1e20,2455,2,00:12:39.239,57,39,17,Pressure,134,217,Barcelona,1,Regular Play,221,Levante UD,0.573785,,1f572881-9ebb-47cc-a77b-914384138b9a,,6659,Víctor Camarasa Ferrando,13,Right Center Midfield,34.0,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9877ebe7-ddcc-4719-8d00-c3eeb0a3ff12,2456,2,00:12:40.059,57,40,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,1.95641,,05c43abd-39e6-4856-8949-e741e3ef21d7,,4320,Neymar da Silva Santos Junior,21,Left Wing,88.8,16.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,21.136698,0.11379201,1.0,Ground Pass,109.8,18.8,40.0,Right Foot,,f09cf581-e621-46d6-a5a3-825c98947a34,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05c43abd-39e6-4856-8949-e741e3ef21d7,2457,2,00:12:42.015,57,42,42,Ball Receipt*,134,217,Barcelona,1,Regular Play,217,Barcelona,,,9877ebe7-ddcc-4719-8d00-c3eeb0a3ff12,,22102,Adriano Correia Claro,6,Left Back,111.7,17.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f09cf581-e621-46d6-a5a3-825c98947a34,2458,2,00:12:42.015,57,42,2,Ball Recovery,134,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,9877ebe7-ddcc-4719-8d00-c3eeb0a3ff12,,8801,Iván López Mendoza,7,Right Wing Back,10.3,61.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
d52ba518-abcc-48f9-b5c8-ede61ef58228,2459,2,00:12:43.229,57,43,30,Pass,134,217,Barcelona,1,Regular Play,217,Barcelona,2.889841,,1874e4b7-993e-47be-b2f7-5891610d27ba,,22102,Adriano Correia Claro,6,Left Back,118.9,19.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.278748,1.9054286,3.0,High Pass,106.0,56.7,38.0,Left Foot,,,,,,9.0,Incomplete,,,,,,,,,,,,,66.0,Recovery,,,True,,,,,,,,,,,,,,,,
1874e4b7-993e-47be-b2f7-5891610d27ba,2460,2,00:12:46.119,57,46,2,Ball Recovery,134,217,Barcelona,1,Regular Play,221,Levante UD,0.0,,d52ba518-abcc-48f9-b5c8-ede61ef58228,,6784,Antonio García Aranda,8,Left Wing Back,14.1,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,
66b9a06a-d06c-434c-a623-37340f4da270,2461,2,00:12:47.624,57,47,2,Ball Recovery,134,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,4324,Daniel Alves da Silva,2,Right Back,103.8,69.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
