id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,duel,miscontrol,counterpress,interception,clearance,dribble,foul_committed,foul_won,out,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,off_camera,ball_recovery,block,substitution,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,pass_switch,related_events,player,position,location
967770ff-e912-4d40-9d1f-4e080f619c56,3516,2,00:46:45.466,91,45,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,1.156699,,151b9621-4df7-4845-a070-c188f2bc6d29,11094.0,Arda Turan,15.0,Left Center Midfield,99.4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,10.756393,1.6732402,1.0,Ground Pass,98.3,13.1,40.0,Right Foot,,,,,,,
151b9621-4df7-4845-a070-c188f2bc6d29,3517,2,00:46:46.622,91,46,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,967770ff-e912-4d40-9d1f-4e080f619c56,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,98.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5a0fbb69-ac7e-437a-93af-bd064e2b4923,3518,2,00:46:46.622,91,46,43,Carry,170,217,Barcelona,2,From Corner,217,Barcelona,1.414701,,151b9621-4df7-4845-a070-c188f2bc6d29,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,98.3,13.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,76ec8aa9-1474-4c69-a15c-2df7599f5c8c,,99.4,19.4,,,,,,,,,,,,,,,,,,,,,,,
76ec8aa9-1474-4c69-a15c-2df7599f5c8c,3519,2,00:46:48.037,91,48,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,1.0239,,0433dc54-c5c7-424f-be00-2af1445bb2ea,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,99.4,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,10.210778,1.7182335,1.0,Ground Pass,97.9,29.5,40.0,Right Foot,,,,,,,
0433dc54-c5c7-424f-be00-2af1445bb2ea,3520,2,00:46:49.061,91,49,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,76ec8aa9-1474-4c69-a15c-2df7599f5c8c,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,97.9,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88390bff-dde6-4ee0-aa93-3e06665eeb28,3521,2,00:46:49.061,91,49,43,Carry,170,217,Barcelona,2,From Corner,217,Barcelona,0.6151,,0433dc54-c5c7-424f-be00-2af1445bb2ea,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,97.9,29.5,,,,True,,,,,,,,,,,,,,,,,,,,,,,,3a67c428-34f5-4eca-b3d9-ba8f77a80aba,64423fe4-47d6-418e-8a1f-24a2410149cb,97.5,26.8,,,,,,,,,,,,,,,,,,,,,,,
64423fe4-47d6-418e-8a1f-24a2410149cb,3522,2,00:46:49.249,91,49,17,Pressure,170,217,Barcelona,2,From Corner,209,Celta Vigo,0.547167,,3a67c428-34f5-4eca-b3d9-ba8f77a80aba,6794.0,Gustavo Daniel Cabral Cáceres,3.0,Right Center Back,18.8,52.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,88390bff-dde6-4ee0-aa93-3e06665eeb28,,,,,,,,,,,,,,,,,,,,,,,,,,
3a67c428-34f5-4eca-b3d9-ba8f77a80aba,3523,2,00:46:49.676,91,49,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,2.8432,,64423fe4-47d6-418e-8a1f-24a2410149cb,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,97.5,26.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,84a59c11-c9eb-4ec8-ba42-7b6fbedb7251,,,,,,,,,,5203.0,Sergio Busquets i Burgos,26.049952,2.2419403,1.0,Ground Pass,81.3,47.2,40.0,Right Foot,,,,,,,
84a59c11-c9eb-4ec8-ba42-7b6fbedb7251,3524,2,00:46:52.519,91,52,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,3a67c428-34f5-4eca-b3d9-ba8f77a80aba,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,81.3,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d84d48bc-13f8-4969-8b54-7773d6c2004d,3525,2,00:46:52.519,91,52,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,0.9735,,2f6cabe8-3fd6-407c-b002-a735c83d7a83,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,81.3,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,11.236102,1.2068174,1.0,Ground Pass,85.3,57.7,40.0,Right Foot,,,,,,,
2f6cabe8-3fd6-407c-b002-a735c83d7a83,3526,2,00:46:53.493,91,53,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,d84d48bc-13f8-4969-8b54-7773d6c2004d,5470.0,Ivan Rakitić,13.0,Right Center Midfield,85.3,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1fa01ac-ae5e-488c-8865-199372147181,3527,2,00:46:53.493,91,53,43,Carry,170,217,Barcelona,2,From Corner,217,Barcelona,0.5887,,2f6cabe8-3fd6-407c-b002-a735c83d7a83,5470.0,Ivan Rakitić,13.0,Right Center Midfield,85.3,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,47a159b0-b7df-4da2-b866-062a24324d3d,,82.2,58.7,,,,,,,,,,,,,,,,,,,,,,,
47a159b0-b7df-4da2-b866-062a24324d3d,3528,2,00:46:54.082,91,54,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,0.9115,,d205d841-d93e-416c-973a-dfde647c4164,5470.0,Ivan Rakitić,13.0,Right Center Midfield,82.2,58.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,11.681182,-1.9385848,1.0,Ground Pass,78.0,47.8,40.0,Right Foot,,,,,,,
d205d841-d93e-416c-973a-dfde647c4164,3529,2,00:46:54.993,91,54,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,47a159b0-b7df-4da2-b866-062a24324d3d,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,78.0,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34a03146-44e6-494e-bc20-199bdbd9e403,3530,2,00:46:54.993,91,54,43,Carry,170,217,Barcelona,2,From Corner,217,Barcelona,0.12,,0e5f2ad6-0eb1-45c7-9270-97c5afbc7f1a,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,78.0,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,d205d841-d93e-416c-973a-dfde647c4164,,78.0,47.8,,,,,,,,,,,,,,,,,,,,,,,
0e5f2ad6-0eb1-45c7-9270-97c5afbc7f1a,3531,2,00:46:55.113,91,55,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,1.3984,,5e5351c2-6203-4c72-9603-ade355999a1b,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,78.0,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,13.694525,2.9728425,1.0,Ground Pass,64.5,50.1,40.0,Right Foot,,,,,,,
5e5351c2-6203-4c72-9603-ade355999a1b,3532,2,00:46:56.512,91,56,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,0e5f2ad6-0eb1-45c7-9270-97c5afbc7f1a,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,64.5,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b865265-7406-442a-8076-0127975d950a,3533,2,00:46:56.512,91,56,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,3.4388,,db7f9c4b-bd1f-46b2-89bb-d44416b33e97,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,64.5,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,44.85198,-1.7979294,1.0,Ground Pass,54.4,6.4,40.0,Right Foot,,,True,,,,
7cff2f9b-83e4-4898-ab1e-45539b104f13,3534,2,00:46:58.469,91,58,17,Pressure,170,217,Barcelona,2,From Corner,209,Celta Vigo,1.49365,,b0514a77-c298-4169-829d-21fdcbc04851,27340.0,Dejan Dražić,16.0,Left Midfield,59.4,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,db7f9c4b-bd1f-46b2-89bb-d44416b33e97,,,,,,,,,,,,,,,,,,,,,,,,,,
db7f9c4b-bd1f-46b2-89bb-d44416b33e97,3535,2,00:46:59.950,91,59,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,0b865265-7406-442a-8076-0127975d950a,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,54.4,6.4,,,,True,,,,,,,,,,,,,,,,,,,,,,,,7cff2f9b-83e4-4898-ab1e-45539b104f13,,,,,,,,,,,,,,,,,,,,,,,,,,
b0514a77-c298-4169-829d-21fdcbc04851,3536,2,00:46:59.950,91,59,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,1.529,,1214b9f2-d751-4a6a-9f1d-7984495c1028,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,54.6,6.0,,,,True,,,,,,,,,,,,,,,,,,,,,,,,7cff2f9b-83e4-4898-ab1e-45539b104f13,,,,,,,,,,5211.0,Jordi Alba Ramos,14.483784,-0.15947337,1.0,Ground Pass,68.9,3.7,38.0,Left Foot,,,,,,,
1214b9f2-d751-4a6a-9f1d-7984495c1028,3537,2,00:47:01.479,92,1,42,Ball Receipt*,170,217,Barcelona,2,From Corner,217,Barcelona,,,b0514a77-c298-4169-829d-21fdcbc04851,5211.0,Jordi Alba Ramos,6.0,Left Back,68.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
308c07f7-cab9-4a75-a0d4-0dded7d66099,3538,2,00:47:01.479,92,1,43,Carry,170,217,Barcelona,2,From Corner,217,Barcelona,0.2813,,1214b9f2-d751-4a6a-9f1d-7984495c1028,5211.0,Jordi Alba Ramos,6.0,Left Back,68.9,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,efa9d4a7-dd88-4d53-94d4-7a77cdbea6c6,,67.7,2.2,,,,,,,,,,,,,,,,,,,,,,,
efa9d4a7-dd88-4d53-94d4-7a77cdbea6c6,3539,2,00:47:01.761,92,1,30,Pass,170,217,Barcelona,2,From Corner,217,Barcelona,1.959596,,,5211.0,Jordi Alba Ramos,6.0,Left Back,67.7,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,20.20099,-3.131692,1.0,Ground Pass,47.5,2.0,38.0,Left Foot,,,,,,,
9b1ef0bb-7475-4016-98ba-d304967c5cb4,3540,2,00:47:04.885,92,4,34,Half End,170,217,Barcelona,2,From Corner,217,Barcelona,0.0,,b8e73aae-760e-4bc3-8d20-09fd4b16a598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8e73aae-760e-4bc3-8d20-09fd4b16a598,3541,2,00:47:04.885,92,4,34,Half End,170,217,Barcelona,2,From Corner,209,Celta Vigo,0.0,,9b1ef0bb-7475-4016-98ba-d304967c5cb4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
