id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,counterpress,duel,ball_receipt,out,ball_recovery,clearance,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,interception,block,foul_committed,foul_won,bad_behaviour,substitution,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events,pass_outcome_id,pass_outcome_name,foul_won_defensive,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,related_events_3,location,bad_behaviour_card_id,bad_behaviour_card_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,interception_outcome_id,interception_outcome_name,pass_aerial_won,pass_cross,pass_switch,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,clearance_head,pass_outswinging,pass_technique_id,pass_technique_name,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_deflected,block_deflection,ball_recovery_recovery_failure,pass_inswinging,foul_committed_type_id,foul_committed_type_name,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,block_offensive,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,player,position
353f930a-1421-4456-a2a9-3ab2b9ae5b42,2816,2,00:39:14.432,84,14,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,1.526589,,6455ae2a-9914-4e60-88e0-26be1a8aa17f,,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,71.4,30.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,25.111353,-1.0126191,1.0,Ground Pass,84.7,8.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6455ae2a-9914-4e60-88e0-26be1a8aa17f,2817,2,00:39:15.958,84,15,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,353f930a-1421-4456-a2a9-3ab2b9ae5b42,,5211.0,Jordi Alba Ramos,6.0,Left Back,84.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f23ca01-cc36-4cc0-af0a-1ba7e661bb24,2818,2,00:39:15.958,84,15,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,2.739642,,62ee40e2-a211-4368-847a-b759456033b0,,5211.0,Jordi Alba Ramos,6.0,Left Back,84.7,8.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6455ae2a-9914-4e60-88e0-26be1a8aa17f,,90.2,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
62ee40e2-a211-4368-847a-b759456033b0,2819,2,00:39:18.698,84,18,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,1.008776,,9a3c0cac-a53d-4ef1-90f0-8e246f7707b5,,5211.0,Jordi Alba Ramos,6.0,Left Back,90.2,20.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,13.206059,3.1112988,1.0,Ground Pass,77.0,20.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a3c0cac-a53d-4ef1-90f0-8e246f7707b5,2820,2,00:39:19.707,84,19,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,62ee40e2-a211-4368-847a-b759456033b0,,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,77.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fa280d8e-6b31-43d9-983d-7a06e4834827,2821,2,00:39:19.707,84,19,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,0.879397,,1461f53b-f8e8-4365-88c5-84822afb9cf2,,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,77.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a3c0cac-a53d-4ef1-90f0-8e246f7707b5,,77.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1461f53b-f8e8-4365-88c5-84822afb9cf2,2822,2,00:39:20.586,84,20,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,2.446479,,63dd2f5b-f5a9-41c9-8fa7-017b60365453,,5506.0,Javier Alejandro Mascherano,5.0,Left Center Back,77.0,20.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,28.676994,1.6440914,1.0,Ground Pass,74.9,49.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63dd2f5b-f5a9-41c9-8fa7-017b60365453,2823,2,00:39:23.032,84,23,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,1461f53b-f8e8-4365-88c5-84822afb9cf2,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,74.9,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b729db9-a544-402f-8a06-fdacd71c075b,2824,2,00:39:23.032,84,23,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,1.071048,,63dd2f5b-f5a9-41c9-8fa7-017b60365453,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,74.9,49.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87e352d4-0204-4243-8cfb-9f18970dfd6f,,77.9,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87e352d4-0204-4243-8cfb-9f18970dfd6f,2825,2,00:39:24.103,84,24,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,2.192758,,496fe0b6-294a-4971-978c-8430b2777a72,,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,77.9,52.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,33.209938,0.5621103,3.0,High Pass,106.0,69.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4a97b08-f56e-4857-b973-0a722a3ce70d,2826,2,00:39:26.027,84,26,17,Pressure,201,217,Barcelona,1,Regular Play,213,Sevilla,6.225313,,496fe0b6-294a-4971-978c-8430b2777a72,,23816.0,José Antonio Reyes Calderón,19.0,Center Attacking Midfield,17.7,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab9cffa2-b737-4e00-ba6a-9beab3c6c562,bd00b513-a760-4396-9048-6596f7531012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
496fe0b6-294a-4971-978c-8430b2777a72,2827,2,00:39:26.296,84,26,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,87e352d4-0204-4243-8cfb-9f18970dfd6f,,5470.0,Ivan Rakitić,13.0,Right Center Midfield,106.0,69.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,a4a97b08-f56e-4857-b973-0a722a3ce70d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ab9cffa2-b737-4e00-ba6a-9beab3c6c562,2828,2,00:39:26.296,84,26,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,5.889189,,496fe0b6-294a-4971-978c-8430b2777a72,,5470.0,Ivan Rakitić,13.0,Right Center Midfield,106.0,69.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,a4a97b08-f56e-4857-b973-0a722a3ce70d,bd00b513-a760-4396-9048-6596f7531012,111.6,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd00b513-a760-4396-9048-6596f7531012,2829,2,00:39:32.185,84,32,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,1.627795,,83d02a8a-c503-45f7-93fb-d4932b865c20,,5470.0,Ivan Rakitić,13.0,Right Center Midfield,111.6,77.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,a4a97b08-f56e-4857-b973-0a722a3ce70d,,,,4324.0,Daniel Alves da Silva,11.029053,-3.068993,1.0,Ground Pass,100.6,76.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83d02a8a-c503-45f7-93fb-d4932b865c20,2830,2,00:39:33.813,84,33,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,bd00b513-a760-4396-9048-6596f7531012,,4324.0,Daniel Alves da Silva,2.0,Right Back,100.6,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
606a67b7-a19c-44fa-a665-1663475df842,2831,2,00:39:33.813,84,33,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,1.720857,,83d02a8a-c503-45f7-93fb-d4932b865c20,,4324.0,Daniel Alves da Silva,2.0,Right Back,100.6,76.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c718bc3f-f33c-4139-9715-47a998bc5b25,,100.6,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c718bc3f-f33c-4139-9715-47a998bc5b25,2832,2,00:39:35.534,84,35,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,0.924732,,2ec55c71-6865-4962-a8ee-827291e2aa7f,,4324.0,Daniel Alves da Silva,2.0,Right Back,100.6,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3508.0,Sandro Ramírez Castillo,16.079802,-1.4711276,1.0,Ground Pass,102.2,60.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2ec55c71-6865-4962-a8ee-827291e2aa7f,2833,2,00:39:36.459,84,36,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,c718bc3f-f33c-4139-9715-47a998bc5b25,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,102.2,60.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc889f22-b643-4b91-a5a3-b798bd46a54a,2834,2,00:39:36.459,84,36,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,1.627359,,de16de3b-0f21-4c08-856c-4247f953db55,,3508.0,Sandro Ramírez Castillo,17.0,Right Wing,99.7,59.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,14.705441,-3.1143885,1.0,Ground Pass,85.0,59.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
de16de3b-0f21-4c08-856c-4247f953db55,2835,2,00:39:38.086,84,38,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,cc889f22-b643-4b91-a5a3-b798bd46a54a,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,85.0,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63b4daae-549a-4892-8bda-815e8d53a2c1,2836,2,00:39:38.086,84,38,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,0.916693,,d4765ad9-8af9-4e8c-b288-5a31925032ac,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,85.0,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,de16de3b-0f21-4c08-856c-4247f953db55,,85.0,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d4765ad9-8af9-4e8c-b288-5a31925032ac,2837,2,00:39:39.003,84,39,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,1.417344,,ca0022b4-00b7-4ffd-ab65-a014a83f8052,,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,85.0,59.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6379.0,Sergi Roberto Carnicer,15.906288,-1.2510338,1.0,Ground Pass,90.0,44.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca0022b4-00b7-4ffd-ab65-a014a83f8052,2838,2,00:39:40.420,84,40,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,d4765ad9-8af9-4e8c-b288-5a31925032ac,,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,90.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0d0a972-1c60-4713-9528-cdb7fa74003b,2839,2,00:39:40.420,84,40,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,1.59564,,ca0022b4-00b7-4ffd-ab65-a014a83f8052,,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,90.0,44.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e826e83b-8d2f-459d-ad11-0266515eb45e,,83.7,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e826e83b-8d2f-459d-ad11-0266515eb45e,2840,2,00:39:42.016,84,42,30,Pass,201,217,Barcelona,1,Regular Play,217,Barcelona,0.696881,,fb2d89f0-6794-4cbd-af4f-6d7853af15fd,,6379.0,Sergi Roberto Carnicer,15.0,Left Center Midfield,83.7,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,12.587692,-0.8923333,1.0,Ground Pass,91.6,33.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb2d89f0-6794-4cbd-af4f-6d7853af15fd,2841,2,00:39:42.713,84,42,42,Ball Receipt*,201,217,Barcelona,1,Regular Play,217,Barcelona,,,e826e83b-8d2f-459d-ad11-0266515eb45e,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,91.6,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4fb2ff38-72ba-4b1c-817e-561d26050df2,2842,2,00:39:42.713,84,42,43,Carry,201,217,Barcelona,1,Regular Play,217,Barcelona,0.429067,,5662b7c2-960f-425a-8c5d-b5df226a5f65,,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,91.6,33.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,83390436-9c11-4440-8d43-0aacf4eeb511,fb2d89f0-6794-4cbd-af4f-6d7853af15fd,90.8,33.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
