id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,clearance,out,ball_receipt,interception,dribble,counterpress,duel,ball_recovery,foul_won,block,foul_committed,injury_stoppage,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,dribble_outcome_id,dribble_outcome_name,pass_switch,duel_type_id,duel_type_name,pass_aerial_won,related_events_3,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_aerial_won,clearance_head,clearance_body_part_id,clearance_body_part_name,pass_miscommunication,block_offensive,duel_outcome_id,duel_outcome_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_left_foot,foul_won_defensive,ball_recovery_recovery_failure,clearance_right_foot,foul_committed_advantage,foul_won_advantage,block_deflection
99583b73-12ba-4ff7-99b4-54a1ca1a7650,117,1,00:03:40.712,3,40,17,Pressure,10,217,Barcelona,1,Regular Play,223,Málaga,2.105073,,b7021fff-e77c-4486-a20d-57559ff80dae,8419,Duje Čop,24,Left Center Forward,92.3,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c91af1be-a9c4-4b42-937d-54e7f126ef86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7021fff-e77c-4486-a20d-57559ff80dae,118,1,00:03:40.819,3,40,42,Ball Receipt*,10,217,Barcelona,1,Regular Play,217,Barcelona,,,99583b73-12ba-4ff7-99b4-54a1ca1a7650,5216,Andrés Iniesta Luján,15,Left Center Midfield,30.4,37.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a72c108b-0185-4a05-ad04-ee299458e933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c91af1be-a9c4-4b42-937d-54e7f126ef86,119,1,00:03:40.819,3,40,43,Carry,10,217,Barcelona,1,Regular Play,217,Barcelona,2.178955,,901dce53-f880-456f-b296-e25f656e1932,5216,Andrés Iniesta Luján,15,Left Center Midfield,30.4,37.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99583b73-12ba-4ff7-99b4-54a1ca1a7650,31.8,31.5,b7021fff-e77c-4486-a20d-57559ff80dae,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
901dce53-f880-456f-b296-e25f656e1932,120,1,00:03:42.998,3,42,30,Pass,10,217,Barcelona,1,Regular Play,217,Barcelona,1.350214,,5b346e95-9178-4c17-9dc9-61c57a1471c1,5216,Andrés Iniesta Luján,15,Left Center Midfield,31.8,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,19.775236,-0.9870013,1.0,Ground Pass,42.7,15.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b346e95-9178-4c17-9dc9-61c57a1471c1,121,1,00:03:44.348,3,44,42,Ball Receipt*,10,217,Barcelona,1,Regular Play,217,Barcelona,,,901dce53-f880-456f-b296-e25f656e1932,22102,Adriano Correia Claro,6,Left Back,42.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0454d99e-efd9-44fc-9a74-58bcdd1a8098,122,1,00:03:44.348,3,44,43,Carry,10,217,Barcelona,1,Regular Play,217,Barcelona,1.277237,,285d3eb4-6955-4e0d-993b-1d4f4b9af060,22102,Adriano Correia Claro,6,Left Back,42.7,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b346e95-9178-4c17-9dc9-61c57a1471c1,51.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285d3eb4-6955-4e0d-993b-1d4f4b9af060,123,1,00:03:45.625,3,45,30,Pass,10,217,Barcelona,1,Regular Play,217,Barcelona,0.610122,,a6347b81-dec3-4f60-bb23-ef5fed6c1a05,22102,Adriano Correia Claro,6,Left Back,51.7,9.8,,,,,,,,,,,,,,,,,,,,,,,,,,,6616.0,Munir El Haddadi Mohamed,14.618482,-0.35636875,1.0,Ground Pass,65.4,4.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6347b81-dec3-4f60-bb23-ef5fed6c1a05,124,1,00:03:46.235,3,46,42,Ball Receipt*,10,217,Barcelona,1,Regular Play,217,Barcelona,,,285d3eb4-6955-4e0d-993b-1d4f4b9af060,6616,Munir El Haddadi Mohamed,21,Left Wing,65.4,4.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dbd8955-1b05-4843-bcc9-366e807c8f38,125,1,00:03:46.235,3,46,43,Carry,10,217,Barcelona,1,Regular Play,217,Barcelona,1.40389,,6437c7ff-95bf-4784-a333-15d25e1702b3,6616,Munir El Haddadi Mohamed,21,Left Wing,65.4,4.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a6c204e-a895-48a8-b59d-1fd26f43f7cb,65.4,4.7,a6347b81-dec3-4f60-bb23-ef5fed6c1a05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6437c7ff-95bf-4784-a333-15d25e1702b3,126,1,00:03:46.756,3,46,17,Pressure,10,217,Barcelona,1,Regular Play,223,Málaga,0.494053,,9dbd8955-1b05-4843-bcc9-366e807c8f38,6569,Roberto José Rosales Altuve,2,Right Back,50.4,73.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a6c204e-a895-48a8-b59d-1fd26f43f7cb,127,1,00:03:47.639,3,47,14,Dribble,10,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,79e7e969-9112-45c5-bcdd-fb79c540e019,6616,Munir El Haddadi Mohamed,21,Left Wing,65.4,4.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,
8a16eda5-0375-4165-b0f0-b6f20e8f4e98,147,1,00:04:36.981,4,36,30,Pass,12,217,Barcelona,7,From Goal Kick,217,Barcelona,1.445478,,568f5851-b240-4649-9709-116489a79971,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,7.0,36.1,,,,True,,,,,,,,,,,,,,,,,,,,,,,22102.0,Adriano Correia Claro,34.308308,-0.9803685,1.0,Ground Pass,26.1,7.6,40.0,Right Foot,63.0,Goal Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
568f5851-b240-4649-9709-116489a79971,148,1,00:04:38.426,4,38,42,Ball Receipt*,12,217,Barcelona,7,From Goal Kick,217,Barcelona,,,8a16eda5-0375-4165-b0f0-b6f20e8f4e98,22102,Adriano Correia Claro,6,Left Back,26.1,7.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75a7ee3f-d7a9-4fe6-9daa-47c8c6f5cde6,149,1,00:04:41.441,4,41,22,Foul Committed,12,217,Barcelona,7,From Goal Kick,223,Málaga,0.0,,25f21a54-d7a1-48d7-a700-14c11dd04492,6707,Charles Días Barbosa de Oliveira,22,Right Center Forward,78.0,71.7,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25f21a54-d7a1-48d7-a700-14c11dd04492,150,1,00:04:41.441,4,41,21,Foul Won,12,217,Barcelona,7,From Goal Kick,217,Barcelona,0.0,,75a7ee3f-d7a9-4fe6-9daa-47c8c6f5cde6,22102,Adriano Correia Claro,6,Left Back,42.1,8.4,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9423eefc-339a-416e-ac47-68c1fbdd75b2,151,1,00:04:48.301,4,48,30,Pass,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.242092,,fdf9a75c-cd4d-4790-befd-7afd2f862487,22102,Adriano Correia Claro,6,Left Back,42.1,8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,29.372437,2.5450916,1.0,Ground Pass,17.8,24.9,38.0,Left Foot,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdf9a75c-cd4d-4790-befd-7afd2f862487,152,1,00:04:49.543,4,49,42,Ball Receipt*,13,217,Barcelona,3,From Free Kick,217,Barcelona,,,9423eefc-339a-416e-ac47-68c1fbdd75b2,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,17.8,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2f4dc96f-0182-43f6-9465-d0575de98a2e,153,1,00:04:49.543,4,49,43,Carry,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.209962,,1591baf2-3ae7-4d44-ba2a-da94ac604e10,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,17.8,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fdf9a75c-cd4d-4790-befd-7afd2f862487,18.2,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1591baf2-3ae7-4d44-ba2a-da94ac604e10,154,1,00:04:50.753,4,50,30,Pass,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.115936,,b91013af-6d83-49ef-8ec6-d7e481242247,4691,Claudio Andrés Bravo Muñoz,1,Goalkeeper,18.2,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,16.219742,1.5214537,1.0,Ground Pass,19.0,41.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b91013af-6d83-49ef-8ec6-d7e481242247,155,1,00:04:51.869,4,51,42,Ball Receipt*,13,217,Barcelona,3,From Free Kick,217,Barcelona,,,1591baf2-3ae7-4d44-ba2a-da94ac604e10,5506,Javier Alejandro Mascherano,3,Right Center Back,19.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c5d2f9f6-c16f-45c2-ae75-95e3b84f7cbc,156,1,00:04:51.869,4,51,43,Carry,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.296256,,5631205a-feeb-4737-a383-ce55df226316,5506,Javier Alejandro Mascherano,3,Right Center Back,19.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b91013af-6d83-49ef-8ec6-d7e481242247,19.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5631205a-feeb-4737-a383-ce55df226316,157,1,00:04:53.165,4,53,30,Pass,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.361417,,b8efebe5-a390-4345-816b-1eec3a0e7e52,5506,Javier Alejandro Mascherano,3,Right Center Back,19.0,41.1,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,36.797962,1.2155243,1.0,Ground Pass,31.8,75.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8efebe5-a390-4345-816b-1eec3a0e7e52,158,1,00:04:54.526,4,54,42,Ball Receipt*,13,217,Barcelona,3,From Free Kick,217,Barcelona,,,5631205a-feeb-4737-a383-ce55df226316,6400,Aleix Vidal Parreu,2,Right Back,31.8,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e7ff2df4-7b47-43b0-acdb-ceb1315009f8,159,1,00:04:54.526,4,54,43,Carry,13,217,Barcelona,3,From Free Kick,217,Barcelona,4.261753,,56cf6b14-79cb-46de-950b-f4f419241445,6400,Aleix Vidal Parreu,2,Right Back,31.8,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b8efebe5-a390-4345-816b-1eec3a0e7e52,31.8,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56cf6b14-79cb-46de-950b-f4f419241445,160,1,00:04:58.788,4,58,30,Pass,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.735926,,27e7135d-e3ca-428d-abd0-4a4c71f8e622,6400,Aleix Vidal Parreu,2,Right Back,31.8,75.6,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,16.3487,-1.7057731,1.0,Ground Pass,29.6,59.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27e7135d-e3ca-428d-abd0-4a4c71f8e622,161,1,00:05:00.524,5,0,42,Ball Receipt*,13,217,Barcelona,3,From Free Kick,217,Barcelona,,,56cf6b14-79cb-46de-950b-f4f419241445,5506,Javier Alejandro Mascherano,3,Right Center Back,29.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed9362bb-1836-41eb-a663-60c417c3f3ba,162,1,00:05:00.524,5,0,43,Carry,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.488088,,27e7135d-e3ca-428d-abd0-4a4c71f8e622,5506,Javier Alejandro Mascherano,3,Right Center Back,29.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cff09bf4-e20b-42fe-97a7-868d71d29027,29.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cff09bf4-e20b-42fe-97a7-868d71d29027,163,1,00:05:02.012,5,2,30,Pass,13,217,Barcelona,3,From Free Kick,217,Barcelona,1.69267,,f2dd089b-aab0-434a-af1f-9f904e451646,5506,Javier Alejandro Mascherano,3,Right Center Back,29.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,6332.0,Thomas Vermaelen,41.73368,-1.7710115,1.0,Ground Pass,21.3,18.5,40.0,Right Foot,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,
