id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,dribble,duel,shot,goalkeeper,off_camera,clearance,foul_committed,counterpress,ball_recovery,interception,foul_won,out,bad_behaviour,block,substitution,miscontrol,related_events_0,related_events_1,carry_end_location_0,carry_end_location_1,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_outcome_id,pass_outcome_name,location,pass_recipient_id,pass_recipient_name,pass_switch,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,foul_committed_type_id,foul_committed_type_name,pass_type_id,pass_type_name,dribble_outcome_id,dribble_outcome_name,clearance_head,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,interception_outcome_id,interception_outcome_name,pass_aerial_won,pass_through_ball,pass_technique_id,pass_technique_name,pass_cross,clearance_left_foot,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,foul_committed_card_id,foul_committed_card_name,shot_first_time
5dc98b8f-345b-4caf-8528-c1b3c254e066,64,1,00:02:35.361,2,35,30,Pass,5,217,Barcelona,1,Regular Play,217,Barcelona,0.884858,,,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,67.8,73.4,,,,,,,,,,,,,,,,,,,,,82a1d7e1-dbb8-4142-94df-6d3166438632,,,,6.3631754,2.0977395,1.0,Ground Pass,64.6,78.9,38.0,Left Foot,,,,6379.0,Sergi Roberto Carnicer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82a1d7e1-dbb8-4142-94df-6d3166438632,65,1,00:02:36.246,2,36,42,Ball Receipt*,5,217,Barcelona,1,Regular Play,217,Barcelona,,,,6379,Sergi Roberto Carnicer,2,Right Back,64.6,78.9,,,,,,,,,,,,,,,,,,,,,5dc98b8f-345b-4caf-8528-c1b3c254e066,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beee38b6-7c7f-4c07-b8fa-753e1bc24cb3,66,1,00:02:36.246,2,36,43,Carry,5,217,Barcelona,1,Regular Play,217,Barcelona,1.309829,,,6379,Sergi Roberto Carnicer,2,Right Back,64.6,78.9,,,,,,,,,,,,,,,,,,,,,00ce345e-7bb3-4463-989d-83e7e4aca894,82a1d7e1-dbb8-4142-94df-6d3166438632,64.6,78.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00ce345e-7bb3-4463-989d-83e7e4aca894,67,1,00:02:37.556,2,37,30,Pass,5,217,Barcelona,1,Regular Play,217,Barcelona,1.255529,,,6379,Sergi Roberto Carnicer,2,Right Back,64.6,78.9,,,,,,,,,,,,,,,,,,,,,cc9b290b-a1e8-4341-bc43-bc4154d558c0,,,,22.332264,-3.087833,1.0,Ground Pass,42.3,77.7,40.0,Right Foot,,,,5213.0,Gerard Piqué Bernabéu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cc9b290b-a1e8-4341-bc43-bc4154d558c0,68,1,00:02:38.811,2,38,42,Ball Receipt*,5,217,Barcelona,1,Regular Play,217,Barcelona,,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,42.3,77.7,,,,,,,,,,,,,,,,,,,,,00ce345e-7bb3-4463-989d-83e7e4aca894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95ff817c-8196-427a-a210-5e28618d0c50,69,1,00:02:38.811,2,38,43,Carry,5,217,Barcelona,1,Regular Play,217,Barcelona,0.440472,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,42.3,77.7,,,,,,,,,,,,,,,,,,,,,9ea9d148-8455-4950-9f47-7a4c8e4c81b1,cc9b290b-a1e8-4341-bc43-bc4154d558c0,42.3,77.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9ea9d148-8455-4950-9f47-7a4c8e4c81b1,70,1,00:02:39.252,2,39,30,Pass,5,217,Barcelona,1,Regular Play,217,Barcelona,1.779358,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,42.3,77.7,,,,,,,,,,,,,,,,,,,,,b6358076-ccac-474e-bcab-12fc0880525b,,,,18.189283,-1.8664658,1.0,Ground Pass,37.0,60.3,40.0,Right Foot,,,,5203.0,Sergio Busquets i Burgos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6358076-ccac-474e-bcab-12fc0880525b,71,1,00:02:41.031,2,41,42,Ball Receipt*,5,217,Barcelona,1,Regular Play,217,Barcelona,,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,37.0,60.3,,,,,,,,,,,,,,,,,,,,,9ea9d148-8455-4950-9f47-7a4c8e4c81b1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f378dd4-524a-4ff7-9fab-6365be4633a2,72,1,00:02:41.031,2,41,43,Carry,5,217,Barcelona,1,Regular Play,217,Barcelona,3.30032,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,37.0,60.3,,,,,,,,,,,,,,,,,,,,,566cc622-9b1c-47b2-b3ff-ce468df2d20c,b6358076-ccac-474e-bcab-12fc0880525b,47.4,52.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
566cc622-9b1c-47b2-b3ff-ce468df2d20c,73,1,00:02:44.331,2,44,30,Pass,5,217,Barcelona,1,Regular Play,217,Barcelona,2.291567,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,47.4,52.4,,,,,,,,,,,,,,,,,,,,,b90bce25-8672-48d9-b494-2c40930b1480,,,,48.30538,-1.2222022,3.0,High Pass,63.9,7.0,40.0,Right Foot,,,,5211.0,Jordi Alba Ramos,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
