id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,counterpress,duel,ball_receipt,block,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,dribble,clearance,shot,interception,foul_won,off_camera,ball_recovery,foul_committed,50_50,substitution,bad_behaviour,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,goalkeeper,related_events,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,foul_committed_advantage,foul_won_advantage,related_events_3,related_events_4,related_events_5,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,pass_type_id,pass_type_name,pass_through_ball,pass_technique_id,pass_technique_name,clearance_other,clearance_body_part_id,clearance_body_part_name,foul_committed_type_id,foul_committed_type_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,dribble_overrun,pass_switch,pass_cross,clearance_head,pass_aerial_won,clearance_left_foot,clearance_right_foot,pass_assisted_shot_id,pass_goal_assist,shot_key_pass_id
e8a33b2a-fcf6-41e3-81d5-cb41ccc41c2c,710,1,00:22:39.901,22,39,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,3b868706-70b4-4400-974e-d2052f32787a,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.9,41.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f984eb6c-3fe1-495f-8f71-abdf987193c1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9fdce2d7-1ad5-48c2-9490-a54d4fd03b5d,711,1,00:22:39.901,22,39,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,0.36146,,013c22b0-fc5a-4c45-84df-d6a8edd9b053,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.9,41.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246b0619-20a3-4528-a763-c5f03f4dc941,3b868706-70b4-4400-974e-d2052f32787a,55.7,41.4,,,e8a33b2a-fcf6-41e3-81d5-cb41ccc41c2c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246b0619-20a3-4528-a763-c5f03f4dc941,712,1,00:22:40.263,22,40,39,Dribbled Past,40,217,Barcelona,1,Regular Play,1049,Granada,0.0,,013c22b0-fc5a-4c45-84df-d6a8edd9b053,3292,Abdoulaye Doucouré,9,Right Defensive Midfield,64.4,38.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fdce2d7-1ad5-48c2-9490-a54d4fd03b5d,edc2e3cc-a991-4236-8946-f836c4755f27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
013c22b0-fc5a-4c45-84df-d6a8edd9b053,713,1,00:22:40.263,22,40,14,Dribble,40,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,246b0619-20a3-4528-a763-c5f03f4dc941,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.7,41.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b868706-70b4-4400-974e-d2052f32787a,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edc2e3cc-a991-4236-8946-f836c4755f27,714,1,00:22:40.263,22,40,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,2.061,,013c22b0-fc5a-4c45-84df-d6a8edd9b053,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,55.7,41.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,246b0619-20a3-4528-a763-c5f03f4dc941,257dfab3-8c04-4126-b028-61d504c7d292,52.7,36.4,,,3b868706-70b4-4400-974e-d2052f32787a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257dfab3-8c04-4126-b028-61d504c7d292,715,1,00:22:42.324,22,42,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,2.052866,,1a6b7399-c453-434a-93de-660f0f9d2c41,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,52.7,36.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,37.986973,-0.5390651,3.0,High Pass,85.3,16.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1a6b7399-c453-434a-93de-660f0f9d2c41,716,1,00:22:44.377,22,44,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,257dfab3-8c04-4126-b028-61d504c7d292,4320,Neymar da Silva Santos Junior,21,Left Wing,85.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76650d9e-5d43-4296-adac-af0a5e1bb880,717,1,00:22:44.377,22,44,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,1.720334,,0d088a33-e773-4f0e-8143-a3ed8bfcd88a,4320,Neymar da Silva Santos Junior,21,Left Wing,85.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1a6b7399-c453-434a-93de-660f0f9d2c41,,90.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0d088a33-e773-4f0e-8143-a3ed8bfcd88a,718,1,00:22:46.097,22,46,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.3147,,6925d9df-d8a1-4da7-8e00-17eec19fffa7,4320,Neymar da Silva Santos Junior,21,Left Wing,90.0,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3908d94-e98c-48c0-8a5f-86c2f65977f7,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,6.2968245,1.0004131,2.0,Low Pass,93.4,26.2,40.0,Right Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3908d94-e98c-48c0-8a5f-86c2f65977f7,719,1,00:22:46.412,22,46,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,0d088a33-e773-4f0e-8143-a3ed8bfcd88a,5246,Luis Alberto Suárez Díaz,23,Center Forward,98.0,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6925d9df-d8a1-4da7-8e00-17eec19fffa7,720,1,00:22:46.412,22,46,6,Block,40,217,Barcelona,1,Regular Play,1049,Granada,0.0,,0d088a33-e773-4f0e-8143-a3ed8bfcd88a,6702,David Rodríguez Lombán,2,Right Back,26.7,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
