id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block,ball_recovery,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_other,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_aerial_won,clearance_head,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_assisted_shot_id,pass_goal_assist,shot_end_location_2,shot_key_pass_id,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
2086a268-7c6c-475f-9ea7-20e4b7bb2f8b,2589,2,00:27:53.962,72,53,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,2.391046,,b2977044-2a6c-49be-b3a1-7296b128d2e8,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,46.8,48.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,45.122055,-1.3473197,2.0,Low Pass,56.8,4.3,40.0,Right Foot,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2977044-2a6c-49be-b3a1-7296b128d2e8,2590,2,00:27:56.353,72,56,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,2086a268-7c6c-475f-9ea7-20e4b7bb2f8b,10609.0,Jérémy Mathieu,6.0,Left Back,56.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e23dc7ee-a3f8-408f-af82-0fbc717d7f4f,2591,2,00:27:56.353,72,56,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.670457,,b2977044-2a6c-49be-b3a1-7296b128d2e8,10609.0,Jérémy Mathieu,6.0,Left Back,56.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6ba5f74-d481-4b51-bc32-78d6940e5a2c,56.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6ba5f74-d481-4b51-bc32-78d6940e5a2c,2592,2,00:27:58.023,72,58,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.307822,,1c3aec3b-e902-4bc9-bf3c-681051551a73,10609.0,Jérémy Mathieu,6.0,Left Back,56.8,4.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,9.15478,-0.10945095,1.0,Ground Pass,65.9,3.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1c3aec3b-e902-4bc9-bf3c-681051551a73,2593,2,00:27:59.331,72,59,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,b6ba5f74-d481-4b51-bc32-78d6940e5a2c,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,65.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48cab01f-3236-4de5-a7df-e14b4fcac2a0,2594,2,00:27:59.331,72,59,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,2.220754,,02486922-773e-4e09-9f54-df4022b34b93,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,65.9,3.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c3aec3b-e902-4bc9-bf3c-681051551a73,77.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02486922-773e-4e09-9f54-df4022b34b93,2595,2,00:28:01.552,73,1,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.816521,,b353d3bb-3c78-4352-8a7c-f6f9b13821bd,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,77.2,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,15.9906225,3.035079,1.0,Ground Pass,61.3,5.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b353d3bb-3c78-4352-8a7c-f6f9b13821bd,2596,2,00:28:03.368,73,3,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,02486922-773e-4e09-9f54-df4022b34b93,10609.0,Jérémy Mathieu,6.0,Left Back,61.3,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21431268-3102-413d-b5cb-3a0839d5e836,2597,2,00:28:03.368,73,3,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.0786,,7f201dac-5d26-46d0-8eb0-3499f312ae3a,10609.0,Jérémy Mathieu,6.0,Left Back,61.3,5.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,12.3878975,2.030834,1.0,Ground Pass,55.8,16.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f201dac-5d26-46d0-8eb0-3499f312ae3a,2598,2,00:28:04.447,73,4,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,21431268-3102-413d-b5cb-3a0839d5e836,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,55.8,16.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6e148c2b-550e-450c-bca8-43ee9c18e9d2,2599,2,00:28:04.447,73,4,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,0.927685,,2787165e-62df-4886-b428-6cdb029517e5,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,55.8,16.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77a729e6-493e-44c1-80c7-ee127a450140,56.0,19.1,,7f201dac-5d26-46d0-8eb0-3499f312ae3a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2787165e-62df-4886-b428-6cdb029517e5,2600,2,00:28:05.220,73,5,17,Pressure,151,217,Barcelona,7,From Goal Kick,360,Rayo Vallecano,0.481037,,6e148c2b-550e-450c-bca8-43ee9c18e9d2,26848.0,Roberto Trashorras Gayoso,15.0,Left Center Midfield,64.1,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77a729e6-493e-44c1-80c7-ee127a450140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77a729e6-493e-44c1-80c7-ee127a450140,2601,2,00:28:05.374,73,5,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,0.790047,,2787165e-62df-4886-b428-6cdb029517e5,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.0,19.1,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,10.822661,0.6213236,1.0,Ground Pass,64.8,25.4,40.0,Right Foot,,,7c1d7643-7ba7-41f3-8703-b958bc897bf2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c1d7643-7ba7-41f3-8703-b958bc897bf2,2602,2,00:28:06.165,73,6,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,77a729e6-493e-44c1-80c7-ee127a450140,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,64.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52fe3335-c4e3-4ade-bd7b-3dc755a55051,2603,2,00:28:06.165,73,6,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,0.095805004,,7c1d7643-7ba7-41f3-8703-b958bc897bf2,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,64.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cefe3134-511f-4e7a-8829-71fb1e3261d6,64.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cefe3134-511f-4e7a-8829-71fb1e3261d6,2604,2,00:28:06.260,73,6,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.046063,,e53934ac-b88b-4cbf-a250-c73a615c545a,5216.0,Andrés Iniesta Luján,13.0,Right Center Midfield,64.8,25.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5203.0,Sergio Busquets i Burgos,8.856636,3.0284417,1.0,Ground Pass,56.0,26.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e53934ac-b88b-4cbf-a250-c73a615c545a,2605,2,00:28:07.306,73,7,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,cefe3134-511f-4e7a-8829-71fb1e3261d6,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541e686-0156-44e4-971c-1b3f6321104c,2606,2,00:28:07.306,73,7,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.88,,05ea3537-eaf4-4a44-83bd-fcf58a66e349,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.0,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e53934ac-b88b-4cbf-a250-c73a615c545a,56.8,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05ea3537-eaf4-4a44-83bd-fcf58a66e349,2607,2,00:28:09.186,73,9,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,5.261461,,4ecb0cb6-2b8f-4498-97a5-783795cceee4,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,56.8,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,69.72668,0.55935943,3.0,High Pass,115.9,69.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4ecb0cb6-2b8f-4498-97a5-783795cceee4,2608,2,00:28:14.448,73,14,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,05ea3537-eaf4-4a44-83bd-fcf58a66e349,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,115.9,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2739502a-1284-48d3-925c-e63ad1a099b4,2609,2,00:28:14.448,73,14,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,2.813815,,4ecb0cb6-2b8f-4498-97a5-783795cceee4,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,115.9,69.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d5459655-e087-4db2-97ca-1b0989898cd5,109.4,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d5459655-e087-4db2-97ca-1b0989898cd5,2610,2,00:28:17.262,73,17,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.784224,,bfc06359-faa5-46b6-954c-24025398b406,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,109.4,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,20.365166,-2.34925,1.0,Ground Pass,95.1,59.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bfc06359-faa5-46b6-954c-24025398b406,2611,2,00:28:19.046,73,19,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,d5459655-e087-4db2-97ca-1b0989898cd5,11094.0,Arda Turan,15.0,Left Center Midfield,95.1,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
edbf711b-44d0-4a89-9cac-792f5ab135ef,2612,2,00:28:19.046,73,19,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,2.509573,,91fb83f2-f4fc-4723-b289-1f0e6ddc0cde,11094.0,Arda Turan,15.0,Left Center Midfield,95.1,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfc06359-faa5-46b6-954c-24025398b406,95.3,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91fb83f2-f4fc-4723-b289-1f0e6ddc0cde,2613,2,00:28:21.555,73,21,30,Pass,151,217,Barcelona,7,From Goal Kick,217,Barcelona,1.541002,,3e40ae92-bfeb-4d94-b6bf-f27bc90fc179,11094.0,Arda Turan,15.0,Left Center Midfield,95.3,57.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6400.0,Aleix Vidal Parreu,13.283448,1.0936816,1.0,Ground Pass,101.4,69.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3e40ae92-bfeb-4d94-b6bf-f27bc90fc179,2614,2,00:28:23.096,73,23,42,Ball Receipt*,151,217,Barcelona,7,From Goal Kick,217,Barcelona,,,91fb83f2-f4fc-4723-b289-1f0e6ddc0cde,6400.0,Aleix Vidal Parreu,2.0,Right Back,101.4,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c6b3a09-e9e4-4bcc-a8c6-6c79adeaf749,2615,2,00:28:23.096,73,23,43,Carry,151,217,Barcelona,7,From Goal Kick,217,Barcelona,0.800025,,2b4a0b50-ae60-435d-b9f2-a44257517a9e,6400.0,Aleix Vidal Parreu,2.0,Right Back,101.4,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e40ae92-bfeb-4d94-b6bf-f27bc90fc179,102.0,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
