id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,ball_receipt,off_camera,duel,clearance,counterpress,dribble,foul_committed,foul_won,interception,shot,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,block,ball_recovery,substitution,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,carry_end_location_0,carry_end_location_1,pass_switch,related_events_2,pass_cross,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_other,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,foul_committed_card_id,foul_committed_card_name,foul_won_defensive,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,pass_aerial_won,clearance_head,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_assisted_shot_id,pass_goal_assist,shot_end_location_2,shot_key_pass_id,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate
0291c102-82b9-4291-9ac3-cd53fe1c4396,2781,2,00:33:06.209,78,6,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,2.010012,,60f66eba-6f41-42c0-bba4-49cecea6df47,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,24.7,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec323eca-64ac-4106-a187-56349d003882,29.9,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec323eca-64ac-4106-a187-56349d003882,2782,2,00:33:08.219,78,8,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.789267,,40ed2066-6f25-456e-be20-19d95de97c0e,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,29.9,51.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6332.0,Thomas Vermaelen,26.717222,-1.4431915,1.0,Ground Pass,33.3,24.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40ed2066-6f25-456e-be20-19d95de97c0e,2783,2,00:33:10.008,78,10,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,ec323eca-64ac-4106-a187-56349d003882,6332.0,Thomas Vermaelen,5.0,Left Center Back,33.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c2114a9-5fc3-4ab0-aac8-4d7409811611,2784,2,00:33:10.008,78,10,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,0.818717,,40ed2066-6f25-456e-be20-19d95de97c0e,6332.0,Thomas Vermaelen,5.0,Left Center Back,33.3,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db85b2bf-be84-439b-b97d-2207784b58ac,34.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
db85b2bf-be84-439b-b97d-2207784b58ac,2785,2,00:33:10.827,78,10,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.753865,,37c0f3f7-26a0-49fb-ac26-74eaba851fb0,6332.0,Thomas Vermaelen,5.0,Left Center Back,34.4,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,28.136986,-0.71749264,1.0,Ground Pass,55.6,2.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37c0f3f7-26a0-49fb-ac26-74eaba851fb0,2786,2,00:33:12.581,78,12,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,db85b2bf-be84-439b-b97d-2207784b58ac,10609.0,Jérémy Mathieu,6.0,Left Back,55.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87733ba7-8f17-4133-8a59-13f9e997ff6e,2787,2,00:33:12.581,78,12,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,2.559951,,37c0f3f7-26a0-49fb-ac26-74eaba851fb0,10609.0,Jérémy Mathieu,6.0,Left Back,55.6,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7924cf3a-3ea2-4461-93c7-dc315fa45ebf,56.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7924cf3a-3ea2-4461-93c7-dc315fa45ebf,2788,2,00:33:15.141,78,15,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.611,,22d717f7-c28e-4daa-9c9a-9db031ee7d2b,10609.0,Jérémy Mathieu,6.0,Left Back,56.0,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5506.0,Javier Alejandro Mascherano,21.472307,2.1032288,1.0,Ground Pass,45.1,21.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22d717f7-c28e-4daa-9c9a-9db031ee7d2b,2789,2,00:33:16.752,78,16,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,7924cf3a-3ea2-4461-93c7-dc315fa45ebf,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,45.1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849f3b53-f7e9-4adc-8986-ee12b33f159a,2790,2,00:33:16.752,78,16,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,0.952486,,22d717f7-c28e-4daa-9c9a-9db031ee7d2b,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,45.1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961be378-684d-4c01-8b57-44644161f890,45.1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
961be378-684d-4c01-8b57-44644161f890,2791,2,00:33:17.704,78,17,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.695822,,f16d3282-bfba-4b1e-be2a-5e233f51f7c5,5506.0,Javier Alejandro Mascherano,10.0,Center Defensive Midfield,45.1,21.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,24.554632,1.0925778,1.0,Ground Pass,56.4,43.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f16d3282-bfba-4b1e-be2a-5e233f51f7c5,2792,2,00:33:19.400,78,19,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,961be378-684d-4c01-8b57-44644161f890,11094.0,Arda Turan,15.0,Left Center Midfield,56.4,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2a01784a-eca3-46db-9d1d-3cbed594c9a7,2793,2,00:33:19.400,78,19,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,0.900803,,82d8c475-8254-4a10-bd0c-a6783dabc4e9,11094.0,Arda Turan,15.0,Left Center Midfield,56.4,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f16d3282-bfba-4b1e-be2a-5e233f51f7c5,55.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82d8c475-8254-4a10-bd0c-a6783dabc4e9,2794,2,00:33:20.301,78,20,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.927462,,be3f3899-8729-471b-85bf-f1fef17652a1,11094.0,Arda Turan,15.0,Left Center Midfield,55.8,40.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6332.0,Thomas Vermaelen,21.220745,-1.9880637,1.0,Ground Pass,47.2,20.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be3f3899-8729-471b-85bf-f1fef17652a1,2795,2,00:33:22.228,78,22,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,82d8c475-8254-4a10-bd0c-a6783dabc4e9,6332.0,Thomas Vermaelen,5.0,Left Center Back,47.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739bdba8-1bca-4bfc-adfa-cf7ed2f1af28,2796,2,00:33:22.228,78,22,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.600027,,be3f3899-8729-471b-85bf-f1fef17652a1,6332.0,Thomas Vermaelen,5.0,Left Center Back,47.2,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc03bbc4-5475-4d2b-8ad4-ca64ec5c117f,41.3,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc03bbc4-5475-4d2b-8ad4-ca64ec5c117f,2797,2,00:33:23.828,78,23,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,2.1204,,14e17427-baea-47a2-9f3c-1405fbb47212,6332.0,Thomas Vermaelen,5.0,Left Center Back,41.3,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,32.400616,1.5646236,1.0,Ground Pass,41.5,53.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e17427-baea-47a2-9f3c-1405fbb47212,2798,2,00:33:25.949,78,25,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,dc03bbc4-5475-4d2b-8ad4-ca64ec5c117f,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,41.5,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72f7a4df-2c3d-455f-a238-ab805e9517cb,2799,2,00:33:25.949,78,25,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,3.92,,14e17427-baea-47a2-9f3c-1405fbb47212,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,41.5,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce7f0ca0-fb0c-464f-96b3-4bf64d2d5f97,43.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce7f0ca0-fb0c-464f-96b3-4bf64d2d5f97,2800,2,00:33:29.869,78,29,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,0.9893,,2b1e96d7-18b0-46f8-bdb0-9746c437da2b,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,43.6,59.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,13.662357,-0.15431878,1.0,Ground Pass,57.1,57.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3fa71370-5f22-424b-ac68-d1c1972d19f9,2801,2,00:33:30.050,78,30,17,Pressure,159,217,Barcelona,3,From Free Kick,360,Rayo Vallecano,0.642889,,,18404.0,José Ángel Crespo Rincón,5.0,Left Center Back,61.6,23.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b1e96d7-18b0-46f8-bdb0-9746c437da2b,2802,2,00:33:30.858,78,30,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,ce7f0ca0-fb0c-464f-96b3-4bf64d2d5f97,11094.0,Arda Turan,15.0,Left Center Midfield,57.1,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6db6cde3-2e17-4ab2-a968-01e6f9342cc0,2803,2,00:33:30.858,78,30,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,0.08,,2b1e96d7-18b0-46f8-bdb0-9746c437da2b,11094.0,Arda Turan,15.0,Left Center Midfield,57.1,57.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc5f2eb3-6088-4a4d-8c62-7921b72d0760,56.4,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bc5f2eb3-6088-4a4d-8c62-7921b72d0760,2804,2,00:33:30.938,78,30,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,2.263894,,f1144b88-40cd-474e-980c-c263f0abed88,11094.0,Arda Turan,15.0,Left Center Midfield,56.4,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6332.0,Thomas Vermaelen,39.75538,-1.9092518,3.0,High Pass,43.2,18.8,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f1144b88-40cd-474e-980c-c263f0abed88,2805,2,00:33:33.202,78,33,42,Ball Receipt*,159,217,Barcelona,3,From Free Kick,217,Barcelona,,,bc5f2eb3-6088-4a4d-8c62-7921b72d0760,6332.0,Thomas Vermaelen,5.0,Left Center Back,43.2,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4306d93e-72f5-498b-b5f7-2e591e2f5a71,2806,2,00:33:33.202,78,33,43,Carry,159,217,Barcelona,3,From Free Kick,217,Barcelona,3.295324,,e97d087a-a24f-4551-a342-fbc10696cf57,6332.0,Thomas Vermaelen,5.0,Left Center Back,43.2,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1144b88-40cd-474e-980c-c263f0abed88,54.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e97d087a-a24f-4551-a342-fbc10696cf57,2807,2,00:33:36.497,78,36,30,Pass,159,217,Barcelona,3,From Free Kick,217,Barcelona,1.091287,,54f88a55-e56c-462b-b546-f507737ec113,6332.0,Thomas Vermaelen,5.0,Left Center Back,54.1,7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.824954,1.3791479,1.0,Ground Pass,55.4,14.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
