id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,dribble,out,clearance,duel,ball_receipt,counterpress,miscontrol,off_camera,interception,ball_recovery,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,foul_committed,foul_won,substitution,block,goalkeeper,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_deflected,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events,pass_type_id,pass_type_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,interception_outcome_id,interception_outcome_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_advantage,foul_won_advantage,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,foul_committed_card_id,foul_committed_card_name,pass_cross,clearance_head,tactics_formation,tactics_lineup_0_player_id,tactics_lineup_0_player_name,tactics_lineup_0_position_id,tactics_lineup_0_position_name,tactics_lineup_0_jersey_number,tactics_lineup_1_player_id,tactics_lineup_1_player_name,tactics_lineup_1_position_id,tactics_lineup_1_position_name,tactics_lineup_1_jersey_number,tactics_lineup_2_player_id,tactics_lineup_2_player_name,tactics_lineup_2_position_id,tactics_lineup_2_position_name,tactics_lineup_2_jersey_number,tactics_lineup_3_player_id,tactics_lineup_3_player_name,tactics_lineup_3_position_id,tactics_lineup_3_position_name,tactics_lineup_3_jersey_number,tactics_lineup_4_player_id,tactics_lineup_4_player_name,tactics_lineup_4_position_id,tactics_lineup_4_position_name,tactics_lineup_4_jersey_number,tactics_lineup_5_player_id,tactics_lineup_5_player_name,tactics_lineup_5_position_id,tactics_lineup_5_position_name,tactics_lineup_5_jersey_number,tactics_lineup_6_player_id,tactics_lineup_6_player_name,tactics_lineup_6_position_id,tactics_lineup_6_position_name,tactics_lineup_6_jersey_number,tactics_lineup_7_player_id,tactics_lineup_7_player_name,tactics_lineup_7_position_id,tactics_lineup_7_position_name,tactics_lineup_7_jersey_number,tactics_lineup_8_player_id,tactics_lineup_8_player_name,tactics_lineup_8_position_id,tactics_lineup_8_position_name,tactics_lineup_8_jersey_number,tactics_lineup_9_player_id,tactics_lineup_9_player_name,tactics_lineup_9_position_id,tactics_lineup_9_position_name,tactics_lineup_9_jersey_number,tactics_lineup_10_player_id,tactics_lineup_10_player_name,tactics_lineup_10_position_id,tactics_lineup_10_position_name,tactics_lineup_10_jersey_number,player,position,location,clearance_left_foot,miscontrol_aerial_won,related_events_4,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,shot_first_time,dribble_overrun,pass_aerial_won,foul_won_defensive
4b4955c4-80b7-4d2c-8ea1-a752c9af9991,3348,2,00:32:28.383,77,28,17,Pressure,168,217,Barcelona,1,Regular Play,220,Real Madrid,0.566,,97f6014b-9275-4e5c-a673-d94e9e856418,5574.0,Toni Kroos,11.0,Left Defensive Midfield,81.1,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,ece9410a-131e-4446-a511-dcac1d0727ed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97f6014b-9275-4e5c-a673-d94e9e856418,3349,2,00:32:28.685,77,28,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,1.791009,,2479d467-7f68-41ee-8431-94ba99a734cc,4324.0,Daniel Alves da Silva,2.0,Right Back,36.2,57.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,4b4955c4-80b7-4d2c-8ea1-a752c9af9991,,,6616.0,Munir El Haddadi Mohamed,15.6,1.5707964,1.0,Ground Pass,36.2,73.0,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2479d467-7f68-41ee-8431-94ba99a734cc,3350,2,00:32:30.476,77,30,42,Ball Receipt*,168,217,Barcelona,1,Regular Play,217,Barcelona,,,97f6014b-9275-4e5c-a673-d94e9e856418,6616.0,Munir El Haddadi Mohamed,13.0,Right Center Midfield,36.2,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f87df7d1-595d-490d-952c-5ddac13aaf96,3351,2,00:32:30.476,77,30,43,Carry,168,217,Barcelona,1,Regular Play,217,Barcelona,1.890891,,2479d467-7f68-41ee-8431-94ba99a734cc,6616.0,Munir El Haddadi Mohamed,13.0,Right Center Midfield,36.2,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3cc9a923-90f4-4228-b65b-44e34b5c0899,36.2,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3cc9a923-90f4-4228-b65b-44e34b5c0899,3352,2,00:32:32.367,77,32,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,1.376953,,9452f3f6-2094-4c51-825b-76f33912e1cc,6616.0,Munir El Haddadi Mohamed,13.0,Right Center Midfield,36.2,73.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,27.634218,-2.5806918,1.0,Ground Pass,12.8,58.3,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9452f3f6-2094-4c51-825b-76f33912e1cc,3353,2,00:32:33.744,77,33,42,Ball Receipt*,168,217,Barcelona,1,Regular Play,217,Barcelona,,,3cc9a923-90f4-4228-b65b-44e34b5c0899,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,12.8,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a130ade7-becd-4a6f-a270-1a57eeafe820,3354,2,00:32:33.744,77,33,43,Carry,168,217,Barcelona,1,Regular Play,217,Barcelona,0.798447,,19e9a3c2-4cb4-40c6-97e7-c201fc1779d4,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,12.8,58.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,9452f3f6-2094-4c51-825b-76f33912e1cc,12.3,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19e9a3c2-4cb4-40c6-97e7-c201fc1779d4,3355,2,00:32:34.542,77,34,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,1.776629,,453b6826-6dd3-47ff-be40-ccafb506dbf0,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,12.3,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4691.0,Claudio Andrés Bravo Muñoz,24.180984,-1.9344072,1.0,Ground Pass,3.7,34.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453b6826-6dd3-47ff-be40-ccafb506dbf0,3356,2,00:32:36.319,77,36,42,Ball Receipt*,168,217,Barcelona,1,Regular Play,217,Barcelona,,,19e9a3c2-4cb4-40c6-97e7-c201fc1779d4,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,3.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1f4ebf2b-188a-41df-9f47-16dbe0641690,3357,2,00:32:36.319,77,36,43,Carry,168,217,Barcelona,1,Regular Play,217,Barcelona,0.134071,,453b6826-6dd3-47ff-be40-ccafb506dbf0,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,3.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,673fefab-adef-460d-9ca0-a7a2d3ce97f2,3.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673fefab-adef-460d-9ca0-a7a2d3ce97f2,3358,2,00:32:36.453,77,36,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,2.026186,,e1a52f04-cc23-4553-997b-6d3e83ca1249,4691.0,Claudio Andrés Bravo Muñoz,1.0,Goalkeeper,3.7,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10609.0,Jérémy Mathieu,23.90021,-1.1801893,1.0,Ground Pass,12.8,12.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1a52f04-cc23-4553-997b-6d3e83ca1249,3359,2,00:32:38.479,77,38,42,Ball Receipt*,168,217,Barcelona,1,Regular Play,217,Barcelona,,,673fefab-adef-460d-9ca0-a7a2d3ce97f2,10609.0,Jérémy Mathieu,5.0,Left Center Back,12.8,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16f03b25-d0ce-4eef-85d4-87ac36e04ef1,3360,2,00:32:38.479,77,38,43,Carry,168,217,Barcelona,1,Regular Play,217,Barcelona,1.853914,,5339bc61-7207-4e00-8149-2fb415b4ea8a,10609.0,Jérémy Mathieu,5.0,Left Center Back,12.8,12.5,,,True,,,,,,,,,,,,,,,,,,,,,,,,,64729f83-4a97-4ac9-a9e9-bdd4622c85e9,20.3,7.6,,,,,,,,,,,e1a52f04-cc23-4553-997b-6d3e83ca1249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5339bc61-7207-4e00-8149-2fb415b4ea8a,3361,2,00:32:39.907,77,39,17,Pressure,168,217,Barcelona,1,Regular Play,220,Real Madrid,0.542,,16f03b25-d0ce-4eef-85d4-87ac36e04ef1,19677.0,Karim Benzema,23.0,Center Forward,99.8,67.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,64729f83-4a97-4ac9-a9e9-bdd4622c85e9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64729f83-4a97-4ac9-a9e9-bdd4622c85e9,3362,2,00:32:40.333,77,40,30,Pass,168,217,Barcelona,1,Regular Play,217,Barcelona,0.4417,,5339bc61-7207-4e00-8149-2fb415b4ea8a,10609.0,Jérémy Mathieu,5.0,Left Center Back,20.3,7.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,607685d7-253a-4a39-bd21-286d3e39b502,,,5211.0,Jordi Alba Ramos,17.993887,-0.38153836,1.0,Ground Pass,37.0,0.9,38.0,Left Foot,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
607685d7-253a-4a39-bd21-286d3e39b502,3363,2,00:32:40.775,77,40,42,Ball Receipt*,168,217,Barcelona,1,Regular Play,217,Barcelona,,,64729f83-4a97-4ac9-a9e9-bdd4622c85e9,5211.0,Jordi Alba Ramos,6.0,Left Back,28.9,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48905096-8c8c-4724-adfc-1e73074d3040,3393,2,00:33:10.548,78,10,2,Ball Recovery,170,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,07c04998-6b21-49fa-828f-9c0d92faf65e,5211.0,Jordi Alba Ramos,6.0,Left Back,26.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e01633db-2398-4b04-bfe4-075a0ddf4b27,3394,2,00:33:10.548,78,10,43,Carry,170,217,Barcelona,1,Regular Play,217,Barcelona,1.7646,,344aaccf-0d46-4e07-9b94-e87e0ec4ff89,5211.0,Jordi Alba Ramos,6.0,Left Back,26.5,15.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,48905096-8c8c-4724-adfc-1e73074d3040,41.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
344aaccf-0d46-4e07-9b94-e87e0ec4ff89,3395,2,00:33:12.312,78,12,30,Pass,170,217,Barcelona,1,Regular Play,217,Barcelona,1.2959,,6a85ff10-702b-4e29-9e34-c5d3f8e25509,5211.0,Jordi Alba Ramos,6.0,Left Back,41.5,20.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,25.550146,1.5081334,1.0,Ground Pass,43.1,46.2,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6a85ff10-702b-4e29-9e34-c5d3f8e25509,3396,2,00:33:13.608,78,13,42,Ball Receipt*,170,217,Barcelona,1,Regular Play,217,Barcelona,,,344aaccf-0d46-4e07-9b94-e87e0ec4ff89,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,43.1,46.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
00f8a3c0-c520-4ec4-89fd-1c6d438f7d4f,3397,2,00:33:13.608,78,13,43,Carry,170,217,Barcelona,1,Regular Play,217,Barcelona,1.3429,,176808f1-8694-483d-974f-70df83581427,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,43.1,46.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,6a85ff10-702b-4e29-9e34-c5d3f8e25509,42.0,47.6,,,,,,,,,,,8e77d163-e1e6-420d-b4db-6f95130549df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176808f1-8694-483d-974f-70df83581427,3398,2,00:33:14.647,78,14,17,Pressure,170,217,Barcelona,1,Regular Play,220,Real Madrid,0.4838,,00f8a3c0-c520-4ec4-89fd-1c6d438f7d4f,6399.0,Gareth Frank Bale,19.0,Center Attacking Midfield,78.1,32.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,61b97025-24ec-4e8a-a55d-b697ea4f66f5,,,,,,,,,,,,,8e77d163-e1e6-420d-b4db-6f95130549df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13b10872-52bc-4cd6-8777-aec47bd0a761,3399,2,00:33:14.951,78,14,39,Dribbled Past,170,217,Barcelona,1,Regular Play,220,Real Madrid,0.0,,61b97025-24ec-4e8a-a55d-b697ea4f66f5,6399.0,Gareth Frank Bale,19.0,Center Attacking Midfield,78.1,32.5,,,,,,,,,True,,,,,,,,,,,,,,,,,,,8e77d163-e1e6-420d-b4db-6f95130549df,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8e77d163-e1e6-420d-b4db-6f95130549df,3400,2,00:33:14.951,78,14,14,Dribble,170,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,13b10872-52bc-4cd6-8777-aec47bd0a761,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,42.0,47.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,176808f1-8694-483d-974f-70df83581427,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
