id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,counterpress,out,off_camera,shot,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,clearance,dribble,duel,50_50,interception,ball_recovery,foul_committed,foul_won,substitution,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,goalkeeper,related_events_1,pass_body_part_id,pass_body_part_name,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,related_events_2,pass_through_ball,pass_technique_id,pass_technique_name,goalkeeper_body_part_id,goalkeeper_body_part_name,interception_outcome_id,interception_outcome_name,pass_cross,pass_switch,dribble_outcome_id,dribble_outcome_name,related_events_3,clearance_left_foot,clearance_body_part_id,clearance_body_part_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_right_foot,clearance_head,pass_outswinging,clearance_aerial_won,ball_recovery_recovery_failure,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,foul_committed_card_id,foul_committed_card_name,location,pass_cut_back,shot_first_time,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,pass_aerial_won,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,foul_won_defensive,player,position,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_deflected,dribble_overrun,pass_no_touch,shot_one_on_one,shot_saved_to_post,goalkeeper_shot_saved_to_post
43ab71ee-4db2-4571-a045-b7a95664fa01,602,1,00:15:43.963,15,43,42,Ball Receipt*,36,217,Barcelona,7,From Goal Kick,217,Barcelona,,,d4893cc1-b11e-44cb-aeda-3289d78ab5bf,6332.0,Thomas Vermaelen,5.0,Left Center Back,49.3,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1ca294d-648d-4b31-b3f3-e14f3061887e,603,1,00:15:44.043,15,44,30,Pass,36,217,Barcelona,7,From Goal Kick,217,Barcelona,2.0616,,60016227-de79-44a0-beef-5e65463cd6ad,6332.0,Thomas Vermaelen,5.0,Left Center Back,29.2,6.0,,,,,,,True,,,,,,,,,,,,,,,,,,,11094.0,Arda Turan,19.231485,-0.057229105,3.0,High Pass,48.4,4.9,,,,cedad0f9-b2f6-4461-9338-7b7ee27fb9c2,38.0,Left Foot,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cedad0f9-b2f6-4461-9338-7b7ee27fb9c2,604,1,00:15:46.105,15,46,42,Ball Receipt*,36,217,Barcelona,7,From Goal Kick,217,Barcelona,,,e1ca294d-648d-4b31-b3f3-e14f3061887e,11094.0,Arda Turan,15.0,Left Center Midfield,47.0,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60016227-de79-44a0-beef-5e65463cd6ad,605,1,00:15:46.105,15,46,2,Ball Recovery,36,217,Barcelona,7,From Goal Kick,1049,Granada,0.0,,e1ca294d-648d-4b31-b3f3-e14f3061887e,3160.0,Rene Krhin,13.0,Right Center Midfield,71.7,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c789477-6b3a-4a5e-953f-d15f73bfe0ee,606,1,00:15:46.105,15,46,43,Carry,36,217,Barcelona,7,From Goal Kick,1049,Granada,0.958339,,60016227-de79-44a0-beef-5e65463cd6ad,3160.0,Rene Krhin,13.0,Right Center Midfield,71.7,75.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa80bd82-2458-4849-983b-0668ebf5f55f,,,64.8,76.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa80bd82-2458-4849-983b-0668ebf5f55f,607,1,00:15:47.063,15,47,38,Miscontrol,36,217,Barcelona,7,From Goal Kick,1049,Granada,0.0,,,3160.0,Rene Krhin,13.0,Right Center Midfield,64.8,76.2,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67efcb6d-1b62-4ae9-9413-475347b75541,608,1,00:15:51.741,15,51,30,Pass,37,217,Barcelona,4,From Throw In,217,Barcelona,1.901382,,a72501a7-809f-41c5-a46e-52ea9ce700c6,11094.0,Arda Turan,15.0,Left Center Midfield,56.1,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,24.593699,0.23807542,2.0,Low Pass,80.0,5.9,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6cdd4389-4a47-4a3e-a6ad-3a36f7e95dff,609,1,00:15:53.144,15,53,17,Pressure,37,217,Barcelona,4,From Throw In,1049,Granada,1.034475,,a2e6bf6f-cdcc-442c-83dd-10f31012f679,16338.0,Uche Henry Agbo,3.0,Right Center Back,44.7,74.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a72501a7-809f-41c5-a46e-52ea9ce700c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a72501a7-809f-41c5-a46e-52ea9ce700c6,610,1,00:15:53.642,15,53,42,Ball Receipt*,37,217,Barcelona,4,From Throw In,217,Barcelona,,,67efcb6d-1b62-4ae9-9413-475347b75541,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,80.0,5.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cdd4389-4a47-4a3e-a6ad-3a36f7e95dff,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a2e6bf6f-cdcc-442c-83dd-10f31012f679,611,1,00:15:53.642,15,53,43,Carry,37,217,Barcelona,4,From Throw In,217,Barcelona,0.983518,,4db734ce-886c-45dc-907a-7b5ba3c79946,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,80.0,5.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cdd4389-4a47-4a3e-a6ad-3a36f7e95dff,,,83.2,4.9,,,,,,a72501a7-809f-41c5-a46e-52ea9ce700c6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4db734ce-886c-45dc-907a-7b5ba3c79946,612,1,00:15:54.626,15,54,30,Pass,37,217,Barcelona,4,From Throw In,217,Barcelona,2.743516,,73e95be0-d39f-4286-a4d2-8e4e93f6e984,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,83.2,4.9,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,22.116283,1.0606236,2.0,Low Pass,94.0,24.2,,,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73e95be0-d39f-4286-a4d2-8e4e93f6e984,613,1,00:15:57.369,15,57,42,Ball Receipt*,37,217,Barcelona,4,From Throw In,217,Barcelona,,,4db734ce-886c-45dc-907a-7b5ba3c79946,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,94.0,24.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
