id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,interception,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,block,duel,dribble,ball_recovery,clearance,foul_committed,foul_won,substitution,50_50,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,pass_cross,clearance_aerial_won,pass_switch,related_events_3,dribble_nutmeg,dribble_outcome_id,dribble_outcome_name,foul_committed_card_id,foul_committed_card_name,dribble_overrun,ball_recovery_recovery_failure,pass_technique_id,pass_technique_name,pass_outswinging,pass_assisted_shot_id,pass_goal_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate
fc22e393-03f5-4acc-a4d4-44003c0fd889,965,1,00:22:34.836,22,34,17,Pressure,40,217,Barcelona,1,Regular Play,210,Real Sociedad,0.877709,,9c69bcc7-c053-4820-b41c-485979a5ca5e,6677,Imanol Agirretxe Arruti,24,Left Center Forward,67.6,46.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e73a6ede-d1dc-4159-987d-b7de72521c10,966,1,00:22:35.747,22,35,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,2.3783,,77f3b388-40f4-4273-88c7-4487e6dd3de1,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,54.7,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,41.741226,-0.9814648,3.0,High Pass,77.9,3.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77f3b388-40f4-4273-88c7-4487e6dd3de1,967,1,00:22:38.125,22,38,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,e73a6ede-d1dc-4159-987d-b7de72521c10,4320,Neymar da Silva Santos Junior,21,Left Wing,77.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37f52129-c7b0-4dba-a16d-c3f6f7429ead,968,1,00:22:38.125,22,38,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,1.4437,,77f3b388-40f4-4273-88c7-4487e6dd3de1,4320,Neymar da Silva Santos Junior,21,Left Wing,77.9,3.9,,,,,,,,,,,,,,,,,,,,,,,,,,,fb05dd08-571b-44d5-86e0-6c5cd713d429,,,,,,,,,,,,,,74.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb05dd08-571b-44d5-86e0-6c5cd713d429,969,1,00:22:39.569,22,39,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.7652,,52c73e98-ce50-4e0f-af4a-65f04af3728c,4320,Neymar da Silva Santos Junior,21,Left Wing,74.2,2.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5246.0,Luis Alberto Suárez Díaz,9.4541,1.1686823,1.0,Ground Pass,77.9,11.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52c73e98-ce50-4e0f-af4a-65f04af3728c,970,1,00:22:40.334,22,40,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,fb05dd08-571b-44d5-86e0-6c5cd713d429,5246,Luis Alberto Suárez Díaz,23,Center Forward,77.9,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e211ded5-9caa-494e-8b13-01f275b7e595,971,1,00:22:40.334,22,40,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,0.08,,52c73e98-ce50-4e0f-af4a-65f04af3728c,5246,Luis Alberto Suárez Díaz,23,Center Forward,77.9,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,cbabe3a0-16ae-4a8f-8841-985b04ec32f0,,,,,,,,,,,,,,76.7,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cbabe3a0-16ae-4a8f-8841-985b04ec32f0,972,1,00:22:40.414,22,40,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.604169,,b970abfb-61c6-4836-8fef-89c4b62aff5c,5246,Luis Alberto Suárez Díaz,23,Center Forward,76.7,11.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,7.218033,-2.9605,1.0,Ground Pass,69.6,9.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b970abfb-61c6-4836-8fef-89c4b62aff5c,973,1,00:22:41.018,22,41,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,cbabe3a0-16ae-4a8f-8841-985b04ec32f0,4320,Neymar da Silva Santos Junior,21,Left Wing,69.6,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd28c724-1e49-48f6-be7c-83f97a2aa72d,974,1,00:22:41.018,22,41,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,1.147731,,b970abfb-61c6-4836-8fef-89c4b62aff5c,4320,Neymar da Silva Santos Junior,21,Left Wing,69.6,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,,f384e73a-6058-49f4-876e-319071ce83c9,,,,,,,,,,,,,,69.6,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f384e73a-6058-49f4-876e-319071ce83c9,975,1,00:22:42.166,22,42,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.6039,,17c1ee27-87bf-4076-89d0-1eb06f1d79cb,4320,Neymar da Silva Santos Junior,21,Left Wing,69.6,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.71193,3.0819619,1.0,Ground Pass,62.9,12.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17c1ee27-87bf-4076-89d0-1eb06f1d79cb,976,1,00:22:42.770,22,42,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,f384e73a-6058-49f4-876e-319071ce83c9,5216,Andrés Iniesta Luján,15,Left Center Midfield,62.9,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dda4ba7a-58bf-45f9-ba2d-9c31658f1b59,977,1,00:22:42.770,22,42,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,0.9482,,17c1ee27-87bf-4076-89d0-1eb06f1d79cb,5216,Andrés Iniesta Luján,15,Left Center Midfield,62.9,12.7,,,,,,,,,,,,,,,,,,,,,,,,,,,ec6d447d-2597-4f6e-bd69-78ba73c36275,,,,,,,,,,,,,,63.2,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ec6d447d-2597-4f6e-bd69-78ba73c36275,978,1,00:22:43.718,22,43,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.8589,,b2d61fa6-e294-4149-9f3a-53b364ae3d79,5216,Andrés Iniesta Luján,15,Left Center Midfield,63.2,13.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,3.9962482,1.017502,1.0,Ground Pass,65.3,16.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2d61fa6-e294-4149-9f3a-53b364ae3d79,979,1,00:22:44.577,22,44,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,ec6d447d-2597-4f6e-bd69-78ba73c36275,4320,Neymar da Silva Santos Junior,21,Left Wing,65.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f79e5b9c-1250-4913-b93b-1d13ba46bb9f,980,1,00:22:44.577,22,44,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,0.2743,,123e9e88-dee1-43ba-b449-b284d7c2e4db,4320,Neymar da Silva Santos Junior,21,Left Wing,65.3,16.9,,,,,,,,,,,,,,,,,,,,,,,,,,,b2d61fa6-e294-4149-9f3a-53b364ae3d79,,,,,,,,,,,,,,65.7,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123e9e88-dee1-43ba-b449-b284d7c2e4db,981,1,00:22:44.851,22,44,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,0.801785,,b0ca5a7d-1d8d-452a-bc3e-d8cab7e9ef5c,4320,Neymar da Silva Santos Junior,21,Left Wing,65.7,18.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,5216.0,Andrés Iniesta Luján,6.529931,-2.4429328,1.0,Ground Pass,60.7,14.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b0ca5a7d-1d8d-452a-bc3e-d8cab7e9ef5c,982,1,00:22:45.653,22,45,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,123e9e88-dee1-43ba-b449-b284d7c2e4db,5216,Andrés Iniesta Luján,15,Left Center Midfield,60.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7caa5121-45dc-409b-b579-7046f0af3c63,983,1,00:22:45.653,22,45,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,2.289715,,075c16b9-caa0-4311-927a-cdb24b88e6bc,5216,Andrés Iniesta Luján,15,Left Center Midfield,60.7,14.1,,,,,,,,,,,,,,,,,,,,,,,,,,,b0ca5a7d-1d8d-452a-bc3e-d8cab7e9ef5c,,,,,,,,,,,,,,56.4,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
075c16b9-caa0-4311-927a-cdb24b88e6bc,984,1,00:22:47.943,22,47,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,1.69007,,81e04546-215b-4e03-ad71-5c1ddc6d3c37,5216,Andrés Iniesta Luján,15,Left Center Midfield,56.4,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,5213.0,Gerard Piqué Bernabéu,23.352943,2.1611743,1.0,Ground Pass,43.4,46.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81e04546-215b-4e03-ad71-5c1ddc6d3c37,985,1,00:22:49.633,22,49,42,Ball Receipt*,40,217,Barcelona,1,Regular Play,217,Barcelona,,,075c16b9-caa0-4311-927a-cdb24b88e6bc,5213,Gerard Piqué Bernabéu,3,Right Center Back,43.4,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87746494-f717-46b5-8aa6-6a3f8461e10d,986,1,00:22:49.633,22,49,43,Carry,40,217,Barcelona,1,Regular Play,217,Barcelona,2.97173,,60812a39-7b99-4dc7-a3d3-24c952f9a388,5213,Gerard Piqué Bernabéu,3,Right Center Back,43.4,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,81e04546-215b-4e03-ad71-5c1ddc6d3c37,,,,,,,,,,,,,,50.0,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60812a39-7b99-4dc7-a3d3-24c952f9a388,987,1,00:22:52.605,22,52,30,Pass,40,217,Barcelona,1,Regular Play,217,Barcelona,2.3752,,3468cb72-c927-4d12-a0ff-44045322e751,5213,Gerard Piqué Bernabéu,3,Right Center Back,50.0,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,45.7739,0.38050637,3.0,High Pass,92.5,70.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
