id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,foul_won,dribble,duel,counterpress,out,clearance,interception,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,block,substitution,foul_committed,ball_recovery,miscontrol,bad_behaviour,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_1,carry_end_location_0,carry_end_location_1,related_events,related_events_2,dribble_outcome_id,dribble_outcome_name,related_events_3,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_cross,pass_switch,interception_outcome_id,interception_outcome_name,foul_won_defensive,dribble_overrun,ball_recovery_offensive,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_aerial_won,related_events_4,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,clearance_right_foot,shot_open_goal,shot_first_time,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,clearance_other,shot_one_on_one,player,position
0701b078-46d3-45bf-9a05-b7b26e438fbe,1626,2,00:05:15.170,50,15,43,Carry,101,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.683078,,0078c5c5-ddfb-4695-85d5-ab2066cba7e5,,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,36.2,24.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa66c95b-1aaa-4166-8808-3e1ba05c1987,41.4,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0078c5c5-ddfb-4695-85d5-ab2066cba7e5,1627,2,00:05:17.853,50,17,30,Pass,101,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.404081,,c647ad40-b455-4acf-b596-929b980cd739,,26607.0,José Raúl Baena Urdiales,9.0,Right Defensive Midfield,41.4,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7900.0,Tiago Manuel Dias Correia,33.18373,-0.4690384,3.0,High Pass,71.0,0.1,38.0,Left Foot,,,,75.0,Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ceadf4d5-7d4c-4a4b-904b-ba9344ebe54e,1628,2,00:05:17.919,50,17,17,Pressure,101,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.185422,,,,18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,74.1,64.9,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c647ad40-b455-4acf-b596-929b980cd739,1629,2,00:05:20.257,50,20,42,Ball Receipt*,101,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,0078c5c5-ddfb-4695-85d5-ab2066cba7e5,,7900.0,Tiago Manuel Dias Correia,21.0,Left Wing,69.9,1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9dc50ac7-0cea-45d3-90bd-e64b4936787e,1645,2,00:05:40.730,50,40,2,Ball Recovery,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,,,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,68.2,60.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
375b0558-6e94-401c-974a-351f82480875,1646,2,00:05:40.730,50,40,43,Carry,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.999357,,7c1df7df-1b51-4125-b179-faaf8e184326,,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,68.2,60.8,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311cc78-d427-44a8-9086-1425e69deb9f,74.7,60.3,,9dc50ac7-0cea-45d3-90bd-e64b4936787e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c1df7df-1b51-4125-b179-faaf8e184326,1647,2,00:05:41.423,50,41,17,Pressure,103,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.464787,,375b0558-6e94-401c-974a-351f82480875,,18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,49.8,23.1,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311cc78-d427-44a8-9086-1425e69deb9f,,,,d26940fe-0872-45bc-ae88-43421c61139a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa99a39d-5445-4f49-89f5-444d20002598,1648,2,00:05:41.730,50,41,39,Dribbled Past,103,360,Rayo Vallecano,1,Regular Play,1041,Sporting Gijón,0.0,,8311cc78-d427-44a8-9086-1425e69deb9f,,18398.0,Omar Mascarell González,11.0,Left Defensive Midfield,45.4,19.8,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d26940fe-0872-45bc-ae88-43421c61139a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8311cc78-d427-44a8-9086-1425e69deb9f,1649,2,00:05:41.730,50,41,14,Dribble,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,7c1df7df-1b51-4125-b179-faaf8e184326,,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,74.7,60.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aa99a39d-5445-4f49-89f5-444d20002598,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d26940fe-0872-45bc-ae88-43421c61139a,1650,2,00:05:41.730,50,41,43,Carry,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.034433,,7c1df7df-1b51-4125-b179-faaf8e184326,,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,74.7,60.3,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8311cc78-d427-44a8-9086-1425e69deb9f,72.3,53.9,,aa99a39d-5445-4f49-89f5-444d20002598,,,e6265438-fc41-4fae-8202-34482665b127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e6265438-fc41-4fae-8202-34482665b127,1651,2,00:05:42.764,50,42,30,Pass,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.865876,,a4086652-62a7-46d3-ac51-2eebab1b0b46,,11539.0,Adrián Embarba Blázquez,17.0,Right Wing,72.3,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26848.0,Roberto Trashorras Gayoso,5.1662364,-2.8872247,1.0,Ground Pass,67.3,52.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a4086652-62a7-46d3-ac51-2eebab1b0b46,1652,2,00:05:43.630,50,43,42,Ball Receipt*,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,e6265438-fc41-4fae-8202-34482665b127,,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,67.3,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f72d697-db4e-4f97-baf6-e226effa1af8,1653,2,00:05:43.630,50,43,43,Carry,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.59209,,7a506ec9-b407-476a-9c6e-e460a1a71591,,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,67.3,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a4086652-62a7-46d3-ac51-2eebab1b0b46,72.7,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7a506ec9-b407-476a-9c6e-e460a1a71591,1654,2,00:05:46.222,50,46,30,Pass,103,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.144463,,6b73f7bd-5adb-40d6-9f56-859cdbf22621,,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,72.7,62.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11298.0,José Ignacio Martínez García,12.882546,0.48447794,1.0,Ground Pass,84.1,68.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
