id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,counterpress,ball_recovery,interception,duel,dribble,shot,goalkeeper,off_camera,out,clearance,foul_committed,foul_won,block,substitution,miscontrol,injury_stoppage,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,ball_recovery_recovery_failure,pass_outswinging,pass_technique_id,pass_technique_name,duel_type_id,duel_type_name,clearance_aerial_won,clearance_head,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,related_events_3,dribble_overrun,clearance_left_foot,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,interception_outcome_id,interception_outcome_name,pass_switch,pass_through_ball,pass_cross,pass_assisted_shot_id,pass_goal_assist,shot_open_goal,shot_end_location_2,shot_key_pass_id
57d9319e-b35f-4854-a397-ae9755481871,15,1,00:00:07.075,0,7,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,1b31451d-97ee-4e8b-976e-a897de48d439,6713,Diego Javier Llorente Ríos,3,Right Center Back,30.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
adfe3c15-81f6-469f-8b90-c960f4420b1a,16,1,00:00:07.075,0,7,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.973784,,57d9319e-b35f-4854-a397-ae9755481871,6713,Diego Javier Llorente Ríos,3,Right Center Back,30.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bd3a107a-1708-42ed-a53e-e6aad9c0c0fd,28.7,57.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd3a107a-1708-42ed-a53e-e6aad9c0c0fd,17,1,00:00:08.049,0,8,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.939769,,4d1278f1-de38-44de-9900-431ccbe9f1d1,6713,Diego Javier Llorente Ríos,3,Right Center Back,28.7,57.7,26222.0,José Eduardo Rosa Vale de Castro,26.152056,-1.893756,1.0,Ground Pass,20.4,32.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4d1278f1-de38-44de-9900-431ccbe9f1d1,18,1,00:00:09.989,0,9,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,bd3a107a-1708-42ed-a53e-e6aad9c0c0fd,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,20.4,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afb52b8c-ea2a-4ea0-9d78-f69b0cb9b3ca,19,1,00:00:09.989,0,9,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.477616,,4d1278f1-de38-44de-9900-431ccbe9f1d1,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,20.4,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f7bb1b1-913c-484c-a76f-5e64a1b19015,20.4,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7f7bb1b1-913c-484c-a76f-5e64a1b19015,20,1,00:00:11.466,0,11,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.478738,,be7a936f-e779-43cb-a182-e7186788429c,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,20.4,37.8,6713.0,Diego Javier Llorente Ríos,21.219803,1.3715523,1.0,Ground Pass,24.6,58.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
be7a936f-e779-43cb-a182-e7186788429c,21,1,00:00:12.945,0,12,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,7f7bb1b1-913c-484c-a76f-5e64a1b19015,6713,Diego Javier Llorente Ríos,3,Right Center Back,24.6,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fdc603f1-64de-43fb-be4a-07ee5584f5c2,22,1,00:00:12.945,0,12,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.736249,,63c79cda-b548-4e55-b7cd-f4406686b4bc,6713,Diego Javier Llorente Ríos,3,Right Center Back,24.6,58.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,be7a936f-e779-43cb-a182-e7186788429c,25.1,64.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63c79cda-b548-4e55-b7cd-f4406686b4bc,23,1,00:00:14.681,0,14,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.086021,,b1f2a6b5-f86b-449b-bed2-bb00a33fc08d,6713,Diego Javier Llorente Ríos,3,Right Center Back,25.1,64.3,11298.0,José Ignacio Martínez García,18.553976,0.88847977,1.0,Ground Pass,36.8,78.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21b63ee8-b91b-4900-a629-678a0e518bb9,24,1,00:00:15.676,0,15,17,Pressure,2,360,Rayo Vallecano,9,From Kick Off,217,Barcelona,0.948231,,94e83463-4f8e-4fbb-b62c-32c5aa3de39f,4320,Neymar da Silva Santos Junior,21,Left Wing,80.9,2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1f2a6b5-f86b-449b-bed2-bb00a33fc08d,,,e73b5489-5f33-4550-9cc0-a2403a2d248f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1f2a6b5-f86b-449b-bed2-bb00a33fc08d,25,1,00:00:15.767,0,15,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,21b63ee8-b91b-4900-a629-678a0e518bb9,11298,José Ignacio Martínez García,2,Right Back,36.8,78.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,63c79cda-b548-4e55-b7cd-f4406686b4bc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e73b5489-5f33-4550-9cc0-a2403a2d248f,26,1,00:00:15.767,0,15,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.698601,,21b63ee8-b91b-4900-a629-678a0e518bb9,11298,José Ignacio Martínez García,2,Right Back,36.8,78.7,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,94e83463-4f8e-4fbb-b62c-32c5aa3de39f,34.5,77.6,b1f2a6b5-f86b-449b-bed2-bb00a33fc08d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94e83463-4f8e-4fbb-b62c-32c5aa3de39f,27,1,00:00:16.466,0,16,30,Pass,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.357601,,21b63ee8-b91b-4900-a629-678a0e518bb9,11298,José Ignacio Martínez García,2,Right Back,34.5,77.6,6713.0,Diego Javier Llorente Ríos,18.249657,-2.5551097,1.0,Ground Pass,19.3,67.5,38.0,Left Foot,,,,True,,,,,,,,,,,,,,,,,,,d35b46cf-e13d-42db-8fd2-576cbe57fb6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d35b46cf-e13d-42db-8fd2-576cbe57fb6e,28,1,00:00:17.823,0,17,42,Ball Receipt*,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,94e83463-4f8e-4fbb-b62c-32c5aa3de39f,6713,Diego Javier Llorente Ríos,3,Right Center Back,19.3,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1510d83d-c26f-4be4-aa39-92ecd675ed51,29,1,00:00:17.823,0,17,43,Carry,2,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.063721,,6a2a088e-a77f-4d6c-bd67-4318cb167d9f,6713,Diego Javier Llorente Ríos,3,Right Center Back,19.3,67.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,b88e90b5-e5a3-4442-bbee-2730a7eb7c37,16.5,65.0,d35b46cf-e13d-42db-8fd2-576cbe57fb6e,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
