id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_type_id,pass_type_name,pass_body_part_id,pass_body_part_name,carry,under_pressure,ball_receipt,interception,duel,counterpress,goalkeeper,shot,clearance,out,foul_committed,foul_won,dribble,ball_recovery,block,substitution,bad_behaviour,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_aerial_won,interception_outcome_id,interception_outcome_name,pass_cross,related_events_3,related_events,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,dribble_outcome_id,dribble_outcome_name,duel_outcome_id,duel_outcome_name,duel_type_id,duel_type_name,ball_recovery_recovery_failure,clearance_aerial_won,clearance_head,foul_won_defensive,pass_inswinging,pass_technique_id,pass_technique_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_outswinging,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,pass_goal_assist,shot_one_on_one
3f6b8295-ad00-4c54-bba9-5c1a12cd7527,281,1,00:07:39.117,7,39,42,Ball Receipt*,13,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,f1f762d0-84e2-438a-b2bf-2f09b1897eeb,,11298,José Ignacio Martínez García,6,Left Back,90.8,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cec6004c-41c9-4f86-9b8e-3c6e251c7657,285,1,00:07:55.584,7,55,30,Pass,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.008547,,bc6d4658-4b37-42d9-8002-b081f0509478,,6713,Diego Javier Llorente Ríos,5,Left Center Back,63.4,5.5,26607.0,José Raúl Baena Urdiales,11.268097,1.0197227,2.0,Low Pass,69.3,15.1,66.0,Recovery,,,,True,,,,,,,,,,,,,,,,,bdd68096-5ce0-4edb-afe6-507aabf9f117,,,be7ace5a-0800-4481-a0af-bcc6e8e322cc,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3adb5616-5d07-4705-9b5b-d1d6ea203ea1,286,1,00:07:56.554,7,56,17,Pressure,15,360,Rayo Vallecano,1,Regular Play,219,RC Deportivo La Coruña,0.858827,,55170078-1f6f-4b74-83e8-52c80c483778,,5582,Celso Borges Mora,13,Right Center Midfield,50.0,65.0,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,bdd68096-5ce0-4edb-afe6-507aabf9f117,,,d72b64e4-0b0d-4cd6-8dc2-473a7fb31d1d,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bdd68096-5ce0-4edb-afe6-507aabf9f117,287,1,00:07:56.593,7,56,42,Ball Receipt*,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,3adb5616-5d07-4705-9b5b-d1d6ea203ea1,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,69.3,15.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,cec6004c-41c9-4f86-9b8e-3c6e251c7657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d72b64e4-0b0d-4cd6-8dc2-473a7fb31d1d,288,1,00:07:56.593,7,56,43,Carry,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.756967,,3adb5616-5d07-4705-9b5b-d1d6ea203ea1,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,69.3,15.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,55170078-1f6f-4b74-83e8-52c80c483778,67.6,15.5,bdd68096-5ce0-4edb-afe6-507aabf9f117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55170078-1f6f-4b74-83e8-52c80c483778,289,1,00:07:57.349,7,57,30,Pass,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.013748,,3adb5616-5d07-4705-9b5b-d1d6ea203ea1,,26607,José Raúl Baena Urdiales,11,Left Defensive Midfield,67.6,15.5,11539.0,Adrián Embarba Blázquez,9.291394,-1.4304214,2.0,Low Pass,68.9,6.3,,,40.0,Right Foot,,True,,,,,,,,,,,,,,,,,8a13a99e-a959-4b70-9604-999e39c1fefb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8a13a99e-a959-4b70-9604-999e39c1fefb,290,1,00:07:58.363,7,58,42,Ball Receipt*,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,55170078-1f6f-4b74-83e8-52c80c483778,,11539,Adrián Embarba Blázquez,21,Left Wing,68.9,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5b274f71-b3b6-4b8c-8007-e68ec1ad5066,291,1,00:07:58.363,7,58,30,Pass,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.848414,,854a2d1e-e8c5-4af1-83cc-89f84c9ef3ca,,11539,Adrián Embarba Blázquez,21,Left Wing,69.2,6.5,11298.0,José Ignacio Martínez García,10.423532,2.9874845,2.0,Low Pass,58.9,8.1,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854a2d1e-e8c5-4af1-83cc-89f84c9ef3ca,292,1,00:07:59.212,7,59,42,Ball Receipt*,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,5b274f71-b3b6-4b8c-8007-e68ec1ad5066,,11298,José Ignacio Martínez García,6,Left Back,58.9,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87c64e4a-5e9d-4973-a58a-b208ac126244,293,1,00:07:59.212,7,59,43,Carry,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.51611,,854a2d1e-e8c5-4af1-83cc-89f84c9ef3ca,,11298,José Ignacio Martínez García,6,Left Back,58.9,8.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2fa73cb-2b85-4cb8-81ef-070b685fc57e,61.7,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2fa73cb-2b85-4cb8-81ef-070b685fc57e,294,1,00:07:59.728,7,59,30,Pass,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.079343,,ce864d4f-d8c8-4b11-a908-786aa91259a7,,11298,José Ignacio Martínez García,6,Left Back,61.7,6.5,4711.0,Pablo Hernández Domínguez,13.77534,0.45066133,1.0,Ground Pass,74.1,12.5,,,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce864d4f-d8c8-4b11-a908-786aa91259a7,295,1,00:08:00.807,8,0,42,Ball Receipt*,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b2fa73cb-2b85-4cb8-81ef-070b685fc57e,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,74.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d9b746fb-9e68-4aa5-8c6f-1b643cbef66c,296,1,00:08:00.807,8,0,43,Carry,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.034392,,9c0fb027-6055-43b3-bfda-f814d1cd47ec,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,74.1,12.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce864d4f-d8c8-4b11-a908-786aa91259a7,78.0,13.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9c0fb027-6055-43b3-bfda-f814d1cd47ec,297,1,00:08:01.841,8,1,30,Pass,15,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,3.309399,,d1903887-14d9-4ff7-80b0-226e13e311c8,,4711,Pablo Hernández Domínguez,19,Center Attacking Midfield,78.0,13.0,11539.0,Adrián Embarba Blázquez,34.79727,-0.10653157,1.0,Ground Pass,112.6,9.3,,,40.0,Right Foot,,,,,,,,,,,,,,,,,,,d32408bd-180c-4aa4-80db-b0305c2288b2,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
