id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,under_pressure,duel,miscontrol,ball_receipt,counterpress,carry,clearance,out,interception,dribble,shot,goalkeeper,foul_committed,foul_won,ball_recovery,bad_behaviour,substitution,injury_stoppage,pass,related_events_1,carry_end_location_0,carry_end_location_1,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_head,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,clearance_right_foot,related_events,duel_type_id,duel_type_name,pass_aerial_won,interception_outcome_id,interception_outcome_name
ec856581-7c85-4f7a-bdf5-c0c73179cd80,2978,2,00:45:27.367,90,27,17,Pressure,214,360,Rayo Vallecano,9,From Kick Off,212,Atlético Madrid,0.534742,,8434fa32-429a-49d4-b5e7-491d0f47df1b,,6375,Juan Francisco Torres Belén,2,Right Back,30.9,53.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ed178578-d3aa-4313-942f-0a32ce892c18,2979,2,00:45:28.220,90,28,30,Pass,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.063009,,5b89a643-efd2-45eb-a537-3dec98abefb9,,7900,Tiago Manuel Dias Correia,8,Left Wing Back,89.2,28.7,26690.0,Alberto Mateus Contreiras Gonçalves,23.052114,0.77926326,1.0,Ground Pass,105.6,44.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,fc574fc3-6ab8-44dc-badb-788f01390d85,,,9.0,Incomplete,,,,,,,,,,,,,
5b89a643-efd2-45eb-a537-3dec98abefb9,2980,2,00:45:29.283,90,29,42,Ball Receipt*,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,ed178578-d3aa-4313-942f-0a32ce892c18,,26690,Alberto Mateus Contreiras Gonçalves,24,Left Center Forward,104.2,43.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,
fc574fc3-6ab8-44dc-badb-788f01390d85,2981,2,00:45:29.283,90,29,9,Clearance,214,360,Rayo Vallecano,9,From Kick Off,212,Atlético Madrid,0.0,,ed178578-d3aa-4313-942f-0a32ce892c18,,5249,Diego Roberto Godín Leal,5,Left Center Back,14.5,35.2,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,40.0,Right Foot,,,,,True,,,,,,
5f74ec82-1d20-43dd-87c7-3abe87de29a6,2982,2,00:45:32.423,90,32,2,Ball Recovery,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.0,,,,26222,José Eduardo Rosa Vale de Castro,4,Center Back,34.1,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ac584f9-65ec-4789-be1b-c56a3de70882,2983,2,00:45:39.269,90,39,30,Pass,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.906724,,328b7582-aa2e-42f2-8b5e-a35cb88afb8f,True,26222,José Eduardo Rosa Vale de Castro,4,Center Back,43.5,35.3,10612.0,Yoel Rodríguez Oterino,25.268557,2.6867943,1.0,Ground Pass,20.8,46.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328b7582-aa2e-42f2-8b5e-a35cb88afb8f,2984,2,00:45:42.175,90,42,42,Ball Receipt*,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,3ac584f9-65ec-4789-be1b-c56a3de70882,,10612,Yoel Rodríguez Oterino,1,Goalkeeper,20.8,46.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
afb25a75-4ab9-4869-b95e-c26876251c68,2985,2,00:45:42.210,90,42,30,Pass,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.830573,,83f20cc7-5009-44b9-bba1-324329f071c3,True,10612,Yoel Rodríguez Oterino,1,Goalkeeper,20.2,45.4,43354.0,Chengdong Zhang,35.541103,-0.9351735,1.0,Ground Pass,41.3,16.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,a0eaa7c1-2614-4e13-814c-116d978f343f,,,9.0,Incomplete,,,,,,,,,,,,,
a0eaa7c1-2614-4e13-814c-116d978f343f,2986,2,00:45:45.041,90,45,42,Ball Receipt*,214,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,afb25a75-4ab9-4869-b95e-c26876251c68,,43354,Chengdong Zhang,5,Left Center Back,42.9,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,
6fce4c51-bede-4421-9ff2-bdc735d39798,3012,2,00:46:47.412,91,47,30,Pass,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.908311,,0120bb60-8b95-4df0-b04e-079034b32f63,,24138,Joaquín José Marín Ruiz,3,Right Center Back,19.8,80.0,26222.0,José Eduardo Rosa Vale de Castro,17.750774,-2.6098685,2.0,Low Pass,4.5,71.0,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0120bb60-8b95-4df0-b04e-079034b32f63,3013,2,00:46:49.321,91,49,42,Ball Receipt*,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,6fce4c51-bede-4421-9ff2-bdc735d39798,,26222,José Eduardo Rosa Vale de Castro,4,Center Back,4.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd01db52-08e8-4a47-82ab-5cc9678beea4,3014,2,00:46:49.321,91,49,43,Carry,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.119999,,0120bb60-8b95-4df0-b04e-079034b32f63,,26222,José Eduardo Rosa Vale de Castro,4,Center Back,4.5,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8687b50d-5f3e-4280-8844-6f078233e26f,4.5,71.0,,,,,,,,,,,,,,,
8687b50d-5f3e-4280-8844-6f078233e26f,3015,2,00:46:49.441,91,49,30,Pass,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.504811,,e3441fbd-7283-493e-b45a-91ea7e0bf1cf,,26222,José Eduardo Rosa Vale de Castro,4,Center Back,4.5,71.0,10612.0,Yoel Rodríguez Oterino,23.80084,-1.5623932,1.0,Ground Pass,4.7,47.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e3441fbd-7283-493e-b45a-91ea7e0bf1cf,3016,2,00:46:50.946,91,50,42,Ball Receipt*,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,8687b50d-5f3e-4280-8844-6f078233e26f,,10612,Yoel Rodríguez Oterino,1,Goalkeeper,4.7,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e1a38999-945e-438a-9e23-d12082b4cacb,3017,2,00:46:50.946,91,50,43,Carry,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.04,,bb41e11f-4d23-40e9-afa2-2515f29013c5,,10612,Yoel Rodríguez Oterino,1,Goalkeeper,4.7,47.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e3441fbd-7283-493e-b45a-91ea7e0bf1cf,4.7,47.2,,,,,,,,,,,,,,,
bb41e11f-4d23-40e9-afa2-2515f29013c5,3018,2,00:46:50.986,91,50,30,Pass,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.807737,,16c56012-cc12-4ea0-8c04-6383a1daa911,,10612,Yoel Rodríguez Oterino,1,Goalkeeper,4.7,47.2,26690.0,Alberto Mateus Contreiras Gonçalves,61.9662,0.17682233,3.0,High Pass,65.7,58.1,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16c56012-cc12-4ea0-8c04-6383a1daa911,3019,2,00:46:53.793,91,53,42,Ball Receipt*,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,bb41e11f-4d23-40e9-afa2-2515f29013c5,,26690,Alberto Mateus Contreiras Gonçalves,24,Left Center Forward,65.7,58.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39cf2724-24d5-4d4f-b9d8-b218e4fdf3b8,3020,2,00:46:53.857,91,53,4,Duel,217,360,Rayo Vallecano,4,From Throw In,212,Atlético Madrid,0.0,,d7117b75-7833-4227-8ab0-738405da6955,,5249,Diego Roberto Godín Leal,5,Left Center Back,54.4,22.0,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,
d7117b75-7833-4227-8ab0-738405da6955,3021,2,00:46:53.857,91,53,30,Pass,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,5.012488,,35cec1d9-c3be-4d51-982b-bc654c1c3800,,26690,Alberto Mateus Contreiras Gonçalves,24,Left Center Forward,65.7,58.1,26685.0,Nicolás Ladislao Fedor Flores,23.086792,0.84055686,3.0,High Pass,81.1,75.3,,,,,True,,,,,,,,,,,,,,,,,,,39cf2724-24d5-4d4f-b9d8-b218e4fdf3b8,,,,,,,,,,,,,,,True,,
e5e30f38-62c2-45e0-ae1b-8b193b35b3ff,3022,2,00:46:58.181,91,58,17,Pressure,217,360,Rayo Vallecano,4,From Throw In,212,Atlético Madrid,1.047822,,35cec1d9-c3be-4d51-982b-bc654c1c3800,,6383,Thomas Teye Partey,10,Center Defensive Midfield,35.8,3.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab199d66-5566-40f5-b0a3-72343f777d11,,,,,,,,,,,,,,,,,
35cec1d9-c3be-4d51-982b-bc654c1c3800,3023,2,00:46:58.869,91,58,42,Ball Receipt*,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,d7117b75-7833-4227-8ab0-738405da6955,,26685,Nicolás Ladislao Fedor Flores,10,Center Defensive Midfield,81.1,75.3,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,e5e30f38-62c2-45e0-ae1b-8b193b35b3ff,,,,,,,,,,,,,,,,,
ab199d66-5566-40f5-b0a3-72343f777d11,3024,2,00:46:58.869,91,58,43,Carry,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.667813,,35cec1d9-c3be-4d51-982b-bc654c1c3800,,26685,Nicolás Ladislao Fedor Flores,10,Center Defensive Midfield,81.1,75.3,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,a6ef0241-4159-43f4-96a3-19b155a3a472,84.3,76.4,,,,,,e5e30f38-62c2-45e0-ae1b-8b193b35b3ff,,,,,,,,,
a6ef0241-4159-43f4-96a3-19b155a3a472,3025,2,00:47:00.537,92,0,3,Dispossessed,217,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,d727dde2-66ee-41a2-905f-91ecb3ec3744,,26685,Nicolás Ladislao Fedor Flores,10,Center Defensive Midfield,84.3,76.4,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9278c8c8-9e3f-42d1-a540-ee959a7ff716,3037,2,00:47:30.635,92,30,30,Pass,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.133993,,ac1c3a21-fba5-4736-b025-61142e592cbc,,26222,José Eduardo Rosa Vale de Castro,4,Center Back,29.2,22.9,11542.0,Javier Guerra Rodríguez,42.675518,0.20291021,3.0,High Pass,71.0,31.5,40.0,Right Foot,64.0,Interception,,,,,True,,,,,,,,,,,,,,,dc7e2d55-4e62-4365-9550-0a469ebbc4f8,,,,,,,,,,,,,,,,,
ac1c3a21-fba5-4736-b025-61142e592cbc,3038,2,00:47:32.769,92,32,42,Ball Receipt*,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,9278c8c8-9e3f-42d1-a540-ee959a7ff716,,11542,Javier Guerra Rodríguez,22,Right Center Forward,71.0,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14c6a91c-a948-427b-9abd-e19c709fc5e0,3039,2,00:47:32.769,92,32,43,Carry,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.992803,,4cb3d4d2-fc6f-4ab1-acae-66b3e31ddd24,,11542,Javier Guerra Rodríguez,22,Right Center Forward,71.0,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac1c3a21-fba5-4736-b025-61142e592cbc,70.9,32.9,,,,,,,,,,,,,,,
4cb3d4d2-fc6f-4ab1-acae-66b3e31ddd24,3040,2,00:47:33.762,92,33,30,Pass,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.251113,,ea57dc56-1236-4223-ab62-5906c9f61752,,11542,Javier Guerra Rodríguez,22,Right Center Forward,70.9,32.9,26685.0,Nicolás Ladislao Fedor Flores,24.69514,1.7499255,1.0,Ground Pass,66.5,57.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ea57dc56-1236-4223-ab62-5906c9f61752,3041,2,00:47:35.013,92,35,42,Ball Receipt*,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,4cb3d4d2-fc6f-4ab1-acae-66b3e31ddd24,,26685,Nicolás Ladislao Fedor Flores,10,Center Defensive Midfield,66.5,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e34fb39-156b-49d5-82dc-6b100e975b48,3042,2,00:47:35.013,92,35,43,Carry,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.4564,,5fc582b6-e3ac-4277-acd0-8e8626a758b5,,26685,Nicolás Ladislao Fedor Flores,10,Center Defensive Midfield,66.5,57.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea57dc56-1236-4223-ab62-5906c9f61752,66.5,57.2,,,,,,,,,,,,,,,
5fc582b6-e3ac-4277-acd0-8e8626a758b5,3043,2,00:47:36.470,92,36,30,Pass,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.268661,,d525b2d6-5761-46ae-b929-4ac8e5b92449,,26685,Nicolás Ladislao Fedor Flores,10,Center Defensive Midfield,66.5,57.2,26690.0,Alberto Mateus Contreiras Gonçalves,43.064255,-0.7936082,1.0,Ground Pass,96.7,26.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,e780e860-9976-4415-be9f-3b7343ade4af,,,9.0,Incomplete,,,,,,,,,,,,,
e780e860-9976-4415-be9f-3b7343ade4af,3044,2,00:47:37.738,92,37,42,Ball Receipt*,219,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,5fc582b6-e3ac-4277-acd0-8e8626a758b5,,26690,Alberto Mateus Contreiras Gonçalves,24,Left Center Forward,95.0,24.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,
d525b2d6-5761-46ae-b929-4ac8e5b92449,3045,2,00:47:37.738,92,37,10,Interception,219,360,Rayo Vallecano,1,Regular Play,212,Atlético Madrid,0.0,,5fc582b6-e3ac-4277-acd0-8e8626a758b5,,6375,Juan Francisco Torres Belén,2,Right Back,23.4,53.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,Success In Play
