id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,dribble,duel,ball_recovery,ball_receipt,clearance,out,foul_won,foul_committed,counterpress,interception,shot,goalkeeper,substitution,miscontrol,bad_behaviour,player_off,pass,pass_cross,pass_outcome_id,pass_outcome_name,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,clearance_head,clearance_aerial_won,dribble_outcome_id,dribble_outcome_name,related_events_3,related_events,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,pass_aerial_won,duel_outcome_id,duel_outcome_name,pass_switch,foul_committed_card_id,foul_committed_card_name,foul_won_defensive
e3395320-fe62-4f02-9c48-ae513d6fd593,355,1,00:10:48.714,10,48,43,Carry,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.285261,,0451c86b-8881-46d5-bd9e-64b27c49e64a,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,97.5,70.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,899b5010-a779-41f4-82e7-f3d8446830c4,97.6,70.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
899b5010-a779-41f4-82e7-f3d8446830c4,356,1,00:10:49.000,10,49,30,Pass,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.596593,,d86d95b5-2f0e-49b1-bfe8-dcccc4e39307,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,97.6,70.2,4711.0,Pablo Hernández Domínguez,7.641989,-0.74837804,2.0,Low Pass,103.2,65.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c2744b07-55c1-4127-b6a6-e693c7a8a631,357,1,00:10:49.420,10,49,17,Pressure,28,360,Rayo Vallecano,4,From Throw In,213,Sevilla,0.197127,,d86d95b5-2f0e-49b1-bfe8-dcccc4e39307,,27483,Benoît Trémoulinas,6,Left Back,16.5,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ff9a2086-52de-4068-be21-c88b794f94c9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d86d95b5-2f0e-49b1-bfe8-dcccc4e39307,358,1,00:10:49.596,10,49,42,Ball Receipt*,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,899b5010-a779-41f4-82e7-f3d8446830c4,,4711,Pablo Hernández Domínguez,17,Right Wing,103.2,65.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,c2744b07-55c1-4127-b6a6-e693c7a8a631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ff9a2086-52de-4068-be21-c88b794f94c9,359,1,00:10:49.596,10,49,43,Carry,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.140177,,c2744b07-55c1-4127-b6a6-e693c7a8a631,,4711,Pablo Hernández Domínguez,17,Right Wing,103.2,65.0,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,d86d95b5-2f0e-49b1-bfe8-dcccc4e39307,101.5,66.6,ef2cbc12-d524-4683-af80-32ffb69cd832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef2cbc12-d524-4683-af80-32ffb69cd832,360,1,00:10:49.736,10,49,30,Pass,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.528365,,6782fa55-03b2-4bf2-992d-a676959e7082,,4711,Pablo Hernández Domínguez,17,Right Wing,101.5,66.6,6914.0,Roberto Román Triguero,6.1351447,0.33205947,3.0,High Pass,107.3,68.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,a8bda7c9-b44b-4d1d-a853-31a4ab51f3d4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6782fa55-03b2-4bf2-992d-a676959e7082,361,1,00:10:50.265,10,50,42,Ball Receipt*,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,ef2cbc12-d524-4683-af80-32ffb69cd832,,6914,Roberto Román Triguero,2,Right Back,108.7,69.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8f0c32e5-bfdc-4fe2-b3bb-a69962550165,362,1,00:10:50.265,10,50,4,Duel,28,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.0,,a8bda7c9-b44b-4d1d-a853-31a4ab51f3d4,,6914,Roberto Román Triguero,2,Right Back,107.3,68.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8bda7c9-b44b-4d1d-a853-31a4ab51f3d4,363,1,00:10:50.265,10,50,9,Clearance,28,360,Rayo Vallecano,4,From Throw In,213,Sevilla,0.0,,8f0c32e5-bfdc-4fe2-b3bb-a69962550165,,6356,Michael Krohn-Dehli,21,Left Wing,12.8,11.5,,,,,,,,,,,,,,True,,,,,,True,,,,,,,,,,,,,,,37.0,Head,,ef2cbc12-d524-4683-af80-32ffb69cd832,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d06fe157-6b8a-40e0-808b-8740ada0134e,364,1,00:10:57.032,10,57,30,Pass,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.009576,,68e8ab7a-43ff-4c30-8aef-89a41eb120dc,,6914,Roberto Román Triguero,2,Right Back,110.0,80.0,26607.0,José Raúl Baena Urdiales,14.246754,-1.1668262,2.0,Low Pass,115.6,66.9,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e109a5e7-6cf5-4602-b7ce-6e4027ba9b8c,365,1,00:10:57.937,10,57,17,Pressure,29,360,Rayo Vallecano,4,From Throw In,213,Sevilla,1.797874,,68e8ab7a-43ff-4c30-8aef-89a41eb120dc,,7154,Sebastián Carlos Cristóforo Pepe,9,Right Defensive Midfield,6.5,16.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb56ab3b-4a15-45c6-bf4d-17f8ec4a03fc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68e8ab7a-43ff-4c30-8aef-89a41eb120dc,366,1,00:10:59.042,10,59,42,Ball Receipt*,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,d06fe157-6b8a-40e0-808b-8740ada0134e,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,115.6,66.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,e109a5e7-6cf5-4602-b7ce-6e4027ba9b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
fb56ab3b-4a15-45c6-bf4d-17f8ec4a03fc,367,1,00:10:59.042,10,59,43,Carry,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.768342,,218e1067-3fb0-432f-8c8c-3099e8fa54b6,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,115.6,66.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,68e8ab7a-43ff-4c30-8aef-89a41eb120dc,116.4,66.0,e109a5e7-6cf5-4602-b7ce-6e4027ba9b8c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218e1067-3fb0-432f-8c8c-3099e8fa54b6,368,1,00:11:00.810,11,0,30,Pass,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.590128,,e62071b9-641c-4096-9eaf-5f356d11be41,,26607,José Raúl Baena Urdiales,9,Right Defensive Midfield,116.4,66.0,6914.0,Roberto Román Triguero,5.990826,2.888517,1.0,Ground Pass,110.6,67.5,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e62071b9-641c-4096-9eaf-5f356d11be41,369,1,00:11:01.401,11,1,42,Ball Receipt*,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,218e1067-3fb0-432f-8c8c-3099e8fa54b6,,6914,Roberto Román Triguero,2,Right Back,110.6,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c25363bd-23ed-4ebe-b46b-5c32465c6d7f,370,1,00:11:01.401,11,1,43,Carry,29,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.54485,,47f2465e-eb98-4550-b315-40762a1a6e39,,6914,Roberto Román Triguero,2,Right Back,110.6,67.5,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,da69d116-6714-4085-98a9-e143a3f8d6ad,111.5,65.2,e62071b9-641c-4096-9eaf-5f356d11be41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
