id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,related_events_1,related_events_2,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,pass_aerial_won,carry_end_location_0,carry_end_location_1,related_events_3,pass_cross,interception_outcome_id,interception_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_aerial_won,clearance_body_part_id,clearance_body_part_name,clearance_head,pass_cut_back,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name
c58cb0ef-9df3-497d-89f2-89a7ea201609,70,1,00:01:00.014,1,0,17,Pressure,3,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,2.632446,,94af9135-a62e-4890-b2cc-c9878d6152cf,b5a14a7e-c860-4df1-b39c-7f848cf51f6e,,5463,Luka Modrić,15,Left Center Midfield,53.9,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94af9135-a62e-4890-b2cc-c9878d6152cf,71,1,00:01:00.173,1,0,42,Ball Receipt*,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,436ea431-e7bc-4cc9-afa4-f8a37f53ed2c,c58cb0ef-9df3-497d-89f2-89a7ea201609,,11542,Javier Guerra Rodríguez,23,Center Forward,69.3,50.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b5a14a7e-c860-4df1-b39c-7f848cf51f6e,72,1,00:01:00.173,1,0,43,Carry,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,2.623992,,94af9135-a62e-4890-b2cc-c9878d6152cf,c58cb0ef-9df3-497d-89f2-89a7ea201609,d6029de5-e526-4dc0-a687-6606cc737d03,11542,Javier Guerra Rodríguez,23,Center Forward,69.3,50.1,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,50.6,e15b6c7a-28d9-4185-8e2c-c49a0d60c75a,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d6029de5-e526-4dc0-a687-6606cc737d03,73,1,00:01:02.797,1,2,22,Foul Committed,3,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.0,,b5a14a7e-c860-4df1-b39c-7f848cf51f6e,e15b6c7a-28d9-4185-8e2c-c49a0d60c75a,,5463,Luka Modrić,15,Left Center Midfield,37.6,29.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e15b6c7a-28d9-4185-8e2c-c49a0d60c75a,74,1,00:01:02.797,1,2,21,Foul Won,3,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,d6029de5-e526-4dc0-a687-6606cc737d03,,,11542,Javier Guerra Rodríguez,23,Center Forward,82.5,50.6,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f4416c29-e2f8-4825-8f45-47c49017d899,75,1,00:01:10.980,1,10,30,Pass,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,2.413532,,ccfe1f9a-22d3-4ccb-8f7b-78f04049594a,,,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,82.5,50.6,23761.0,Alhassane Bangoura,28.838343,1.0559512,1.0,Ground Pass,96.7,75.7,40.0,Right Foot,62.0,Free Kick,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ccfe1f9a-22d3-4ccb-8f7b-78f04049594a,76,1,00:01:13.393,1,13,42,Ball Receipt*,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,f4416c29-e2f8-4825-8f45-47c49017d899,,,23761,Alhassane Bangoura,17,Right Wing,96.7,75.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a6e16efb-c5d2-457a-ba22-0c6320518bea,77,1,00:01:15.371,1,15,30,Pass,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,0.874091,,7de56b77-8ad7-4e75-a9ac-73e6c975129a,91c7082f-5916-41d8-aa4c-b03672bc1384,,23761,Alhassane Bangoura,17,Right Wing,104.2,67.9,11542.0,Javier Guerra Rodríguez,25.087446,-1.1910301,2.0,Low Pass,113.5,44.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7de56b77-8ad7-4e75-a9ac-73e6c975129a,78,1,00:01:16.246,1,16,42,Ball Receipt*,4,360,Rayo Vallecano,3,From Free Kick,360,Rayo Vallecano,,,a6e16efb-c5d2-457a-ba22-0c6320518bea,,,11542,Javier Guerra Rodríguez,23,Center Forward,113.5,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91c7082f-5916-41d8-aa4c-b03672bc1384,79,1,00:01:16.246,1,16,10,Interception,4,360,Rayo Vallecano,3,From Free Kick,220,Real Madrid,0.0,,a6e16efb-c5d2-457a-ba22-0c6320518bea,,,5201,Sergio Ramos García,3,Right Center Back,6.6,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,Lost Out,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b76beffc-7de5-4cc2-a005-94db1b1eb690,80,1,00:01:50.321,1,50,30,Pass,5,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,1.329847,,11c258f3-d2d5-4c12-b5f8-0d82a8e61ae1,d3e6c1c8-0dff-43be-ab1d-b56d3393c7d1,,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,120.0,80.0,27144.0,Antonio Amaya Carazo,33.08474,-1.8025793,3.0,High Pass,112.4,47.8,40.0,Right Foot,61.0,Corner,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,105.0,Outswinging,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3e6c1c8-0dff-43be-ab1d-b56d3393c7d1,81,1,00:01:51.651,1,51,42,Ball Receipt*,5,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,,,b76beffc-7de5-4cc2-a005-94db1b1eb690,,,27144,Antonio Amaya Carazo,3,Right Center Back,112.4,47.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
981d2ec8-c511-4575-afe7-f51eed1a709a,82,1,00:01:51.651,1,51,4,Duel,5,360,Rayo Vallecano,2,From Corner,360,Rayo Vallecano,0.0,,11c258f3-d2d5-4c12-b5f8-0d82a8e61ae1,,,27144,Antonio Amaya Carazo,3,Right Center Back,112.4,47.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,10.0,Aerial Lost,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11c258f3-d2d5-4c12-b5f8-0d82a8e61ae1,83,1,00:01:51.651,1,51,9,Clearance,5,360,Rayo Vallecano,2,From Corner,220,Real Madrid,0.0,,981d2ec8-c511-4575-afe7-f51eed1a709a,b76beffc-7de5-4cc2-a005-94db1b1eb690,,20016,Kléper Laveran Lima Ferreira,5,Left Center Back,7.7,32.3,,,,,,,,,,,,,,True,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
df328214-498a-4b10-a18e-7407ea829e4e,84,1,00:02:21.102,2,21,30,Pass,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,2.928974,,c4a26171-60a5-43dc-aaf6-413397d82e67,,,6914,Roberto Román Triguero,2,Right Back,96.8,80.0,23761.0,Alhassane Bangoura,14.340154,-0.13992468,2.0,Low Pass,111.0,78.0,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
c4a26171-60a5-43dc-aaf6-413397d82e67,85,1,00:02:24.031,2,24,42,Ball Receipt*,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,df328214-498a-4b10-a18e-7407ea829e4e,,,23761,Alhassane Bangoura,17,Right Wing,111.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a686b0f2-92b3-4cf1-afaa-023c38d936ea,86,1,00:02:24.031,2,24,43,Carry,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,0.202087,,328f34b3-93d8-438c-8f7c-c8bfb86cb244,c4a26171-60a5-43dc-aaf6-413397d82e67,,23761,Alhassane Bangoura,17,Right Wing,111.0,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.6,77.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
328f34b3-93d8-438c-8f7c-c8bfb86cb244,87,1,00:02:24.233,2,24,30,Pass,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,1.569965,,e947974a-204a-4c98-948e-91e97933f0c2,,,23761,Alhassane Bangoura,17,Right Wing,117.6,77.8,6852.0,Jozabed Sánchez Ruiz,33.24154,-1.94013,1.0,Ground Pass,105.6,46.8,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,True,42e4543a-d32c-46dd-871a-4ed4fc52c4cc,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e947974a-204a-4c98-948e-91e97933f0c2,88,1,00:02:25.800,2,25,42,Ball Receipt*,6,360,Rayo Vallecano,4,From Throw In,360,Rayo Vallecano,,,328f34b3-93d8-438c-8f7c-c8bfb86cb244,,,6852,Jozabed Sánchez Ruiz,19,Center Attacking Midfield,105.6,46.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
