id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,off_camera,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,ball_receipt,under_pressure,counterpress,clearance,out,foul_committed,interception,foul_won,dribble,duel,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,miscontrol,block,ball_recovery,substitution,bad_behaviour,related_events_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,carry_end_location_0,carry_end_location_1,pass_assisted_shot_id,pass_shot_assist,related_events,related_events_2,dribble_outcome_id,dribble_outcome_name,shot_one_on_one,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,foul_committed_advantage,foul_won_advantage,shot_saved_off_target,shot_first_time,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate
6dd8a39e-96cd-42c7-a068-067bd3a81425,2666,2,00:20:03.270,65,3,43,Carry,134,217,Barcelona,6,From Counter,217,Barcelona,0.13250001,,130cbd5c-77b8-42f4-9f55-20b7c0d77231,,4320,Neymar da Silva Santos Junior,21,Left Wing,97.4,28.9,,,,True,,,,,,,,,,,,,,,,,,,,,,,ce99603e-f0cd-4d69-86aa-dc24a228e3a4,,,,,,,,,,,,,,97.0,29.8,,,,f7375169-45a7-4aa8-a701-49286fc857ee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce99603e-f0cd-4d69-86aa-dc24a228e3a4,2667,2,00:20:03.403,65,3,39,Dribbled Past,134,217,Barcelona,6,From Counter,215,Athletic Club,0.0,,130cbd5c-77b8-42f4-9f55-20b7c0d77231,,6788,Xabier Etxeita Gorritxategi,3,Right Center Back,23.1,50.3,,,,,,,,,,,,,,,,,,,,,,,,,,,5c0f4bb4-0402-44c1-b91d-5ae3df043894,,,,,,,,,,,,,,,,,,,6dd8a39e-96cd-42c7-a068-067bd3a81425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130cbd5c-77b8-42f4-9f55-20b7c0d77231,2668,2,00:20:03.403,65,3,14,Dribble,134,217,Barcelona,6,From Counter,217,Barcelona,0.0,,ce99603e-f0cd-4d69-86aa-dc24a228e3a4,,4320,Neymar da Silva Santos Junior,21,Left Wing,97.0,29.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5c0f4bb4-0402-44c1-b91d-5ae3df043894,2669,2,00:20:03.403,65,3,43,Carry,134,217,Barcelona,6,From Counter,217,Barcelona,1.0992,,130cbd5c-77b8-42f4-9f55-20b7c0d77231,,4320,Neymar da Silva Santos Junior,21,Left Wing,97.0,29.8,,,,True,,,,,,,,,,,,,,,,,,,,,,,4febbd2b-5671-4abd-927d-a40c55a73d22,,,,,,,,,,,,,,109.2,29.2,,,,ce99603e-f0cd-4d69-86aa-dc24a228e3a4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4febbd2b-5671-4abd-927d-a40c55a73d22,2670,2,00:20:04.502,65,4,16,Shot,134,217,Barcelona,6,From Counter,217,Barcelona,0.2728,,eecf6689-f95d-4bd0-bd0c-00e2c8d54caf,,4320,Neymar da Silva Santos Junior,21,Left Wing,109.2,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.31850475,113.4,34.2,0.9,46a5074e-0dda-4fe6-a3ca-1ec0e451bea3,40.0,Right Foot,87.0,Open Play,100.0,Saved,92.0,Lob,101.1,28.7,6788.0,Xabier Etxeita Gorritxategi,3.0,Right Center Back,False,103.2,32.1,6649.0,Óscar de Marcos Arana,2.0,Right Back,False,102.0,39.3,4353.0,Aymeric Laporte,5.0,Left Center Back,False,101.0,49.2,26788.0,Jon Aurtenetxe Borde,6.0,Left Back,False,89.0,49.3,5503.0,Lionel Andrés Messi Cuccittini,17.0,Right Wing,True,89.5,39.4,5470.0,Ivan Rakitić,13.0,Right Center Midfield,True,113.3,34.2,6576.0,Gorka Iraizoz Moreno,1.0,Goalkeeper,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
eecf6689-f95d-4bd0-bd0c-00e2c8d54caf,2671,2,00:20:04.775,65,4,23,Goal Keeper,134,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,4febbd2b-5671-4abd-927d-a40c55a73d22,,6576,Gorka Iraizoz Moreno,1,Goalkeeper,6.8,45.9,,,,,,,,,,,,,,46.0,Standing,44.0,Set,33.0,Shot Saved,56.0,Saved Twice,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,Both Hands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44279cb0-2e65-422f-9fa0-e5ed082433d8,2675,2,00:20:14.845,65,14,2,Ball Recovery,136,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,48.2,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
def922c0-5127-49ae-8c82-4a2b1d5ef8fb,2676,2,00:20:14.845,65,14,43,Carry,136,217,Barcelona,1,Regular Play,217,Barcelona,1.9148,,44279cb0-2e65-422f-9fa0-e5ed082433d8,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,48.2,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,4451cd7e-fb73-4a46-ba9c-544db2cb8dde,,,,,,,,,,,,,,54.5,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cda0d2c6-6af0-4d58-a415-98aecf32f49b,2677,2,00:20:14.992,65,14,38,Miscontrol,136,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,,,6394,Aritz Aduriz Zubeldia,23,Center Forward,71.2,33.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
05b4b97f-bc57-443a-9f3f-b453315f52a7,2678,2,00:20:15.942,65,15,17,Pressure,136,217,Barcelona,1,Regular Play,215,Athletic Club,0.6768,,,,6389,Mikel San José Domínguez,15,Left Center Midfield,62.2,41.1,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0484053-673f-4d53-aeaa-b0ee21423d28,2679,2,00:20:16.760,65,16,22,Foul Committed,136,217,Barcelona,1,Regular Play,215,Athletic Club,0.0,,4451cd7e-fb73-4a46-ba9c-544db2cb8dde,,6389,Mikel San José Domínguez,15,Left Center Midfield,65.6,40.2,,,,,True,,,,,,,,,,,,,,,,,,,,,,dc96bcfc-4d3f-479a-b35b-6c261d307276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451cd7e-fb73-4a46-ba9c-544db2cb8dde,2680,2,00:20:16.760,65,16,21,Foul Won,136,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,a0484053-673f-4d53-aeaa-b0ee21423d28,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,54.5,39.9,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dc96bcfc-4d3f-479a-b35b-6c261d307276,2681,2,00:20:16.760,65,16,43,Carry,136,217,Barcelona,1,Regular Play,217,Barcelona,0.1462,,4451cd7e-fb73-4a46-ba9c-544db2cb8dde,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,54.5,39.9,,,,True,,,,,,,,,,,,,,,,,,,,,,,6fc03883-b9b5-4102-9cec-a82019a2635e,,,,,,,,,,,,,,55.6,40.7,,,,a0484053-673f-4d53-aeaa-b0ee21423d28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6fc03883-b9b5-4102-9cec-a82019a2635e,2682,2,00:20:16.906,65,16,30,Pass,136,217,Barcelona,1,Regular Play,217,Barcelona,0.9643,,b48938a3-276a-4ed0-a984-0d591ae53ad0,,5203,Sergio Busquets i Burgos,10,Center Defensive Midfield,55.6,40.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,5470.0,Ivan Rakitić,10.511898,-0.20112689,1.0,Ground Pass,65.9,38.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b48938a3-276a-4ed0-a984-0d591ae53ad0,2683,2,00:20:17.871,65,17,42,Ball Receipt*,136,217,Barcelona,1,Regular Play,217,Barcelona,,,6fc03883-b9b5-4102-9cec-a82019a2635e,,5470,Ivan Rakitić,13,Right Center Midfield,65.9,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7c5b198a-f0ef-4b6e-a3bc-4d467d2c2923,2684,2,00:20:17.871,65,17,43,Carry,136,217,Barcelona,1,Regular Play,217,Barcelona,2.4228,,a94c2f04-b267-44b2-aa25-c3bd4f80b93b,,5470,Ivan Rakitić,13,Right Center Midfield,65.9,38.6,,,,,,,,,,,,,,,,,,,,,,,,,,,b48938a3-276a-4ed0-a984-0d591ae53ad0,,,,,,,,,,,,,,70.5,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a94c2f04-b267-44b2-aa25-c3bd4f80b93b,2685,2,00:20:20.294,65,20,30,Pass,136,217,Barcelona,1,Regular Play,217,Barcelona,2.0636,,14e7489b-ba90-4f4c-a7cf-1636371e4a48,,5470,Ivan Rakitić,13,Right Center Midfield,70.5,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,28.1,-0.60576975,1.0,Ground Pass,93.6,14.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14e7489b-ba90-4f4c-a7cf-1636371e4a48,2686,2,00:20:22.357,65,22,42,Ball Receipt*,136,217,Barcelona,1,Regular Play,217,Barcelona,,,a94c2f04-b267-44b2-aa25-c3bd4f80b93b,,4320,Neymar da Silva Santos Junior,21,Left Wing,93.6,14.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
