id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events,player_id,player_name,position_id,position_name,location_0,location_1,pass,under_pressure,carry,ball_receipt,counterpress,dribble,duel,off_camera,out,ball_recovery,interception,shot,goalkeeper,clearance,foul_won,block,foul_committed,miscontrol,substitution,bad_behaviour,related_events_0,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_won_defensive,related_events_4,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_first_time,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_outcome_id,goalkeeper_outcome_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_body_part_id,goalkeeper_body_part_name,clearance_right_foot,clearance_body_part_id,clearance_body_part_name,pass_inswinging,pass_technique_id,pass_technique_name,clearance_head,pass_deflected,block_deflection,pass_through_ball,clearance_aerial_won,ball_recovery_recovery_failure,pass_switch,goalkeeper_end_location_0,goalkeeper_end_location_1,pass_cut_back
e35e7be2-c3e4-4bbe-a1f2-d671f18a363f,30,1,00:00:23.095,0,23,42,Ball Receipt*,3,217,Barcelona,1,Regular Play,217,Barcelona,,,,5246,Luis Alberto Suárez Díaz,23,Center Forward,81.0,72.5,,,,,,,,,,,,,,,,,,,,,a816c531-fcb2-4222-9526-ddf9ea6bf7b1,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7693e8cf-4c70-430b-ad71-842f2db7ef5b,125,1,00:02:04.561,2,4,30,Pass,5,217,Barcelona,4,From Throw In,217,Barcelona,1.042398,,,4324,Daniel Alves da Silva,2,Right Back,48.2,80.0,,,,,,,,True,,,,,,,,,,,,,ce995455-458c-42e4-8814-857e33bfd6ef,,,,5506.0,Javier Alejandro Mascherano,33.266197,-1.6973884,3.0,High Pass,44.0,47.0,,,,,,,,,,,67.0,Throw-in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ce995455-458c-42e4-8814-857e33bfd6ef,126,1,00:02:05.604,2,5,42,Ball Receipt*,5,217,Barcelona,4,From Throw In,217,Barcelona,,,,5506,Javier Alejandro Mascherano,5,Left Center Back,44.0,47.0,,,,,,,,,,,,,,,,,,,,,7693e8cf-4c70-430b-ad71-842f2db7ef5b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67706e55-2dfe-46fc-adf8-3e9c9d374276,127,1,00:02:08.419,2,8,17,Pressure,5,217,Barcelona,4,From Throw In,209,Celta Vigo,2.44143,,,6797,Daniel Wass,22,Right Center Forward,56.2,41.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77840b8d-c7f4-48d0-9d7d-4626efc0ec58,128,1,00:02:11.699,2,11,30,Pass,5,217,Barcelona,4,From Throw In,217,Barcelona,2.223702,,,5506,Javier Alejandro Mascherano,5,Left Center Back,61.7,23.7,,,,,,,,,,,,,,,,,,,,,e423faca-8f45-4353-abbb-d9563e490ea7,,,,5213.0,Gerard Piqué Bernabéu,27.969269,1.9672376,1.0,Ground Pass,50.9,49.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e423faca-8f45-4353-abbb-d9563e490ea7,129,1,00:02:13.923,2,13,42,Ball Receipt*,5,217,Barcelona,4,From Throw In,217,Barcelona,,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,50.9,49.5,,,,,,,,,,,,,,,,,,,,,77840b8d-c7f4-48d0-9d7d-4626efc0ec58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4e5389de-3764-49db-b9b6-e1030e355689,130,1,00:02:13.923,2,13,43,Carry,5,217,Barcelona,4,From Throw In,217,Barcelona,3.6,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,50.9,49.5,,,,,,,,,,,,,,,,,,,,,11c83729-ad59-4966-9f9d-66b8cd6ca105,e423faca-8f45-4353-abbb-d9563e490ea7,52.3,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11c83729-ad59-4966-9f9d-66b8cd6ca105,131,1,00:02:17.523,2,17,30,Pass,5,217,Barcelona,4,From Throw In,217,Barcelona,1.0999,,,5213,Gerard Piqué Bernabéu,3,Right Center Back,52.3,54.7,,,,,,,,,,,,,,,,,,,,,8436845c-802a-4fc8-8ce2-e18915715bdd,,,,4324.0,Daniel Alves da Silva,18.3,1.3894765,1.0,Ground Pass,55.6,72.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8436845c-802a-4fc8-8ce2-e18915715bdd,132,1,00:02:18.623,2,18,42,Ball Receipt*,5,217,Barcelona,4,From Throw In,217,Barcelona,,,,4324,Daniel Alves da Silva,2,Right Back,55.6,72.7,,,,,,,,,,,,,,,,,,,,,11c83729-ad59-4966-9f9d-66b8cd6ca105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f149a8d2-4fcf-496d-9a88-b006dbe4c30e,133,1,00:02:18.623,2,18,43,Carry,5,217,Barcelona,4,From Throw In,217,Barcelona,0.24,,,4324,Daniel Alves da Silva,2,Right Back,55.6,72.7,,,,,,,,,,,,,,,,,,,,,8436845c-802a-4fc8-8ce2-e18915715bdd,b7f047b7-7db1-4b66-95f9-eb3ea043661c,55.6,72.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b7f047b7-7db1-4b66-95f9-eb3ea043661c,134,1,00:02:18.863,2,18,30,Pass,5,217,Barcelona,4,From Throw In,217,Barcelona,0.932,,,4324,Daniel Alves da Silva,2,Right Back,55.6,72.7,,,,,,,,,,,,,,,,,,,,,0b455658-96f5-41ff-b051-74800aead145,,,,6379.0,Sergi Roberto Carnicer,10.221546,-0.5337082,1.0,Ground Pass,64.4,67.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863863c8-36d8-453c-a873-d6ee4e84dd2b,135,1,00:02:19.326,2,19,17,Pressure,5,217,Barcelona,4,From Throw In,209,Celta Vigo,0.482,,,6796,Nemanja Radoja,11,Left Defensive Midfield,54.1,15.1,,,,,,,,,,,,,,,,,,,,,0b455658-96f5-41ff-b051-74800aead145,4583648c-8a9b-4aec-afc3-48e3bf15edd8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0b455658-96f5-41ff-b051-74800aead145,136,1,00:02:19.795,2,19,42,Ball Receipt*,5,217,Barcelona,4,From Throw In,217,Barcelona,,,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,64.4,67.5,,True,,,,,,,,,,,,,,,,,,,863863c8-36d8-453c-a873-d6ee4e84dd2b,b7f047b7-7db1-4b66-95f9-eb3ea043661c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4583648c-8a9b-4aec-afc3-48e3bf15edd8,137,1,00:02:19.795,2,19,43,Carry,5,217,Barcelona,4,From Throw In,217,Barcelona,0.08,,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,64.4,67.5,,True,,,,,,,,,,,,,,,,,,,0b455658-96f5-41ff-b051-74800aead145,863863c8-36d8-453c-a873-d6ee4e84dd2b,63.5,67.1,,,,,,,,,,,bd4d6d70-07a4-4aba-bc4a-bbd6c50ca873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bd4d6d70-07a4-4aba-bc4a-bbd6c50ca873,138,1,00:02:19.875,2,19,30,Pass,5,217,Barcelona,4,From Throw In,217,Barcelona,0.5404,,,6379,Sergi Roberto Carnicer,13,Right Center Midfield,63.5,67.1,,,,,,,,,,,,,,,,,,,,,f9414783-1c2a-43ef-bad1-7c1af48033b1,,,,4324.0,Daniel Alves da Silva,8.502353,3.1180675,1.0,Ground Pass,55.0,67.3,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9414783-1c2a-43ef-bad1-7c1af48033b1,139,1,00:02:20.415,2,20,42,Ball Receipt*,5,217,Barcelona,4,From Throw In,217,Barcelona,,,,4324,Daniel Alves da Silva,2,Right Back,55.0,67.3,,,,,,,,,,,,,,,,,,,,,bd4d6d70-07a4-4aba-bc4a-bbd6c50ca873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
