id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,out,counterpress,duel,ball_receipt,block,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,dribble,clearance,shot,interception,foul_won,off_camera,ball_recovery,foul_committed,50_50,substitution,bad_behaviour,related_events,location,goalkeeper,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_3,pass_cross,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_first_time,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_body_part_id,goalkeeper_body_part_name,pass_switch,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,player,position
800510c4-9dd4-4dca-8672-3f2e85c3de6d,3269,2,00:47:51.178,92,51,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,2.222636,,07f038a5-68c9-4d90-876b-f492079ce9fb,6379.0,Sergi Roberto Carnicer,10.0,Center Defensive Midfield,43.3,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4324.0,Daniel Alves da Silva,29.808052,1.2851236,3.0,High Pass,51.7,76.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07f038a5-68c9-4d90-876b-f492079ce9fb,3270,2,00:47:53.400,92,53,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,800510c4-9dd4-4dca-8672-3f2e85c3de6d,4324.0,Daniel Alves da Silva,2.0,Right Back,51.7,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f9d06adb-6538-4d21-baf5-2f601199c151,3271,2,00:47:53.400,92,53,43,Carry,161,217,Barcelona,1,Regular Play,217,Barcelona,4.554646,,07f038a5-68c9-4d90-876b-f492079ce9fb,4324.0,Daniel Alves da Silva,2.0,Right Back,51.7,76.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88997e4f-a183-46dd-a209-52204333bd91,,74.2,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88997e4f-a183-46dd-a209-52204333bd91,3272,2,00:47:57.955,92,57,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,3.732164,,3e1041eb-b1a6-48b8-834a-e02d72c5acc9,4324.0,Daniel Alves da Silva,2.0,Right Back,74.2,75.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,57.280014,-0.9265969,3.0,High Pass,108.6,29.7,40.0,Right Foot,,,846228b2-b7ae-4d53-85ad-3beecf9eb405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,9.0,Incomplete,,,,,,,,
846228b2-b7ae-4d53-85ad-3beecf9eb405,3273,2,00:48:01.687,93,1,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,88997e4f-a183-46dd-a209-52204333bd91,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,98.8,27.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,
3e1041eb-b1a6-48b8-834a-e02d72c5acc9,3274,2,00:48:01.687,93,1,2,Ball Recovery,161,217,Barcelona,1,Regular Play,1049,Granada,0.0,,88997e4f-a183-46dd-a209-52204333bd91,8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,11.5,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
618d7ff4-7ee3-43e3-a49f-ad9ffc544f89,3275,2,00:48:01.687,93,1,43,Carry,161,217,Barcelona,1,Regular Play,1049,Granada,0.765354,,3e1041eb-b1a6-48b8-834a-e02d72c5acc9,8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,11.5,50.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6d006a0-eef4-4a01-9e0c-784706ea9f8a,,13.6,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b6d006a0-eef4-4a01-9e0c-784706ea9f8a,3276,2,00:48:02.453,93,2,30,Pass,161,217,Barcelona,1,Regular Play,1049,Granada,1.6649,,04bd6b59-ad53-4101-9133-4ba28050bda5,8697.0,Andrés Eduardo Fernández Moreno,1.0,Goalkeeper,13.6,53.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20064.0,Hugo Miguel Almeida Costa Lopes,29.421251,0.5153519,2.0,Low Pass,39.2,68.4,69.0,Keeper Arm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
04bd6b59-ad53-4101-9133-4ba28050bda5,3277,2,00:48:04.117,93,4,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,1049,Granada,,,b6d006a0-eef4-4a01-9e0c-784706ea9f8a,20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,39.2,68.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
950b205e-867b-4ee3-8c9a-453051cad86b,3278,2,00:48:04.117,93,4,43,Carry,161,217,Barcelona,1,Regular Play,1049,Granada,4.0855,,04bd6b59-ad53-4101-9133-4ba28050bda5,20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,39.2,68.4,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44533fbd-93e6-4f4e-8ec6-b975103a0337,6ddd1890-14ae-4951-82ee-3325e1dc057a,58.7,73.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6ddd1890-14ae-4951-82ee-3325e1dc057a,3279,2,00:48:06.982,93,6,17,Pressure,161,217,Barcelona,1,Regular Play,217,Barcelona,0.907228,,950b205e-867b-4ee3-8c9a-453051cad86b,5211.0,Jordi Alba Ramos,6.0,Left Back,63.7,5.4,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44533fbd-93e6-4f4e-8ec6-b975103a0337,3280,2,00:48:08.203,93,8,14,Dribble,161,217,Barcelona,1,Regular Play,1049,Granada,0.0,,12509063-9aee-4617-983b-7be6b95e6e70,20064.0,Hugo Miguel Almeida Costa Lopes,2.0,Right Back,58.7,73.9,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12509063-9aee-4617-983b-7be6b95e6e70,3281,2,00:48:08.203,93,8,4,Duel,161,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,44533fbd-93e6-4f4e-8ec6-b975103a0337,5211.0,Jordi Alba Ramos,6.0,Left Back,61.4,6.2,,,True,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,
550ac9dc-2435-4636-a200-6187128677e8,3282,2,00:48:10.191,93,10,2,Ball Recovery,161,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,60.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16e49bd5-0cc9-479e-ae7f-3f84a6061227,3283,2,00:48:10.191,93,10,43,Carry,161,217,Barcelona,1,Regular Play,217,Barcelona,0.524474,,550ac9dc-2435-4636-a200-6187128677e8,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,60.5,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ef857589-c363-468f-b410-b1321df8d3b1,,63.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ef857589-c363-468f-b410-b1321df8d3b1,3284,2,00:48:10.715,93,10,30,Pass,161,217,Barcelona,1,Regular Play,217,Barcelona,0.970636,,32cf7f12-4344-42d2-86af-83c9015f7e00,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,63.0,14.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,7.203471,-1.3325516,1.0,Ground Pass,64.7,7.2,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32cf7f12-4344-42d2-86af-83c9015f7e00,3285,2,00:48:11.686,93,11,42,Ball Receipt*,161,217,Barcelona,1,Regular Play,217,Barcelona,,,ef857589-c363-468f-b410-b1321df8d3b1,5211.0,Jordi Alba Ramos,6.0,Left Back,64.7,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
e074b5f7-8d00-46e6-92d8-2eff8dbb9226,3286,2,00:48:12.956,93,12,34,Half End,161,217,Barcelona,1,Regular Play,1049,Granada,0.0,,b1aaa28d-c13b-4136-bf8c-363b0a86ad75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b1aaa28d-c13b-4136-bf8c-363b0a86ad75,3287,2,00:48:12.956,93,12,34,Half End,161,217,Barcelona,1,Regular Play,217,Barcelona,0.0,,e074b5f7-8d00-46e6-92d8-2eff8dbb9226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
