id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,dribble,duel,ball_receipt,counterpress,interception,clearance,shot,goalkeeper,off_camera,out,block,ball_recovery,foul_committed,foul_won,injury_stoppage,substitution,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events_2,related_events,foul_committed_card_id,foul_committed_card_name,location,substitution_outcome_id,substitution_outcome_name,substitution_replacement_id,substitution_replacement_name,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,shot_freeze_frame_13_location_0,shot_freeze_frame_13_location_1,shot_freeze_frame_13_player_id,shot_freeze_frame_13_player_name,shot_freeze_frame_13_position_id,shot_freeze_frame_13_position_name,shot_freeze_frame_13_teammate,shot_freeze_frame_14_location_0,shot_freeze_frame_14_location_1,shot_freeze_frame_14_player_id,shot_freeze_frame_14_player_name,shot_freeze_frame_14_position_id,shot_freeze_frame_14_position_name,shot_freeze_frame_14_teammate,shot_freeze_frame_15_location_0,shot_freeze_frame_15_location_1,shot_freeze_frame_15_player_id,shot_freeze_frame_15_player_name,shot_freeze_frame_15_position_id,shot_freeze_frame_15_position_name,shot_freeze_frame_15_teammate,shot_freeze_frame_16_location_0,shot_freeze_frame_16_location_1,shot_freeze_frame_16_player_id,shot_freeze_frame_16_player_name,shot_freeze_frame_16_position_id,shot_freeze_frame_16_position_name,shot_freeze_frame_16_teammate,shot_freeze_frame_17_location_0,shot_freeze_frame_17_location_1,shot_freeze_frame_17_player_id,shot_freeze_frame_17_player_name,shot_freeze_frame_17_position_id,shot_freeze_frame_17_position_name,shot_freeze_frame_17_teammate,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_body_part_id,goalkeeper_body_part_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,pass_switch,pass_outcome_id,pass_outcome_name,pass_technique_id,pass_technique_name,pass_outswinging,clearance_body_part_id,clearance_body_part_name,clearance_left_foot,related_events_3,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_key_pass_id,pass_inswinging,foul_won_defensive
fda8d0a7-a9d9-47ed-a2ab-c3a35905c5b8,3791,2,00:41:24.800,86,24,43,Carry,156,217,Barcelona,9,From Kick Off,217,Barcelona,4.428036,,8c64c48d-3de2-4a8a-8d6f-6142b8abb1a3,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,71.1,75.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,f0258ac9-fe95-4deb-befe-6e403dde1dbe,90.3,66.8,f2cced32-eae2-4c4f-9ac2-f04812127e40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8c64c48d-3de2-4a8a-8d6f-6142b8abb1a3,3792,2,00:41:25.464,86,25,17,Pressure,156,217,Barcelona,9,From Kick Off,207,Valencia,2.840962,,fda8d0a7-a9d9-47ed-a2ab-c3a35905c5b8,6763,Pablo Daniel Piatti,15,Left Center Midfield,48.8,5.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
573046d7-7498-483c-9b5d-5dbab13701b8,3793,2,00:41:27.203,86,27,17,Pressure,156,217,Barcelona,9,From Kick Off,207,Valencia,1.268747,,,6596,José Luis Gayà Peña,6,Left Back,34.3,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a8eba080-3b60-4a2f-ae88-465870b2103f,3794,2,00:41:29.228,86,29,22,Foul Committed,156,217,Barcelona,9,From Kick Off,207,Valencia,0.0,,f2cced32-eae2-4c4f-9ac2-f04812127e40,6596,José Luis Gayà Peña,6,Left Back,29.8,13.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,Yellow Card,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f2cced32-eae2-4c4f-9ac2-f04812127e40,3795,2,00:41:29.228,86,29,21,Foul Won,156,217,Barcelona,9,From Kick Off,217,Barcelona,0.0,,a8eba080-3b60-4a2f-ae88-465870b2103f,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,90.3,66.8,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5dcc5b0b-c443-4a51-bfd9-b21390cff81e,3796,2,00:42:13.475,87,13,19,Substitution,156,217,Barcelona,9,From Kick Off,207,Valencia,0.0,,,6594,Santiago Mina Lorenzo,21,Left Wing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.0,Tactical,27481.0,Carlos Carbonell Gil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf1e748-216a-49f7-a903-bab50f647204,3797,2,00:42:33.201,87,33,16,Shot,157,217,Barcelona,3,From Free Kick,217,Barcelona,1.3002,,2d6c4662-81d4-462e-9f39-b6619931e635,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,92.8,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008493287,120.0,43.2,2.4,38.0,Left Foot,62.0,Free Kick,100.0,Saved,93.0,Normal,118.6,38.4,6898.0,Jaume Doménech Sánchez,1.0,Goalkeeper,False,87.6,59.3,4320.0,Neymar da Silva Santos Junior,21.0,Left Wing,True,94.1,49.8,5216.0,Andrés Iniesta Luján,15.0,Left Center Midfield,True,99.1,46.9,6725.0,Zakaria Bakkali,17.0,Right Wing,False,105.9,46.9,4324.0,Daniel Alves da Silva,2.0,Right Back,True,106.9,41.0,5246.0,Luis Alberto Suárez Díaz,23.0,Center Forward,True,106.1,34.6,5213.0,Gerard Piqué Bernabéu,3.0,Right Center Back,True,105.5,36.4,5203.0,Sergio Busquets i Burgos,10.0,Center Defensive Midfield,True,104.6,38.3,5470.0,Ivan Rakitić,13.0,Right Center Midfield,True,107.1,45.0,6402.0,Francisco Alcácer García,23.0,Center Forward,False,106.2,42.4,6595.0,Daniel Parejo Muñoz,13.0,Right Center Midfield,False,106.0,38.6,10037.0,Danilo Barbosa da Silva,10.0,Center Defensive Midfield,False,101.2,55.1,6763.0,Pablo Daniel Piatti,15.0,Left Center Midfield,False,100.7,54.5,6596.0,José Luis Gayà Peña,6.0,Left Back,False,105.9,31.0,6592.0,Rúben Miguel Nunes Vezo,2.0,Right Back,False,104.8,35.1,4406.0,Aymen Abdennour,5.0,Left Center Back,False,104.2,37.1,27481.0,Carlos Carbonell Gil,21.0,Left Wing,False,106.3,33.1,27482.0,Aderllan Leandro de Jesus Santos,3.0,Right Center Back,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2d6c4662-81d4-462e-9f39-b6619931e635,3798,2,00:42:34.501,87,34,23,Goal Keeper,157,217,Barcelona,3,From Free Kick,207,Valencia,0.0,,3bf1e748-216a-49f7-a903-bab50f647204,6898,Jaume Doménech Sánchez,1,Goalkeeper,1.5,41.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,Diving,44.0,Set,35.0,Both Hands,33.0,Shot Saved,59.0,Touched Out,,,,,,,,,,,,,,,,,,,,,,,,,
48191fb4-27de-43df-9a80-115206a4b9d2,3799,2,00:42:53.220,87,53,30,Pass,158,217,Barcelona,2,From Corner,217,Barcelona,1.757626,,016efba4-be7f-4756-9bfc-9e3633d44c95,4320,Neymar da Silva Santos Junior,21,Left Wing,120.0,80.0,,,44.050198,-1.7788771,3.0,High Pass,110.9,36.9,40.0,Right Foot,61.0,Corner,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,9.0,Incomplete,105.0,Outswinging,True,,,,,,,,,,,,,,,,,,,
016efba4-be7f-4756-9bfc-9e3633d44c95,3800,2,00:42:54.978,87,54,9,Clearance,158,217,Barcelona,2,From Corner,207,Valencia,0.0,,48191fb4-27de-43df-9a80-115206a4b9d2,4406,Aymen Abdennour,5,Left Center Back,9.2,43.2,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,Left Foot,True,,,,,,,,,,,,,,,,
