id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,ball_receipt,out,interception,counterpress,shot,goalkeeper_technique_id,goalkeeper_technique_name,goalkeeper_position_id,goalkeeper_position_name,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_outcome_id,goalkeeper_outcome_name,off_camera,block,duel,dribble,ball_recovery,clearance,foul_committed,foul_won,substitution,50_50,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,goalkeeper,related_events_1,related_events_2,carry_end_location_0,carry_end_location_1,dribble_outcome_id,dribble_outcome_name,related_events_3,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,related_events,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,ball_recovery_recovery_failure
173eabdd-196b-4721-b198-de2bfee06522,3626,2,00:47:06.555,92,6,43,Carry,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,1.9611,,33a4ba88-890c-4e03-826d-c0eddada4fc8,6770,Esteban Félix Granero Molina,15,Left Center Midfield,59.7,35.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fbfa4b69-12e2-479a-9c5e-4d0a091fdb72,,63.1,35.2,,,,,,,,,,,,,
33a4ba88-890c-4e03-826d-c0eddada4fc8,3627,2,00:47:08.516,92,8,3,Dispossessed,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.0,,b19f175b-52bc-4e38-8111-b7d8c4e8b45b,6770,Esteban Félix Granero Molina,15,Left Center Midfield,63.1,35.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b19f175b-52bc-4e38-8111-b7d8c4e8b45b,3628,2,00:47:08.516,92,8,4,Duel,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,33a4ba88-890c-4e03-826d-c0eddada4fc8,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,57.0,44.9,,,True,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,Tackle,16.0,Success In Play,,,,,,
621f1dfa-b742-4d20-9993-472c41b6e2f9,3629,2,00:47:09.174,92,9,2,Ball Recovery,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,5470,Ivan Rakitić,13,Right Center Midfield,57.5,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53e9288d-da8a-4578-89eb-c324e10b9b48,3630,2,00:47:09.174,92,9,43,Carry,184,217,Barcelona,3,From Free Kick,217,Barcelona,1.2932,,621f1dfa-b742-4d20-9993-472c41b6e2f9,5470,Ivan Rakitić,13,Right Center Midfield,57.5,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd68040e-ab6a-4a82-827c-80c86131c0b0,,63.0,46.6,,,,,,,,,,,,,
dd68040e-ab6a-4a82-827c-80c86131c0b0,3631,2,00:47:10.467,92,10,30,Pass,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.6791,,c57a57d6-6337-4857-929a-be12321ea366,5470,Ivan Rakitić,13,Right Center Midfield,63.0,46.6,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,4.7413077,-1.0882831,1.0,Ground Pass,65.2,42.4,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,
c57a57d6-6337-4857-929a-be12321ea366,3632,2,00:47:11.146,92,11,42,Ball Receipt*,184,217,Barcelona,3,From Free Kick,217,Barcelona,,,dd68040e-ab6a-4a82-827c-80c86131c0b0,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,65.2,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92a57452-71fb-4836-bf8e-b3646fd42b6f,3633,2,00:47:11.146,92,11,43,Carry,184,217,Barcelona,3,From Free Kick,217,Barcelona,3.3578,,657cc27d-0d16-488e-b376-386356937846,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,65.2,42.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c57a57d6-6337-4857-929a-be12321ea366,,89.1,29.9,,,,,,,,,,,,,
657cc27d-0d16-488e-b376-386356937846,3634,2,00:47:14.504,92,14,30,Pass,184,217,Barcelona,3,From Free Kick,217,Barcelona,1.9886,,7e4e4e68-f2c9-40df-89c9-62404d4ab82e,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,89.1,29.9,,,,,,,,,,,,,,,,,,,,,,,,,,,5211.0,Jordi Alba Ramos,21.100948,-0.2392316,1.0,Ground Pass,109.6,24.9,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,
7e4e4e68-f2c9-40df-89c9-62404d4ab82e,3635,2,00:47:16.493,92,16,42,Ball Receipt*,184,217,Barcelona,3,From Free Kick,217,Barcelona,,,657cc27d-0d16-488e-b376-386356937846,5211,Jordi Alba Ramos,6,Left Back,109.6,24.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1d4a773b-20d7-470c-b0a4-764c960233aa,3636,2,00:47:16.493,92,16,30,Pass,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.293595,,7ddabe9b-f1ad-484f-9bed-73bed9a7907f,5211,Jordi Alba Ramos,6,Left Back,109.6,26.5,,,,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,2.7,1.5707964,1.0,Ground Pass,109.6,29.2,38.0,Left Foot,,,,adcbcd30-6378-4f0b-9dc9-615237e4df24,,,,,,,,,,,,9.0,Incomplete,,,
adcbcd30-6378-4f0b-9dc9-615237e4df24,3637,2,00:47:16.786,92,16,42,Ball Receipt*,184,217,Barcelona,3,From Free Kick,217,Barcelona,,,1d4a773b-20d7-470c-b0a4-764c960233aa,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,104.5,33.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,
7ddabe9b-f1ad-484f-9bed-73bed9a7907f,3638,2,00:47:16.786,92,16,6,Block,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.0,,1d4a773b-20d7-470c-b0a4-764c960233aa,6679,Aritz Elustondo Irribaria,2,Right Back,10.5,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06d0d3e2-22c0-4688-b205-6f816c4fbbbc,3639,2,00:47:18.283,92,18,17,Pressure,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.606817,,68f7445b-c34b-4478-80cc-956bf8d18c19,6679,Aritz Elustondo Irribaria,2,Right Back,7.9,56.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68f7445b-c34b-4478-80cc-956bf8d18c19,3640,2,00:47:18.711,92,18,2,Ball Recovery,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,06d0d3e2-22c0-4688-b205-6f816c4fbbbc,4320,Neymar da Silva Santos Junior,21,Left Wing,109.8,20.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True
86402564-ea36-496c-b690-3e47280b2299,3641,2,00:47:19.507,92,19,17,Pressure,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.994256,,,6679,Aritz Elustondo Irribaria,2,Right Back,7.2,64.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a0712a52-f8f6-4216-989d-a34a38afa804,3642,2,00:47:20.760,92,20,2,Ball Recovery,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,,5211,Jordi Alba Ramos,6,Left Back,116.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f95b03da-6146-4914-a6ef-bcf415dd7a96,3643,2,00:47:20.760,92,20,43,Carry,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.8605,,8a5682e7-6df8-4c2e-b9c2-69fbfe01a4fe,5211,Jordi Alba Ramos,6,Left Back,116.8,15.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0712a52-f8f6-4216-989d-a34a38afa804,,118.2,12.1,,,,,,,,,,,,,
8a5682e7-6df8-4c2e-b9c2-69fbfe01a4fe,3644,2,00:47:21.621,92,21,30,Pass,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.934235,,c011a27b-c780-4d6a-b705-da34a8ddaccd,5211,Jordi Alba Ramos,6,Left Back,118.2,12.1,,,,,,,,,,,,,,,,,,,,,,,,,,,4320.0,Neymar da Silva Santos Junior,14.080128,-3.034857,1.0,Ground Pass,104.2,10.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,
c011a27b-c780-4d6a-b705-da34a8ddaccd,3645,2,00:47:22.555,92,22,42,Ball Receipt*,184,217,Barcelona,3,From Free Kick,217,Barcelona,,,8a5682e7-6df8-4c2e-b9c2-69fbfe01a4fe,4320,Neymar da Silva Santos Junior,21,Left Wing,104.2,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ca28bada-828d-4c8b-ae8d-d34741b4a9ac,3646,2,00:47:22.555,92,22,43,Carry,184,217,Barcelona,3,From Free Kick,217,Barcelona,2.741765,,316bf75e-2405-4964-ab9d-ef0f1d04c115,4320,Neymar da Silva Santos Junior,21,Left Wing,104.2,10.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9d499527-70da-4707-a55c-cd81e7899bf4,c011a27b-c780-4d6a-b705-da34a8ddaccd,109.8,23.6,,,,,,,,,,,,,
9d499527-70da-4707-a55c-cd81e7899bf4,3647,2,00:47:24.376,92,24,17,Pressure,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.754639,,ca28bada-828d-4c8b-ae8d-d34741b4a9ac,16622,Mikel González de Martín Martínez,3,Right Center Back,9.8,54.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bef3a6e7-8396-41a9-8b17-429315a1013f,3648,2,00:47:25.297,92,25,39,Dribbled Past,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.0,,14de4607-396e-4552-a556-531d03529874,16622,Mikel González de Martín Martínez,3,Right Center Back,10.3,56.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316bf75e-2405-4964-ab9d-ef0f1d04c115,,,,,,,,,,,,,,,,
316bf75e-2405-4964-ab9d-ef0f1d04c115,3649,2,00:47:25.297,92,25,14,Dribble,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,bef3a6e7-8396-41a9-8b17-429315a1013f,4320,Neymar da Silva Santos Junior,21,Left Wing,109.8,23.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,
14de4607-396e-4552-a556-531d03529874,3650,2,00:47:25.297,92,25,43,Carry,184,217,Barcelona,3,From Free Kick,217,Barcelona,1.5526,,275f00e1-6ff1-49f3-9361-25eece8b503b,4320,Neymar da Silva Santos Junior,21,Left Wing,109.8,23.6,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316bf75e-2405-4964-ab9d-ef0f1d04c115,48063e38-cc07-46f2-8892-cb0f9498c81d,115.1,26.0,,,bef3a6e7-8396-41a9-8b17-429315a1013f,,,,,,,,,,
48063e38-cc07-46f2-8892-cb0f9498c81d,3651,2,00:47:26.025,92,26,17,Pressure,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.651294,,14de4607-396e-4552-a556-531d03529874,6770,Esteban Félix Granero Molina,15,Left Center Midfield,10.3,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f465ed74-9f27-4f0e-a009-ab5c3d587a46,3652,2,00:47:26.850,92,26,39,Dribbled Past,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.0,,275f00e1-6ff1-49f3-9361-25eece8b503b,6770,Esteban Félix Granero Molina,15,Left Center Midfield,5.0,54.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd38f2a4-da83-4366-a1f5-9bb04a6d97b6,,,,,,,,,,,,,,,,
275f00e1-6ff1-49f3-9361-25eece8b503b,3653,2,00:47:26.850,92,26,14,Dribble,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.0,,f465ed74-9f27-4f0e-a009-ab5c3d587a46,4320,Neymar da Silva Santos Junior,21,Left Wing,115.1,26.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,
dd38f2a4-da83-4366-a1f5-9bb04a6d97b6,3654,2,00:47:26.850,92,26,43,Carry,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.9678,,275f00e1-6ff1-49f3-9361-25eece8b503b,4320,Neymar da Silva Santos Junior,21,Left Wing,115.1,26.0,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31951dff-34a9-4c28-8b85-13a40aad68cd,ea3a7eb2-a462-49c5-8990-075dfad13c12,115.3,30.2,,,f465ed74-9f27-4f0e-a009-ab5c3d587a46,,,,,,,,,,
31951dff-34a9-4c28-8b85-13a40aad68cd,3655,2,00:47:27.015,92,27,17,Pressure,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.813466,,dd38f2a4-da83-4366-a1f5-9bb04a6d97b6,16622,Mikel González de Martín Martínez,3,Right Center Back,8.4,53.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ea3a7eb2-a462-49c5-8990-075dfad13c12,,,,,,,,,,,,,,,,
ea3a7eb2-a462-49c5-8990-075dfad13c12,3656,2,00:47:27.817,92,27,30,Pass,184,217,Barcelona,3,From Free Kick,217,Barcelona,0.1094,,021aeae7-7590-4106-88b2-30d4179ff6c3,4320,Neymar da Silva Santos Junior,21,Left Wing,115.3,30.2,,,True,,,,,,,,,,,,,,,,,,,,,,,,5503.0,Lionel Andrés Messi Cuccittini,2.433105,2.976444,1.0,Ground Pass,112.9,30.6,40.0,Right Foot,,,,31951dff-34a9-4c28-8b85-13a40aad68cd,52e0fb45-afa9-495f-9348-ff39c50ffb14,,,,,,,,,,,9.0,Incomplete,,,
021aeae7-7590-4106-88b2-30d4179ff6c3,3657,2,00:47:27.927,92,27,42,Ball Receipt*,184,217,Barcelona,3,From Free Kick,217,Barcelona,,,ea3a7eb2-a462-49c5-8990-075dfad13c12,5503,Lionel Andrés Messi Cuccittini,17,Right Wing,110.1,35.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,
52e0fb45-afa9-495f-9348-ff39c50ffb14,3658,2,00:47:27.927,92,27,6,Block,184,217,Barcelona,3,From Free Kick,210,Real Sociedad,0.0,,ea3a7eb2-a462-49c5-8990-075dfad13c12,16622,Mikel González de Martín Martínez,3,Right Center Back,7.2,49.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
