id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass,carry,under_pressure,counterpress,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,ball_receipt,interception,foul_committed,foul_won,clearance,out,dribble,shot,goalkeeper,off_camera,miscontrol,ball_recovery,substitution,50_50,bad_behaviour,related_events,duel,related_events_1,carry_end_location_0,carry_end_location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,pass_type_id,pass_type_name,clearance_head,clearance_body_part_id,clearance_body_part_name,clearance_right_foot,pass_outswinging,pass_technique_id,pass_technique_name,related_events_3,pass_aerial_won,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_switch,clearance_left_foot,player,position,location,pass_cross,foul_committed_advantage,foul_won_advantage,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,foul_won_defensive,miscontrol_aerial_won,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,shot_freeze_frame_11_location_0,shot_freeze_frame_11_location_1,shot_freeze_frame_11_player_id,shot_freeze_frame_11_player_name,shot_freeze_frame_11_position_id,shot_freeze_frame_11_position_name,shot_freeze_frame_11_teammate,shot_freeze_frame_12_location_0,shot_freeze_frame_12_location_1,shot_freeze_frame_12_player_id,shot_freeze_frame_12_player_name,shot_freeze_frame_12_position_id,shot_freeze_frame_12_position_name,shot_freeze_frame_12_teammate,ball_recovery_recovery_failure,shot_end_location_2,clearance_aerial_won,pass_through_ball,dribble_overrun
a67899ec-17e0-449d-9f6d-666dd5b17556,67,1,00:01:04.097,1,4,42,Ball Receipt*,3,36,Manchester City,1,Regular Play,36,Manchester City,,,ea3c4b12-2c21-4b47-97be-12918f42e6f0,38551.0,Shaun Wright-Phillips,18.0,Right Attacking Midfield,93.3,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
932a5a44-77f4-4ad0-aca6-a91a8a9b9acd,102,1,00:02:01.982,2,1,30,Pass,5,36,Manchester City,3,From Free Kick,36,Manchester City,3.423137,,3b3a1557-9a51-45c7-92dc-45f35a2dfd6a,20329.0,David James,1.0,Goalkeeper,26.9,63.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.650116,-0.4252971,3.0,High Pass,94.9,32.4,40.0,Right Foot,,9.0,Incomplete,,,62.0,Free Kick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3b3a1557-9a51-45c7-92dc-45f35a2dfd6a,103,1,00:02:05.405,2,5,9,Clearance,5,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,932a5a44-77f4-4ad0-aca6-a91a8a9b9acd,38412.0,Kolo Habib Touré,3.0,Right Center Back,25.2,47.7,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,37.0,Head,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ebebdaa1-570c-48b9-afd5-cb78cd356608,104,1,00:02:07.538,2,7,30,Pass,5,36,Manchester City,3,From Free Kick,36,Manchester City,1.065738,,9a4b80be-51dd-4085-9791-613ed14457dd,38552.0,Joey Barton,10.0,Center Defensive Midfield,78.3,37.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38465.0,Claudio Reyna,14.003571,-0.20859957,1.0,Ground Pass,92.0,34.7,40.0,Right Foot,,,,,,66.0,Recovery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9a4b80be-51dd-4085-9791-613ed14457dd,105,1,00:02:08.603,2,8,42,Ball Receipt*,5,36,Manchester City,3,From Free Kick,36,Manchester City,,,ebebdaa1-570c-48b9-afd5-cb78cd356608,38465.0,Claudio Reyna,13.0,Right Center Midfield,92.0,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3f2dee4f-3144-4212-a882-e28bfa462139,106,1,00:02:08.603,2,8,43,Carry,5,36,Manchester City,3,From Free Kick,36,Manchester City,0.80843,,524a17f7-1c87-49b1-8c6f-3fe195aa6ee0,38465.0,Claudio Reyna,13.0,Right Center Midfield,92.0,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,9a4b80be-51dd-4085-9791-613ed14457dd,87.2,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
524a17f7-1c87-49b1-8c6f-3fe195aa6ee0,107,1,00:02:09.412,2,9,30,Pass,5,36,Manchester City,3,From Free Kick,36,Manchester City,2.250825,,21ae556a-5c6f-45d2-b86f-a4c282cce13f,38465.0,Claudio Reyna,13.0,Right Center Midfield,87.2,34.9,,,,,,,,,,,,,,,,,,,,,,,,,,63d6ea6f-7119-4d07-8e52-a4e9043c939a,,,15519.0,Nicolas Anelka,23.601906,0.012711179,1.0,Ground Pass,110.8,35.2,40.0,Right Foot,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf47cdb-f175-4d46-94aa-c100261abacf,108,1,00:02:11.289,2,11,17,Pressure,5,36,Manchester City,3,From Free Kick,36,Manchester City,0.6069,,21ae556a-5c6f-45d2-b86f-a4c282cce13f,15519.0,Nicolas Anelka,23.0,Center Forward,108.6,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2350d2dc-ce6f-4625-8475-beb697a6503e,109,1,00:02:11.398,2,11,17,Pressure,5,36,Manchester City,3,From Free Kick,36,Manchester City,0.552386,,21ae556a-5c6f-45d2-b86f-a4c282cce13f,15519.0,Nicolas Anelka,23.0,Center Forward,109.5,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63d6ea6f-7119-4d07-8e52-a4e9043c939a,110,1,00:02:11.663,2,11,42,Ball Receipt*,5,36,Manchester City,3,From Free Kick,36,Manchester City,,,524a17f7-1c87-49b1-8c6f-3fe195aa6ee0,15519.0,Nicolas Anelka,23.0,Center Forward,109.0,34.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21ae556a-5c6f-45d2-b86f-a4c282cce13f,111,1,00:02:11.663,2,11,9,Clearance,5,36,Manchester City,3,From Free Kick,1,Arsenal,0.0,,2350d2dc-ce6f-4625-8475-beb697a6503e,15637.0,Sulzeer Jeremiah ''Sol' Campbell,5.0,Left Center Back,9.3,44.9,,,True,,,,,,,,,,,True,,,,,,,,,,,,3bf47cdb-f175-4d46-94aa-c100261abacf,,,,,,,,,,,,,524a17f7-1c87-49b1-8c6f-3fe195aa6ee0,,,,,,,,40.0,Right Foot,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
530555f8-db5e-441b-abb6-fd7a90034d6f,112,1,00:02:29.289,2,29,30,Pass,6,36,Manchester City,2,From Corner,36,Manchester City,1.778161,,95c2c35f-990c-4217-829e-8c4a1879a251,38465.0,Claudio Reyna,13.0,Right Center Midfield,120.0,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1753,1.7017049,3.0,High Pass,115.8,32.0,40.0,Right Foot,,9.0,Incomplete,,,61.0,Corner,,,,,True,105.0,Outswinging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95c2c35f-990c-4217-829e-8c4a1879a251,113,1,00:02:31.067,2,31,2,Ball Recovery,6,36,Manchester City,2,From Corner,1,Arsenal,0.0,,530555f8-db5e-441b-abb6-fd7a90034d6f,15516.0,Thierry Henry,22.0,Right Center Forward,4.3,48.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341444e3-d229-470d-a1cb-0691dcef3c89,114,1,00:02:31.067,2,31,43,Carry,6,36,Manchester City,2,From Corner,1,Arsenal,0.506143,,22af84ea-9ed0-4b62-a7f7-1456fc59cc5a,15516.0,Thierry Henry,22.0,Right Center Forward,4.3,48.1,,,True,,,,,,,,,,,,,,,,,,,,,,,4012befd-9a47-4ed7-9126-fbc226e5228c,3.2,53.2,,,,,,,,,,,95c2c35f-990c-4217-829e-8c4a1879a251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4012befd-9a47-4ed7-9126-fbc226e5228c,115,1,00:02:31.452,2,31,17,Pressure,6,36,Manchester City,2,From Corner,36,Manchester City,0.372787,,22af84ea-9ed0-4b62-a7f7-1456fc59cc5a,40218.0,Sylvain Distin,5.0,Left Center Back,117.3,31.0,,,,True,,,,,,,,,,,,,,,,,,,,,,341444e3-d229-470d-a1cb-0691dcef3c89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
