id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,interception_outcome_id,interception_outcome_name,related_events,player,position,carry_end_location_0,carry_end_location_1,duel_type_id,duel_type_name,pass_aerial_won,related_events_2,related_events_3,dribble_outcome_id,dribble_outcome_name,related_events_4,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_end_location_2,shot_key_pass_id,shot_body_part_id,shot_body_part_name,shot_technique_id,shot_technique_name,shot_first_time,shot_outcome_id,shot_outcome_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate
40f40ab8-4ddc-4dd8-be72-5b107a4c5eae,1894,2,00:06:06.260,51,6,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.842494,,d876785f-7dd3-4b6c-a733-29c84a4be288,26222.0,José Eduardo Rosa Vale de Castro,5.0,Left Center Back,19.5,24.7,27144.0,Antonio Amaya Carazo,15.349593,0.54824054,1.0,Ground Pass,32.6,32.7,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d876785f-7dd3-4b6c-a733-29c84a4be288,1895,2,00:06:07.102,51,7,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,40f40ab8-4ddc-4dd8-be72-5b107a4c5eae,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,32.6,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
aa938adf-4772-4b0d-9f08-9a9605a45c3a,1896,2,00:06:07.102,51,7,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.03516,,6693efd0-2511-4cf7-bebe-82ca58a87915,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,32.6,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d876785f-7dd3-4b6c-a733-29c84a4be288,,,,,,,,,,30.0,32.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6693efd0-2511-4cf7-bebe-82ca58a87915,1897,2,00:06:08.138,51,8,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.881028,,187942fc-283b-46fb-add4-f544c33cd08f,27144.0,Antonio Amaya Carazo,3.0,Right Center Back,30.0,32.7,24138.0,Joaquín José Marín Ruiz,9.861542,1.6825733,1.0,Ground Pass,28.9,42.5,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187942fc-283b-46fb-add4-f544c33cd08f,1898,2,00:06:09.019,51,9,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,6693efd0-2511-4cf7-bebe-82ca58a87915,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,28.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b8f43660-ef93-4ebe-883e-8f121ce1293d,1899,2,00:06:09.019,51,9,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.703636,,187942fc-283b-46fb-add4-f544c33cd08f,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,28.9,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8beed18-88ae-4811-b666-b62139bde88d,,,,,,,,,,28.3,43.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f8beed18-88ae-4811-b666-b62139bde88d,1900,2,00:06:09.722,51,9,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.967357,,3bf4bac1-4606-42c0-a156-9f8d331b0047,24138.0,Joaquín José Marín Ruiz,2.0,Right Back,28.3,43.4,23761.0,Alhassane Bangoura,22.98282,0.9429597,1.0,Ground Pass,41.8,62.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3bf4bac1-4606-42c0-a156-9f8d331b0047,1901,2,00:06:10.690,51,10,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,f8beed18-88ae-4811-b666-b62139bde88d,23761.0,Alhassane Bangoura,17.0,Right Wing,41.8,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7245c186-8928-46d7-bfb0-5ada10b3d4c9,1902,2,00:06:10.690,51,10,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.627389,,3bf4bac1-4606-42c0-a156-9f8d331b0047,23761.0,Alhassane Bangoura,17.0,Right Wing,41.8,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2dca1bb-299d-4abe-81b2-3b3148e4de5c,,,,,,,,,,41.8,62.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
b2dca1bb-299d-4abe-81b2-3b3148e4de5c,1903,2,00:06:11.317,51,11,30,Pass,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.730263,,024e9117-2c9a-43bd-bb4d-07c034d47762,23761.0,Alhassane Bangoura,17.0,Right Wing,41.8,62.0,26848.0,Roberto Trashorras Gayoso,17.216562,-1.6872264,1.0,Ground Pass,39.8,44.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
024e9117-2c9a-43bd-bb4d-07c034d47762,1904,2,00:06:12.047,51,12,42,Ball Receipt*,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,,,b2dca1bb-299d-4abe-81b2-3b3148e4de5c,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,39.8,44.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4f9e40be-d30b-4a77-9258-175407899770,1905,2,00:06:12.047,51,12,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.988052,,024e9117-2c9a-43bd-bb4d-07c034d47762,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,39.8,44.9,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4b8f77f8-9824-4048-bea6-12b3166bb4e8,,,,,,,,,,44.1,53.4,,,,f02e6d02-b4c7-4da2-a420-7f3e07aab2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4b8f77f8-9824-4048-bea6-12b3166bb4e8,1906,2,00:06:12.292,51,12,17,Pressure,118,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,2.70495,,45324c63-df67-4c87-a47f-36c708c3d705,5574.0,Toni Kroos,10.0,Center Defensive Midfield,77.9,37.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4f9e40be-d30b-4a77-9258-175407899770,,,,,,,,,,,,,,,538f59d1-b66e-48eb-9c6a-51fb0e4ddb94,f02e6d02-b4c7-4da2-a420-7f3e07aab2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0ca3f039-aa66-468f-ab1a-805e362c8910,1907,2,00:06:13.035,51,13,39,Dribbled Past,118,360,Rayo Vallecano,1,Regular Play,220,Real Madrid,0.0,,45324c63-df67-4c87-a47f-36c708c3d705,5574.0,Toni Kroos,10.0,Center Defensive Midfield,76.0,26.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f02e6d02-b4c7-4da2-a420-7f3e07aab2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f02e6d02-b4c7-4da2-a420-7f3e07aab2e2,1908,2,00:06:13.035,51,13,14,Dribble,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,0.0,,0ca3f039-aa66-468f-ab1a-805e362c8910,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,44.1,53.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,4b8f77f8-9824-4048-bea6-12b3166bb4e8,,,,,,,,,,,,,,,,,8.0,Complete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45324c63-df67-4c87-a47f-36c708c3d705,1909,2,00:06:13.035,51,13,43,Carry,118,360,Rayo Vallecano,1,Regular Play,360,Rayo Vallecano,1.95618,,012cc500-c89f-4928-a03e-bebaec31b0e6,26848.0,Roberto Trashorras Gayoso,11.0,Left Defensive Midfield,44.1,53.4,,,,,,,,,,,,,,True,,,,,,,,,,,,,,,,,,,0ca3f039-aa66-468f-ab1a-805e362c8910,,,,,,,,,,56.1,54.9,,,,4b8f77f8-9824-4048-bea6-12b3166bb4e8,538f59d1-b66e-48eb-9c6a-51fb0e4ddb94,,,f02e6d02-b4c7-4da2-a420-7f3e07aab2e2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
