id,index,period,timestamp,minute,second,type_id,type_name,possession,possession_team_id,possession_team_name,play_pattern_id,play_pattern_name,team_id,team_name,duration,tactics,related_events_0,player_id,player_name,position_id,position_name,location_0,location_1,pass_recipient_id,pass_recipient_name,pass_length,pass_angle,pass_height_id,pass_height_name,pass_end_location_0,pass_end_location_1,pass_body_part_id,pass_body_part_name,pass_type_id,pass_type_name,carry,under_pressure,ball_receipt,duel,off_camera,interception,out,clearance,shot,goalkeeper,counterpress,dribble,ball_recovery,foul_committed,foul_won,bad_behaviour,substitution,injury_stoppage,block,pass,related_events_1,carry_end_location_0,carry_end_location_1,related_events,related_events_2,pass_outcome_id,pass_outcome_name,ball_receipt_outcome_id,ball_receipt_outcome_name,related_events_3,pass_cross,clearance_body_part_id,clearance_body_part_name,clearance_head,duel_type_id,duel_type_name,duel_outcome_id,duel_outcome_name,foul_committed_advantage,foul_won_advantage,interception_outcome_id,interception_outcome_name,dribble_outcome_id,dribble_outcome_name,pass_assisted_shot_id,pass_shot_assist,shot_statsbomb_xg,shot_end_location_0,shot_end_location_1,shot_key_pass_id,shot_first_time,shot_outcome_id,shot_outcome_name,shot_technique_id,shot_technique_name,shot_body_part_id,shot_body_part_name,shot_type_id,shot_type_name,shot_freeze_frame_0_location_0,shot_freeze_frame_0_location_1,shot_freeze_frame_0_player_id,shot_freeze_frame_0_player_name,shot_freeze_frame_0_position_id,shot_freeze_frame_0_position_name,shot_freeze_frame_0_teammate,shot_freeze_frame_1_location_0,shot_freeze_frame_1_location_1,shot_freeze_frame_1_player_id,shot_freeze_frame_1_player_name,shot_freeze_frame_1_position_id,shot_freeze_frame_1_position_name,shot_freeze_frame_1_teammate,shot_freeze_frame_2_location_0,shot_freeze_frame_2_location_1,shot_freeze_frame_2_player_id,shot_freeze_frame_2_player_name,shot_freeze_frame_2_position_id,shot_freeze_frame_2_position_name,shot_freeze_frame_2_teammate,shot_freeze_frame_3_location_0,shot_freeze_frame_3_location_1,shot_freeze_frame_3_player_id,shot_freeze_frame_3_player_name,shot_freeze_frame_3_position_id,shot_freeze_frame_3_position_name,shot_freeze_frame_3_teammate,shot_freeze_frame_4_location_0,shot_freeze_frame_4_location_1,shot_freeze_frame_4_player_id,shot_freeze_frame_4_player_name,shot_freeze_frame_4_position_id,shot_freeze_frame_4_position_name,shot_freeze_frame_4_teammate,shot_freeze_frame_5_location_0,shot_freeze_frame_5_location_1,shot_freeze_frame_5_player_id,shot_freeze_frame_5_player_name,shot_freeze_frame_5_position_id,shot_freeze_frame_5_position_name,shot_freeze_frame_5_teammate,shot_freeze_frame_6_location_0,shot_freeze_frame_6_location_1,shot_freeze_frame_6_player_id,shot_freeze_frame_6_player_name,shot_freeze_frame_6_position_id,shot_freeze_frame_6_position_name,shot_freeze_frame_6_teammate,shot_freeze_frame_7_location_0,shot_freeze_frame_7_location_1,shot_freeze_frame_7_player_id,shot_freeze_frame_7_player_name,shot_freeze_frame_7_position_id,shot_freeze_frame_7_position_name,shot_freeze_frame_7_teammate,shot_freeze_frame_8_location_0,shot_freeze_frame_8_location_1,shot_freeze_frame_8_player_id,shot_freeze_frame_8_player_name,shot_freeze_frame_8_position_id,shot_freeze_frame_8_position_name,shot_freeze_frame_8_teammate,shot_freeze_frame_9_location_0,shot_freeze_frame_9_location_1,shot_freeze_frame_9_player_id,shot_freeze_frame_9_player_name,shot_freeze_frame_9_position_id,shot_freeze_frame_9_position_name,shot_freeze_frame_9_teammate,shot_freeze_frame_10_location_0,shot_freeze_frame_10_location_1,shot_freeze_frame_10_player_id,shot_freeze_frame_10_player_name,shot_freeze_frame_10_position_id,shot_freeze_frame_10_position_name,shot_freeze_frame_10_teammate,goalkeeper_end_location_0,goalkeeper_end_location_1,goalkeeper_type_id,goalkeeper_type_name,goalkeeper_position_id,goalkeeper_position_name,clearance_left_foot,ball_recovery_recovery_failure
67471c95-6d67-45b2-9f02-f2003237d4f9,2012,2,00:09:06.103,54,6,17,Pressure,133,360,Rayo Vallecano,9,From Kick Off,220,Real Madrid,0.119999,,,5201,Sergio Ramos García,5,Left Center Back,59.1,20.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42f8ab65-9c39-46a6-8949-9df29a323e6a,2013,2,00:09:07.352,54,7,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,d4e5a24d-6019-48cb-b2d9-224c4d8b04bc,27144,Antonio Amaya Carazo,3,Right Center Back,53.1,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6c79a5a5-3d51-4469-b74f-85576bf4c21f,2014,2,00:09:07.352,54,7,43,Carry,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.749175,,42f8ab65-9c39-46a6-8949-9df29a323e6a,27144,Antonio Amaya Carazo,3,Right Center Back,53.1,69.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba4f07ae-6e7c-46d6-900c-97e69ab0bd05,51.0,65.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ba4f07ae-6e7c-46d6-900c-97e69ab0bd05,2015,2,00:09:09.101,54,9,30,Pass,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.773665,,dd202626-8f0c-428d-a864-050fdde054a0,27144,Antonio Amaya Carazo,3,Right Center Back,51.0,65.8,11298.0,José Ignacio Martínez García,26.294487,-1.309214,3.0,High Pass,57.8,40.4,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dd202626-8f0c-428d-a864-050fdde054a0,2016,2,00:09:10.875,54,10,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,ba4f07ae-6e7c-46d6-900c-97e69ab0bd05,11298,José Ignacio Martínez García,6,Left Back,57.8,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03415960-59d0-4797-a542-6f819b64a6ac,2017,2,00:09:10.875,54,10,43,Carry,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.816043,,a5026311-7302-4e2b-bd0d-be8813b811c5,11298,José Ignacio Martínez García,6,Left Back,57.8,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dd202626-8f0c-428d-a864-050fdde054a0,57.6,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
a5026311-7302-4e2b-bd0d-be8813b811c5,2018,2,00:09:11.691,54,11,30,Pass,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.299565,,d3926084-9fe4-4514-b45a-94ec75571a21,11298,José Ignacio Martínez García,6,Left Back,57.6,40.4,26222.0,José Eduardo Rosa Vale de Castro,20.115913,-2.4583116,1.0,Ground Pass,42.0,27.7,38.0,Left Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
d3926084-9fe4-4514-b45a-94ec75571a21,2019,2,00:09:12.990,54,12,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,a5026311-7302-4e2b-bd0d-be8813b811c5,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,42.0,27.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4191968e-f9e2-4b14-9343-2ada39f1478b,2020,2,00:09:12.990,54,12,30,Pass,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.877851,,3ddc900a-c2ad-4059-9a74-f6b25ce86cb3,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,42.0,27.7,26848.0,Roberto Trashorras Gayoso,20.796635,-0.81260234,1.0,Ground Pass,56.3,12.6,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3ddc900a-c2ad-4059-9a74-f6b25ce86cb3,2021,2,00:09:14.868,54,14,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,4191968e-f9e2-4b14-9343-2ada39f1478b,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,56.3,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dbbc0e9a-7ca3-4786-be8d-d4ee05282720,2022,2,00:09:14.868,54,14,43,Carry,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,4.14717,,3ddc900a-c2ad-4059-9a74-f6b25ce86cb3,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,56.3,12.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66474dcb-48bd-4dc3-9be5-e8247b17e673,63.6,10.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66474dcb-48bd-4dc3-9be5-e8247b17e673,2023,2,00:09:19.015,54,19,30,Pass,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.260843,,962bd728-a0a1-473a-8048-fffdf698ece6,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,63.6,10.8,6852.0,Jozabed Sánchez Ruiz,16.169725,1.6636958,1.0,Ground Pass,62.1,26.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962bd728-a0a1-473a-8048-fffdf698ece6,2024,2,00:09:20.276,54,20,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,66474dcb-48bd-4dc3-9be5-e8247b17e673,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,62.1,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
060685d4-74ad-440a-a973-74225dd16130,2025,2,00:09:20.276,54,20,43,Carry,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.119997,,962bd728-a0a1-473a-8048-fffdf698ece6,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,62.1,26.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,962ef339-a0f2-4c58-b091-79340594d2d9,57.2,27.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
962ef339-a0f2-4c58-b091-79340594d2d9,2026,2,00:09:22.396,54,22,30,Pass,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,0.851061,,70db7f87-e7e7-4826-9d28-98e97fda1739,6852,Jozabed Sánchez Ruiz,9,Right Defensive Midfield,57.2,27.3,26848.0,Roberto Trashorras Gayoso,10.176934,-1.9640757,1.0,Ground Pass,53.3,17.9,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70db7f87-e7e7-4826-9d28-98e97fda1739,2027,2,00:09:23.247,54,23,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,962ef339-a0f2-4c58-b091-79340594d2d9,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,53.3,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
804a08f9-85eb-4a0d-9374-248c84b58bd7,2028,2,00:09:23.247,54,23,43,Carry,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.359998,,70db7f87-e7e7-4826-9d28-98e97fda1739,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,53.3,17.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,caafdfa7-a1bd-4c17-a985-23a9bcfe6762,53.7,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
caafdfa7-a1bd-4c17-a985-23a9bcfe6762,2029,2,00:09:24.607,54,24,30,Pass,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,1.371234,,8782a429-77d5-4510-86e3-e4f5d842d84c,26848,Roberto Trashorras Gayoso,11,Left Defensive Midfield,53.7,18.5,26222.0,José Eduardo Rosa Vale de Castro,14.599315,-1.6875049,1.0,Ground Pass,52.0,4.0,40.0,Right Foot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8782a429-77d5-4510-86e3-e4f5d842d84c,2030,2,00:09:25.978,54,25,42,Ball Receipt*,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,,,caafdfa7-a1bd-4c17-a985-23a9bcfe6762,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,52.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
dba44392-7553-490f-8ddd-88ee7fbd5408,2031,2,00:09:25.978,54,25,43,Carry,133,360,Rayo Vallecano,9,From Kick Off,360,Rayo Vallecano,2.399999,,8782a429-77d5-4510-86e3-e4f5d842d84c,26222,José Eduardo Rosa Vale de Castro,5,Left Center Back,52.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b2b78edd-5f6a-4cce-bb38-53348ce32410,51.8,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
